job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Scientist, research (maths)",Mathijs van Daal,F,Nederlands,Laag,Alleenstaand,Links,HAVO,Atheïstisch,Gescheiden,Fulltime,Rijtjeshuis,Advanced,97,Laag,Slecht,Goed,Goed
Transport planner,Tycho Heyne,F,Afghaans,Laag,Samenwonend met kinderen,Midden,Basisonderwijs,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Advanced,92,Gemiddeld,Goed,Gemiddeld,Slecht
Production manager,Tessa Doyle,M,Chinees,Laag,Samenwonend,Midden,VMBO,Christelijk,Gehuwd,Zelfstandig,Appartement,Intermediate,56,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Librarian, academic",Kaylee Coret-Coredo-Schrant,M,Marokkaans,Laag,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Parttime,Studio,Digibeet,79,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Development worker, international aid",Matthias Overeem,M,Indiaas,Laag,Alleenstaand,Links,VWO,Christelijk,Gehuwd,Fulltime,Appartement,Intermediate,23,Gemiddeld,Goed,Goed,Goed
Information officer,Senna Werdes,M,Italiaans,Hoog,Samenwonend,Midden,HBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Advanced,60,Gemiddeld,Goed,Slecht,Goed
Astronomer,Sylvie Beijring,M,Eritrees,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Parttime,Woonboot,Digibeet,99,Laag,Gemiddeld,Goed,Gemiddeld
"Designer, television/film set",Olaf Doyle,M,Nederlands,Laag,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Gescheiden,Parttime,Woonboot,Intermediate,72,Laag,Goed,Slecht,Goed
Broadcast engineer,Aron van der Horst,M,Chinees,Laag,Alleenstaand met kinderen,Rechts,HBO,Atheïstisch,Gescheiden,Fulltime,Twee-onder-een-kap,Advanced,35,Laag,Gemiddeld,Goed,Gemiddeld
Medical illustrator,Amira Oosterhek-de Gruson,F,Nederlands,Gemiddeld,Alleenstaand,Links,WO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Beginner,30,Laag,Gemiddeld,Gemiddeld,Goed
Clinical cytogeneticist,Nora le Luc,F,Somalisch,Hoog,Samenwonend met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,61,Gemiddeld,Slecht,Gemiddeld,Slecht
