job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Pharmacist, community",Ryan van Dam,M,Nederlands,Laag,Alleenstaand,Midden,HBO,Atheïstisch,Gehuwd,Parttime,Rijtjeshuis,Beginner,23,Laag,Slecht,Goed,Gemiddeld
Aeronautical engineer,Bente Beekman,M,Nederlands,Laag,Samenwonend met kinderen,Links,VMBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Advanced,49,Laag,Gemiddeld,Gemiddeld,Gemiddeld
English as a second language teacher,Nadine Klein-Merkx,F,Marokkaans,Laag,Samenwonend,Midden,VWO,Anders,Gehuwd,Werkloos,Rijtjeshuis,Beginner,34,Gemiddeld,Slecht,Gemiddeld,Goed
"Lecturer, higher education",Merel van der Klijn-François,F,Nederlands,Laag,Alleenstaand,Rechts,HAVO,Christelijk,Gehuwd,Student,Rijtjeshuis,Digibeet,44,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Agricultural engineer,Tessa Barents,M,Nederlands,Laag,Samenwonend,Links,HAVO,Atheïstisch,Gehuwd,Parttime,Rijtjeshuis,Expert,34,Gemiddeld,Slecht,Slecht,Slecht
Jewellery designer,Ilse Kathagen-van Wassenaar,M,Nederlands,Laag,Alleenstaand met kinderen,Rechts,WO,Christelijk,Ongehuwd,Werkloos,Appartement,Expert,74,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
"Engineer, maintenance (IT)",Cornelis Bouthoorn-van Susa,F,Nederlands,Hoog,Samenwonend met kinderen,Links,MBO,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,92,Hoog,Goed,Goed,Goed
Astronomer,Michelle Kramer,F,Syrisch,Laag,Alleenstaand,Midden,HAVO,Christelijk,Ongehuwd,Student,Appartement,Beginner,55,Laag,Slecht,Goed,Goed
Solicitor,Isabelle Maas,F,Nederlands,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Gehuwd,Student,Appartement,Beginner,21,Laag,Goed,Gemiddeld,Gemiddeld
Armed forces technical officer,Zoë van Evelingen,M,Eritrees,Laag,Samenwonend,Rechts,HAVO,Atheïstisch,Ongehuwd,Gepensioneerd,Appartement,Beginner,45,Laag,Goed,Goed,Gemiddeld
Administrator,Eline van de Veen,M,Nederlands,Laag,Samenwonend,Rechts,VMBO,Atheïstisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Advanced,46,Gemiddeld,Slecht,Goed,Gemiddeld
"Embryologist, clinical",Bibi van der Linden-Adryaens,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Islamitisch,Ongehuwd,Fulltime,Appartement,Beginner,72,Hoog,Gemiddeld,Gemiddeld,Goed
"Librarian, academic",Hamza Verheuvel,F,Duits,Laag,Alleenstaand,Rechts,VMBO,Christelijk,Gescheiden,Zelfstandig,Rijtjeshuis,Digibeet,48,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Community arts worker,Jordy van der Strigt,F,Duits,Laag,Alleenstaand,Links,MBO,Hindoeïstisch,Gehuwd,Parttime,Appartement,Intermediate,38,Hoog,Goed,Slecht,Goed
Garment/textile technologist,Yfke Sam,F,Nederlands,Laag,Alleenstaand met kinderen,Links,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,38,Laag,Goed,Gemiddeld,Gemiddeld
Electronics engineer,Joshua Hollander,F,Afghaans,Gemiddeld,Samenwonend,Midden,WO,Christelijk,Gehuwd,Fulltime,Appartement,Intermediate,86,Hoog,Slecht,Goed,Slecht
"Nurse, children's",Mila van Luin,F,Irakees,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Christelijk,Gescheiden,Zelfstandig,Rijtjeshuis,Beginner,43,Gemiddeld,Slecht,Goed,Goed
Pension scheme manager,Yinthe Brouwer,F,Nederlands,Laag,Alleenstaand,Rechts,WO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Advanced,68,Laag,Goed,Slecht,Goed
"Administrator, local government",Mohamed Tamsma,M,Turks,Hoog,Samenwonend,Midden,HBO,Christelijk,Gehuwd,Gepensioneerd,Appartement,Beginner,60,Hoog,Goed,Slecht,Gemiddeld
Exercise physiologist,Daniël van der Wal,F,Nederlands,Gemiddeld,Alleenstaand met kinderen,Rechts,HAVO,Joods,Gescheiden,Parttime,Twee-onder-een-kap,Intermediate,85,Gemiddeld,Goed,Goed,Slecht
Dispensing optician,Esmee Mathieu,M,Afghaans,Laag,Samenwonend,Rechts,VMBO,Islamitisch,Ongehuwd,Parttime,Appartement,Intermediate,42,Laag,Gemiddeld,Goed,Gemiddeld
