job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Actuary,Levi Vallenduuk,F,Roemeens,Hoog,Samenwonend,Links,HAVO,Anders,Ongehuwd,Parttime,Vrijstaand,Intermediate,25,Hoog,Gemiddeld,Goed,Goed
"Exhibitions officer, museum/gallery",Bryan Michiels,M,Nederlands,Hoog,Alleenstaand,Midden,Basisonderwijs,Islamitisch,Gehuwd,Parttime,Rijtjeshuis,Intermediate,99,Laag,Gemiddeld,Goed,Goed
"Programme researcher, broadcasting/film/video",Senna Salet,F,Spaans,Gemiddeld,Alleenstaand,Links,VWO,Atheïstisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Advanced,85,Laag,Slecht,Goed,Gemiddeld
Rural practice surveyor,Fabiënne Nijman-Post,M,Pools,Laag,Samenwonend met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Digibeet,67,Laag,Goed,Gemiddeld,Gemiddeld
"Geologist, wellsite",Evy Mijsberg,M,Bulgaars,Gemiddeld,Samenwonend,Links,Basisonderwijs,Christelijk,Gehuwd,Zelfstandig,Appartement,Beginner,80,Laag,Slecht,Gemiddeld,Gemiddeld
TEFL teacher,Noah Beernink,F,Syrisch,Gemiddeld,Alleenstaand,Links,Basisonderwijs,Atheïstisch,Ongehuwd,Parttime,Rijtjeshuis,Expert,87,Laag,Slecht,Gemiddeld,Gemiddeld
Chief Strategy Officer,Maja de Werd,M,Turks,Gemiddeld,Samenwonend,Links,WO,Christelijk,Gescheiden,Parttime,Vrijstaand,Digibeet,88,Hoog,Goed,Gemiddeld,Gemiddeld
"Education officer, community",Jesper van Arkel-van Goerle,F,Turks,Laag,Samenwonend,Midden,VMBO,Islamitisch,Gescheiden,Werkloos,Rijtjeshuis,Advanced,78,Laag,Gemiddeld,Slecht,Slecht
Plant breeder/geneticist,Ayden Mater,M,Irakees,Gemiddeld,Samenwonend met kinderen,Rechts,HAVO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Beginner,28,Hoog,Goed,Goed,Gemiddeld
Special educational needs teacher,Louise Hagendoorn,F,Portugees,Hoog,Alleenstaand met kinderen,Midden,HAVO,Hindoeïstisch,Ongehuwd,Parttime,Appartement,Expert,60,Gemiddeld,Gemiddeld,Slecht,Goed
Market researcher,Arie van Hoevel en van Zwindrecht,F,Chinees,Laag,Alleenstaand,Rechts,HBO,Christelijk,Ongehuwd,Fulltime,Woonboot,Digibeet,51,Laag,Slecht,Goed,Gemiddeld
"Scientist, product/process development",Amir Kas,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,HAVO,Hindoeïstisch,Ongehuwd,Fulltime,Woonboot,Beginner,90,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Engineer, automotive",Evelien Jans,F,Nederlands,Laag,Alleenstaand met kinderen,Links,VMBO,Anders,Gehuwd,Parttime,Rijtjeshuis,Beginner,66,Laag,Goed,Gemiddeld,Slecht
Tax adviser,Daniel van Geest,F,Pools,Hoog,Samenwonend met kinderen,Links,VWO,Hindoeïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,40,Laag,Gemiddeld,Goed,Slecht
Training and development officer,Lex Maas,F,Nederlands,Laag,Samenwonend,Links,VMBO,Joods,Ongehuwd,Fulltime,Studio,Intermediate,34,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Ecologist,Rik de Koning,F,Syrisch,Laag,Samenwonend,Rechts,MBO,Anders,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,84,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Transport planner,Eva Veltman,M,Somalisch,Laag,Alleenstaand met kinderen,Links,WO,Christelijk,Gehuwd,Parttime,Studio,Beginner,42,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Applications developer,Jayson Walsteijn,M,Nederlands,Hoog,Alleenstaand,Links,HAVO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,33,Hoog,Gemiddeld,Gemiddeld,Goed
"Surveyor, minerals",Dylan van Dongen,F,Duits,Hoog,Samenwonend met kinderen,Midden,HBO,Christelijk,Gescheiden,Fulltime,Twee-onder-een-kap,Intermediate,90,Laag,Gemiddeld,Slecht,Slecht
Broadcast presenter,Zoë van Embden,F,Marokkaans,Gemiddeld,Alleenstaand met kinderen,Midden,MBO,Atheïstisch,Weduwe/Weduwnaar,Gepensioneerd,Rijtjeshuis,Intermediate,54,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Advertising art director,Josephine Schwartsbach,M,Turks,Hoog,Alleenstaand met kinderen,Rechts,Basisonderwijs,Islamitisch,Weduwe/Weduwnaar,Fulltime,Vrijstaand,Intermediate,72,Laag,Slecht,Gemiddeld,Slecht
Conference centre manager,Morris Jorrisen,M,Afghaans,Gemiddeld,Samenwonend,Links,VMBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,60,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Chief Operating Officer,Kayleigh Ketel,F,Marokkaans,Laag,Samenwonend,Midden,MBO,Atheïstisch,Ongehuwd,Zelfstandig,Vrijstaand,Intermediate,68,Laag,Gemiddeld,Gemiddeld,Goed
Insurance claims handler,Kick van Waas,M,Roemeens,Hoog,Samenwonend,Rechts,HBO,Islamitisch,Gescheiden,Zelfstandig,Appartement,Intermediate,26,Laag,Gemiddeld,Slecht,Gemiddeld
Museum/gallery curator,Merijn Lamotte,M,Nederlands,Laag,Alleenstaand,Midden,VMBO,Atheïstisch,Gehuwd,Parttime,Rijtjeshuis,Intermediate,55,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Learning mentor,Ryan Michiels,M,Turks,Laag,Alleenstaand met kinderen,Links,MBO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Expert,63,Hoog,Goed,Goed,Goed
Drilling engineer,Abel Zwijsen,M,Chinees,Hoog,Samenwonend met kinderen,Midden,Basisonderwijs,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,63,Hoog,Slecht,Goed,Goed
Chief Technology Officer,Vigo de Groot,M,Nederlands,Laag,Alleenstaand met kinderen,Midden,VMBO,Islamitisch,Ongehuwd,Fulltime,Studio,Expert,35,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Hydrogeologist,Tess Verhoeven,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,HAVO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,56,Laag,Gemiddeld,Gemiddeld,Goed
"Surveyor, insurance",Evi Pierson,F,Pools,Gemiddeld,Alleenstaand,Midden,HBO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Beginner,33,Laag,Goed,Gemiddeld,Gemiddeld
