job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Fitness centre manager,Ravi Boddaugh-Blaak,M,Surinaams,Laag,Samenwonend,Midden,MBO,Boeddhistisch,Gehuwd,Fulltime,Appartement,Intermediate,50,Laag,Gemiddeld,Gemiddeld,Goed
Forest/woodland manager,Ilse Sas,F,Irakees,Gemiddeld,Alleenstaand,Links,VMBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,92,Laag,Goed,Gemiddeld,Gemiddeld
Petroleum engineer,Olaf van Formbach-Adryaens,M,Pools,Hoog,Samenwonend,Links,Basisonderwijs,Anders,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,26,Laag,Gemiddeld,Goed,Gemiddeld
Management consultant,Kian van Luin-Mulder,F,Nederlands,Laag,Alleenstaand,Rechts,VWO,Islamitisch,Gescheiden,Parttime,Rijtjeshuis,Beginner,22,Gemiddeld,Slecht,Goed,Gemiddeld
Radio broadcast assistant,Thomas Everts,M,Indonesisch,Hoog,Samenwonend,Links,MBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Beginner,20,Laag,Goed,Slecht,Gemiddeld
Chiropractor,Arie Adriaense,M,Spaans,Laag,Alleenstaand,Rechts,VMBO,Atheïstisch,Ongehuwd,Parttime,Appartement,Advanced,66,Laag,Slecht,Goed,Gemiddeld
"Scientist, research (physical sciences)",Fien Hermans,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Atheïstisch,Ongehuwd,Parttime,Rijtjeshuis,Beginner,31,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Location manager,Mark Hermans-van Arnsberg,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,VWO,Atheïstisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,59,Laag,Gemiddeld,Slecht,Slecht
Records manager,Jacob Lamore,M,Chinees,Gemiddeld,Samenwonend met kinderen,Rechts,HBO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Beginner,88,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Architect,Ben van der Heiden,M,Nederlands,Laag,Samenwonend met kinderen,Midden,MBO,Anders,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,23,Laag,Goed,Gemiddeld,Gemiddeld
Operations geologist,Sofie Konings,F,Nederlands,Gemiddeld,Alleenstaand,Midden,HBO,Christelijk,Ongehuwd,Werkloos,Vrijstaand,Advanced,37,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Metallurgist,Dave Uphaus,M,Nederlands,Laag,Samenwonend,Links,VMBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,74,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Designer, ceramics/pottery",Sarah Visser,M,Indonesisch,Laag,Samenwonend,Rechts,WO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Beginner,41,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Building surveyor,Job Henric van den Nuwenhuse-Bekbergen,M,Italiaans,Hoog,Samenwonend met kinderen,Links,HAVO,Anders,Ongehuwd,Zelfstandig,Rijtjeshuis,Digibeet,78,Gemiddeld,Goed,Slecht,Slecht
Sports therapist,Victoria Zwart,F,Nederlands,Hoog,Samenwonend met kinderen,Midden,VWO,Islamitisch,Ongehuwd,Parttime,Rijtjeshuis,Beginner,61,Hoog,Gemiddeld,Goed,Slecht
"Physicist, medical",Hamza van Spreeuwel,F,Nederlands,Gemiddeld,Alleenstaand,Midden,HAVO,Christelijk,Weduwe/Weduwnaar,Fulltime,Appartement,Advanced,57,Laag,Slecht,Gemiddeld,Gemiddeld
Occupational hygienist,Aaron Peronne-Karels,F,Marokkaans,Laag,Samenwonend,Rechts,HAVO,Atheïstisch,Gescheiden,Parttime,Appartement,Intermediate,57,Laag,Goed,Slecht,Gemiddeld
