job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Interpreter,Xavi Wouters,F,Surinaams,Gemiddeld,Alleenstaand met kinderen,Rechts,HAVO,Atheïstisch,Gehuwd,Zelfstandig,Appartement,Beginner,75,Hoog,Gemiddeld,Slecht,Gemiddeld
International aid/development worker,Sami Haring,M,Bulgaars,Gemiddeld,Samenwonend met kinderen,Links,MBO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Beginner,31,Laag,Goed,Slecht,Gemiddeld
Tour manager,Nathan Matthews,M,Nederlands,Laag,Alleenstaand,Links,MBO,Hindoeïstisch,Weduwe/Weduwnaar,Parttime,Woonboot,Intermediate,65,Laag,Goed,Gemiddeld,Gemiddeld
Mining engineer,Vera Hermans-Rutten,F,Duits,Laag,Samenwonend met kinderen,Links,HBO,Christelijk,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Advanced,26,Laag,Goed,Goed,Slecht
"Production assistant, television",Dana Spier,F,Surinaams,Hoog,Samenwonend met kinderen,Rechts,VMBO,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Intermediate,41,Gemiddeld,Goed,Gemiddeld,Goed
"Conservator, furniture",Emma Coenen,M,Surinaams,Hoog,Alleenstaand,Rechts,HAVO,Islamitisch,Ongehuwd,Werkloos,Rijtjeshuis,Beginner,27,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Senior tax professional/tax inspector,Nout Scheffers,F,Nederlands,Laag,Samenwonend,Links,WO,Islamitisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,71,Laag,Gemiddeld,Goed,Slecht
Chief Technology Officer,Nova Post,F,Chinees,Hoog,Samenwonend met kinderen,Midden,VWO,Hindoeïstisch,Gehuwd,Werkloos,Vrijstaand,Advanced,48,Hoog,Goed,Gemiddeld,Gemiddeld
Insurance account manager,Mees Vandenbergh,M,Nederlands,Laag,Samenwonend met kinderen,Links,VMBO,Joods,Ongehuwd,Parttime,Twee-onder-een-kap,Digibeet,54,Laag,Goed,Gemiddeld,Gemiddeld
"Geneticist, molecular",Noortje Nieuwstraten,F,Chinees,Gemiddeld,Samenwonend,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,52,Laag,Gemiddeld,Gemiddeld,Goed
Gaffer,Yara Nollee-Knoers,F,Duits,Laag,Samenwonend met kinderen,Midden,VMBO,Boeddhistisch,Gescheiden,Student,Appartement,Beginner,67,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Insurance account manager,Lot Kalman,F,Marokkaans,Laag,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Beginner,81,Gemiddeld,Gemiddeld,Gemiddeld,Goed
"Exhibitions officer, museum/gallery",Alyssa van Wessex,M,Portugees,Gemiddeld,Samenwonend met kinderen,Rechts,VWO,Islamitisch,Gehuwd,Parttime,Twee-onder-een-kap,Intermediate,81,Hoog,Gemiddeld,Goed,Goed
"Editor, film/video",Gijs Keijzer,M,Somalisch,Hoog,Alleenstaand,Rechts,MBO,Boeddhistisch,Gehuwd,Fulltime,Appartement,Intermediate,96,Gemiddeld,Goed,Slecht,Slecht
Chartered public finance accountant,Lauren Otto,F,Chinees,Hoog,Samenwonend,Links,MBO,Christelijk,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Intermediate,41,Laag,Goed,Gemiddeld,Goed
"Sound technician, broadcasting/film/video",Kaylee Noordijk-Weyland,M,Surinaams,Gemiddeld,Alleenstaand,Links,Basisonderwijs,Joods,Ongehuwd,Student,Studio,Advanced,36,Laag,Goed,Goed,Gemiddeld
Clinical molecular geneticist,Nienke Schilt,F,Duits,Gemiddeld,Alleenstaand,Links,Basisonderwijs,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Digibeet,74,Hoog,Goed,Slecht,Goed
"Engineer, site",Stefan van der Pol-Klomp Jan,F,Surinaams,Laag,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Werkloos,Appartement,Intermediate,81,Hoog,Gemiddeld,Goed,Gemiddeld
Control and instrumentation engineer,Jayson Merckx-Kosten,M,Nederlands,Hoog,Alleenstaand,Midden,VMBO,Christelijk,Gehuwd,Gepensioneerd,Appartement,Advanced,50,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
Insurance account manager,Jacob Broekhoven,M,Bulgaars,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,78,Gemiddeld,Goed,Gemiddeld,Slecht
"Therapist, music",Silke Rubben,F,Duits,Laag,Samenwonend,Rechts,HAVO,Christelijk,Gescheiden,Fulltime,Appartement,Intermediate,20,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Control and instrumentation engineer,Muhammed Elbertse,F,Pools,Laag,Alleenstaand,Rechts,HAVO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,71,Laag,Slecht,Slecht,Gemiddeld
Research scientist (maths),Lize Robbrechts Bruijne,M,Syrisch,Laag,Samenwonend,Links,MBO,Atheïstisch,Gescheiden,Gepensioneerd,Vrijstaand,Intermediate,51,Laag,Gemiddeld,Goed,Goed
Chief Strategy Officer,Suze Lambregt,M,Nederlands,Laag,Samenwonend met kinderen,Links,WO,Anders,Ongehuwd,Student,Rijtjeshuis,Expert,33,Hoog,Gemiddeld,Gemiddeld,Slecht
"Scientist, research (physical sciences)",Willem Mater,F,Antilliaans,Hoog,Samenwonend,Rechts,VMBO,Boeddhistisch,Ongehuwd,Fulltime,Vrijstaand,Expert,65,Laag,Slecht,Gemiddeld,Goed
Curator,Fien de Jager,F,Nederlands,Hoog,Samenwonend,Rechts,MBO,Anders,Gescheiden,Fulltime,Woonboot,Intermediate,39,Laag,Gemiddeld,Gemiddeld,Gemiddeld
