job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Automotive engineer,Nout Smits,F,Indiaas,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,92,Laag,Slecht,Gemiddeld,Gemiddeld
Barista,Linde van der Sloot-van Nimwegen,M,Nederlands,Laag,Samenwonend,Links,HBO,Christelijk,Weduwe/Weduwnaar,Gepensioneerd,Studio,Expert,57,Laag,Goed,Gemiddeld,Slecht
TEFL teacher,Lana Melet,F,Nederlands,Hoog,Alleenstaand met kinderen,Links,VMBO,Islamitisch,Weduwe/Weduwnaar,Werkloos,Rijtjeshuis,Beginner,40,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Teaching laboratory technician,Mirte Soos-Tammerijn,F,Nederlands,Laag,Alleenstaand,Links,VWO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,62,Laag,Gemiddeld,Slecht,Gemiddeld
Estate manager/land agent,Sam Huel,M,Antilliaans,Hoog,Alleenstaand met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Werkloos,Appartement,Beginner,51,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Chief Strategy Officer,Benjamin Martens,F,Marokkaans,Laag,Samenwonend met kinderen,Rechts,Basisonderwijs,Christelijk,Gehuwd,Zelfstandig,Vrijstaand,Expert,34,Gemiddeld,Goed,Slecht,Gemiddeld
Housing manager/officer,Lina Dekker,F,Nederlands,Hoog,Samenwonend met kinderen,Midden,VMBO,Christelijk,Gescheiden,Student,Rijtjeshuis,Advanced,50,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Hospital doctor,Kyara van 't Houteveen,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,HAVO,Joods,Gehuwd,Werkloos,Vrijstaand,Expert,52,Gemiddeld,Goed,Slecht,Slecht
Adult nurse,Joris Hak,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,MBO,Boeddhistisch,Gehuwd,Werkloos,Appartement,Intermediate,92,Gemiddeld,Goed,Goed,Gemiddeld
"Therapist, occupational",Ayoub Strijker,M,Antilliaans,Laag,Alleenstaand,Rechts,VMBO,Islamitisch,Ongehuwd,Werkloos,Appartement,Beginner,67,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Occupational therapist,Fatima de Hoogh,F,Roemeens,Hoog,Alleenstaand,Links,VWO,Atheïstisch,Ongehuwd,Werkloos,Twee-onder-een-kap,Beginner,37,Laag,Goed,Goed,Slecht
Actuary,Isabel van der Leek,M,Eritrees,Laag,Samenwonend met kinderen,Rechts,HBO,Christelijk,Gescheiden,Fulltime,Studio,Digibeet,66,Hoog,Gemiddeld,Goed,Gemiddeld
