job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Systems analyst,Isabella Kuijpers,F,Nederlands,Hoog,Samenwonend,Links,MBO,Islamitisch,Gescheiden,Zelfstandig,Rijtjeshuis,Intermediate,22,Gemiddeld,Goed,Goed,Goed
Medical technical officer,Sophie Jacobi,M,Chinees,Laag,Alleenstaand met kinderen,Rechts,VMBO,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Intermediate,49,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Politician's assistant,Liam Freshour,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,VWO,Atheïstisch,Gescheiden,Fulltime,Vrijstaand,Expert,18,Gemiddeld,Gemiddeld,Goed,Goed
Transport planner,Lukas Maas,M,Chinees,Laag,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,21,Gemiddeld,Slecht,Goed,Goed
Bonds trader,Mart Schulten,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,VWO,Atheïstisch,Gescheiden,Fulltime,Vrijstaand,Beginner,59,Laag,Slecht,Goed,Goed
"Therapist, art",Gijs Wendt,M,Somalisch,Laag,Samenwonend,Midden,MBO,Christelijk,Ongehuwd,Parttime,Appartement,Digibeet,48,Hoog,Gemiddeld,Goed,Gemiddeld
Information systems manager,Keano Kathagen,M,Afghaans,Hoog,Samenwonend met kinderen,Links,Basisonderwijs,Christelijk,Gescheiden,Zelfstandig,Appartement,Beginner,24,Gemiddeld,Slecht,Goed,Gemiddeld
Engineering geologist,Sjoerd Jacobs-Koster,F,Duits,Gemiddeld,Alleenstaand,Midden,MBO,Atheïstisch,Ongehuwd,Parttime,Appartement,Intermediate,31,Gemiddeld,Goed,Slecht,Goed
Scientific laboratory technician,Julian Perkins,F,Indonesisch,Laag,Alleenstaand,Links,HBO,Boeddhistisch,Ongehuwd,Werkloos,Rijtjeshuis,Advanced,59,Hoog,Gemiddeld,Slecht,Goed
Forensic scientist,Hendrik Hondeveld,M,Indiaas,Gemiddeld,Samenwonend met kinderen,Rechts,VMBO,Atheïstisch,Ongehuwd,Gepensioneerd,Studio,Beginner,88,Laag,Gemiddeld,Slecht,Gemiddeld
Water engineer,Victor Martel,F,Somalisch,Laag,Alleenstaand met kinderen,Links,MBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,46,Laag,Gemiddeld,Goed,Gemiddeld
Conference centre manager,Dylano Stoffelsz,F,Nederlands,Laag,Alleenstaand,Midden,VWO,Islamitisch,Ongehuwd,Parttime,Appartement,Beginner,60,Laag,Goed,Goed,Slecht
Futures trader,Liv van den Assem-Nollee,F,Eritrees,Laag,Samenwonend met kinderen,Links,MBO,Islamitisch,Gehuwd,Zelfstandig,Rijtjeshuis,Advanced,20,Laag,Gemiddeld,Goed,Goed
Patent examiner,Norah Mathieu-Jacobs,M,Syrisch,Laag,Alleenstaand met kinderen,Links,HAVO,Islamitisch,Ongehuwd,Werkloos,Vrijstaand,Beginner,53,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Conservator, furniture",Noa Rehorst,M,Marokkaans,Gemiddeld,Alleenstaand,Midden,MBO,Joods,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,77,Laag,Goed,Gemiddeld,Goed
Research scientist (life sciences),Daniel van der Laarse,M,Nederlands,Gemiddeld,Samenwonend,Links,MBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,30,Laag,Goed,Goed,Goed
Building surveyor,Stella Lind,F,Nederlands,Laag,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Parttime,Twee-onder-een-kap,Expert,48,Hoog,Slecht,Goed,Gemiddeld
"Therapist, nutritional",Jim Cant-van Amstel,F,Indiaas,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Beginner,37,Hoog,Gemiddeld,Goed,Goed
"Pharmacist, community",Yfke Jans-Smit,F,Irakees,Laag,Samenwonend,Links,HAVO,Atheïstisch,Ongehuwd,Fulltime,Studio,Digibeet,89,Laag,Gemiddeld,Goed,Goed
"Therapist, sports",Arthur van de Water,M,Portugees,Gemiddeld,Samenwonend met kinderen,Rechts,VMBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,43,Gemiddeld,Goed,Gemiddeld,Goed
Learning disability nurse,Ninthe Drysdale,M,Surinaams,Gemiddeld,Alleenstaand met kinderen,Midden,WO,Christelijk,Ongehuwd,Werkloos,Appartement,Intermediate,72,Laag,Goed,Gemiddeld,Goed
Illustrator,Koen Everde,F,Duits,Gemiddeld,Alleenstaand,Midden,MBO,Islamitisch,Gescheiden,Parttime,Rijtjeshuis,Intermediate,22,Gemiddeld,Slecht,Goed,Gemiddeld
Early years teacher,Timo Jansdr,M,Nederlands,Laag,Alleenstaand met kinderen,Rechts,MBO,Anders,Gehuwd,Parttime,Rijtjeshuis,Beginner,80,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Biomedical scientist,Victor van Lucel,F,Indonesisch,Gemiddeld,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Weduwe/Weduwnaar,Fulltime,Appartement,Expert,39,Hoog,Slecht,Goed,Gemiddeld
"Engineer, technical sales",Wesley de Gruijl,F,Nederlands,Gemiddeld,Samenwonend,Links,VWO,Christelijk,Weduwe/Weduwnaar,Student,Rijtjeshuis,Intermediate,75,Laag,Slecht,Goed,Gemiddeld
"Production designer, theatre/television/film",Adriana van de Ven,F,Indiaas,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Anders,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,95,Laag,Gemiddeld,Gemiddeld,Goed
Outdoor activities/education manager,Raf Pieters,F,Surinaams,Laag,Samenwonend,Rechts,MBO,Christelijk,Weduwe/Weduwnaar,Student,Appartement,Intermediate,92,Laag,Goed,Slecht,Gemiddeld
Merchant navy officer,Berat Jonkman,M,Nederlands,Hoog,Samenwonend,Midden,MBO,Hindoeïstisch,Gehuwd,Werkloos,Rijtjeshuis,Advanced,64,Hoog,Goed,Goed,Gemiddeld
IT consultant,Noortje Aarden,F,Marokkaans,Hoog,Samenwonend,Rechts,Basisonderwijs,Islamitisch,Ongehuwd,Werkloos,Rijtjeshuis,Digibeet,54,Laag,Goed,Gemiddeld,Gemiddeld
Diagnostic radiographer,Emily Tamsma,F,Turks,Laag,Samenwonend met kinderen,Rechts,VMBO,Joods,Gehuwd,Fulltime,Rijtjeshuis,Digibeet,93,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Therapist, occupational",Jennifer van Bovenen,F,Portugees,Hoog,Alleenstaand,Midden,VWO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,90,Laag,Goed,Slecht,Gemiddeld
Computer games developer,Maarten Evers-Roose,M,Chinees,Gemiddeld,Alleenstaand,Links,MBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,84,Laag,Goed,Gemiddeld,Slecht
Engineering geologist,Benjamin Roosenboom,F,Duits,Hoog,Alleenstaand,Links,VMBO,Atheïstisch,Ongehuwd,Fulltime,Studio,Digibeet,44,Laag,Gemiddeld,Goed,Slecht
