job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Veterinary surgeon,Imran de Bont-de Strigter,F,Bulgaars,Laag,Alleenstaand met kinderen,Midden,WO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Beginner,85,Laag,Gemiddeld,Gemiddeld,Goed
"Education officer, museum",Puck van der Pouw-Adriaense,M,Irakees,Laag,Alleenstaand met kinderen,Midden,Basisonderwijs,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,24,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Patent examiner,Youssef Koster,F,Nederlands,Laag,Samenwonend,Midden,HAVO,Christelijk,Gescheiden,Parttime,Appartement,Beginner,43,Laag,Goed,Goed,Gemiddeld
Mental health nurse,Mia van Es,M,Indiaas,Laag,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,63,Laag,Goed,Slecht,Gemiddeld
Health physicist,Rens Ellis,F,Surinaams,Laag,Samenwonend,Rechts,VWO,Christelijk,Ongehuwd,Gepensioneerd,Appartement,Intermediate,70,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Dentist,Ryan Sestig-Wolters,F,Somalisch,Laag,Alleenstaand,Midden,MBO,Islamitisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Beginner,23,Hoog,Gemiddeld,Slecht,Goed
Science writer,Guusje Adriaense,M,Portugees,Laag,Alleenstaand,Links,MBO,Islamitisch,Gescheiden,Fulltime,Appartement,Expert,95,Laag,Goed,Goed,Goed
"Geologist, engineering",Joris Janssen-Grondel,M,Chinees,Laag,Alleenstaand met kinderen,Links,HAVO,Anders,Ongehuwd,Fulltime,Appartement,Digibeet,47,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Travel agency manager,Demi Willems van Lier-Muijs,F,Indiaas,Laag,Samenwonend,Midden,VMBO,Atheïstisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Beginner,78,Laag,Gemiddeld,Slecht,Goed
Animal nutritionist,Senna Horrocks-van Gemert,M,Nederlands,Laag,Samenwonend met kinderen,Links,MBO,Islamitisch,Ongehuwd,Fulltime,Vrijstaand,Expert,62,Gemiddeld,Goed,Slecht,Slecht
Telecommunications researcher,Rowan Pons-van der Smeede,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,WO,Islamitisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,32,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Magazine features editor,Jelle Elsemulder-Frankhuizen,F,Turks,Gemiddeld,Alleenstaand met kinderen,Rechts,MBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Digibeet,52,Gemiddeld,Gemiddeld,Goed,Goed
"Psychologist, counselling",Boris van der Brink,M,Spaans,Hoog,Samenwonend,Links,VWO,Atheïstisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,21,Laag,Goed,Slecht,Slecht
Recycling officer,Collin Kloppert-Kleibrink,M,Chinees,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,56,Gemiddeld,Goed,Slecht,Goed
