job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Psychologist, sport and exercise",Linde van Bruchem,M,Afghaans,Laag,Samenwonend met kinderen,Midden,HAVO,Islamitisch,Gehuwd,Werkloos,Appartement,Beginner,76,Laag,Goed,Gemiddeld,Gemiddeld
Personnel officer,Abel Mudden,F,Nederlands,Laag,Samenwonend met kinderen,Links,HAVO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,38,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Theme park manager,Daniel Sitters-Pierson,F,Pools,Hoog,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Gehuwd,Fulltime,Twee-onder-een-kap,Digibeet,93,Laag,Slecht,Gemiddeld,Gemiddeld
Database administrator,Johanna Wipstrik,F,Marokkaans,Hoog,Alleenstaand met kinderen,Midden,MBO,Hindoeïstisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Digibeet,39,Gemiddeld,Gemiddeld,Slecht,Goed
Amenity horticulturist,Ben Marchand,M,Pools,Gemiddeld,Alleenstaand,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,49,Hoog,Gemiddeld,Gemiddeld,Goed
"Journalist, broadcasting",Finn Friehus,M,Marokkaans,Laag,Alleenstaand,Links,VMBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Beginner,51,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Diagnostic radiographer,Willem Corstiaens-Matthews,M,Pools,Laag,Alleenstaand,Links,VMBO,Islamitisch,Gehuwd,Fulltime,Appartement,Advanced,80,Laag,Gemiddeld,Slecht,Gemiddeld
"Nurse, children's",Jente van Rooij,M,Somalisch,Gemiddeld,Alleenstaand,Midden,VMBO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Intermediate,54,Laag,Gemiddeld,Slecht,Gemiddeld
"Psychotherapist, dance movement",Frederique Buijs,M,Nederlands,Gemiddeld,Alleenstaand,Midden,VMBO,Joods,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,98,Gemiddeld,Gemiddeld,Goed,Goed
"Teacher, adult education",Sam Recer-Hemma van Allemanië,M,Duits,Laag,Alleenstaand met kinderen,Links,VMBO,Islamitisch,Gehuwd,Fulltime,Rijtjeshuis,Beginner,95,Laag,Gemiddeld,Goed,Gemiddeld
"Conservation officer, historic buildings",Quinten Waltrade Walderade,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,51,Gemiddeld,Goed,Goed,Gemiddeld
Data processing manager,Tristan Dircken,M,Indonesisch,Gemiddeld,Samenwonend met kinderen,Rechts,Basisonderwijs,Boeddhistisch,Gehuwd,Fulltime,Rijtjeshuis,Beginner,52,Gemiddeld,Gemiddeld,Slecht,Slecht
Film/video editor,Raf Luitgardis van Neustrië,M,Marokkaans,Gemiddeld,Samenwonend,Rechts,VMBO,Anders,Ongehuwd,Zelfstandig,Twee-onder-een-kap,Intermediate,68,Laag,Slecht,Gemiddeld,Goed
Chartered accountant,Pieter Beernink,F,Antilliaans,Hoog,Samenwonend,Rechts,HBO,Islamitisch,Ongehuwd,Gepensioneerd,Vrijstaand,Expert,45,Laag,Gemiddeld,Goed,Goed
"Designer, furniture",Isabel Bos,M,Surinaams,Laag,Samenwonend met kinderen,Midden,WO,Christelijk,Gescheiden,Gepensioneerd,Appartement,Intermediate,95,Laag,Goed,Goed,Gemiddeld
Medical laboratory scientific officer,Dave Lelijveld,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Joods,Gehuwd,Parttime,Rijtjeshuis,Digibeet,39,Hoog,Slecht,Goed,Slecht
Osteopath,Ravi Zevenboom,M,Nederlands,Laag,Samenwonend met kinderen,Midden,HBO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Beginner,77,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Engineer, site",Jacob van de Leemput,F,Portugees,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Parttime,Woonboot,Intermediate,73,Gemiddeld,Slecht,Goed,Gemiddeld
Interpreter,Vince den Buytelaar,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Beginner,74,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
Paramedic,Nienke Heere,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,HBO,Islamitisch,Gescheiden,Student,Twee-onder-een-kap,Intermediate,83,Gemiddeld,Goed,Gemiddeld,Slecht
Chief of Staff,Marijn Zwijsen,F,Chinees,Gemiddeld,Alleenstaand,Midden,HAVO,Atheïstisch,Ongehuwd,Gepensioneerd,Vrijstaand,Expert,65,Hoog,Goed,Gemiddeld,Slecht
Energy engineer,Amber van der Veen,M,Nederlands,Laag,Alleenstaand,Midden,MBO,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,65,Hoog,Gemiddeld,Gemiddeld,Goed
