job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Secondary school teacher,Bilal van Laarhoven-den Haag,M,Indiaas,Laag,Samenwonend met kinderen,Rechts,WO,Christelijk,Gehuwd,Werkloos,Rijtjeshuis,Digibeet,92,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Scientist, forensic",Bjorn Huijben,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Anders,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,45,Gemiddeld,Slecht,Slecht,Gemiddeld
Insurance risk surveyor,Mads van Cuijck,M,Nederlands,Laag,Samenwonend met kinderen,Midden,WO,Christelijk,Ongehuwd,Parttime,Appartement,Beginner,91,Gemiddeld,Slecht,Slecht,Gemiddeld
General practice doctor,Noa Haring,F,Marokkaans,Laag,Alleenstaand met kinderen,Rechts,HBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,93,Hoog,Gemiddeld,Gemiddeld,Slecht
Arboriculturist,Teun Soos-Aarts,F,Nederlands,Laag,Samenwonend,Rechts,HBO,Joods,Gehuwd,Parttime,Appartement,Intermediate,51,Laag,Gemiddeld,Slecht,Gemiddeld
"Embryologist, clinical",Jade van Dongen,F,Syrisch,Laag,Samenwonend met kinderen,Midden,HBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Expert,26,Laag,Slecht,Gemiddeld,Slecht
"Psychologist, sport and exercise",Valentijn Bresse,M,Nederlands,Laag,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,26,Hoog,Goed,Gemiddeld,Gemiddeld
Colour technologist,Victoria Visser-van den Eijssel,F,Syrisch,Laag,Samenwonend,Rechts,VMBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Beginner,83,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Medical technical officer,Bart Kuipers,F,Turks,Gemiddeld,Samenwonend,Midden,VMBO,Christelijk,Ongehuwd,Student,Appartement,Beginner,27,Hoog,Goed,Slecht,Goed
Licensed conveyancer,Norah Barents-Kuijpers,M,Nederlands,Laag,Alleenstaand met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,89,Gemiddeld,Slecht,Goed,Goed
Actor,Silke van Dam-van der Linden,F,Spaans,Laag,Samenwonend met kinderen,Rechts,HBO,Islamitisch,Gescheiden,Parttime,Rijtjeshuis,Beginner,56,Hoog,Goed,Goed,Goed
Theme park manager,Willem de Jager,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,HBO,Anders,Gescheiden,Fulltime,Twee-onder-een-kap,Intermediate,87,Laag,Goed,Gemiddeld,Goed
Location manager,Hidde van Voorhout-Vergeer,F,Roemeens,Hoog,Samenwonend met kinderen,Rechts,HAVO,Anders,Gehuwd,Zelfstandig,Studio,Intermediate,32,Laag,Goed,Gemiddeld,Gemiddeld
Volunteer coordinator,Bastiaan Robbrechts Bruijne,M,Turks,Laag,Samenwonend,Rechts,VWO,Anders,Ongehuwd,Gepensioneerd,Vrijstaand,Digibeet,60,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
Physiotherapist,Robin Jacobs,M,Nederlands,Hoog,Samenwonend,Links,WO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Advanced,20,Laag,Gemiddeld,Goed,Gemiddeld
Astronomer,Ayden Pierson-Martel,F,Duits,Laag,Samenwonend met kinderen,Rechts,MBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,49,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Psychotherapist, dance movement",Lize Friehus-le Gallen,M,Marokkaans,Gemiddeld,Samenwonend met kinderen,Links,MBO,Islamitisch,Gescheiden,Zelfstandig,Appartement,Beginner,68,Laag,Goed,Slecht,Goed
Visual merchandiser,Inaya van Hulten-Evers,M,Marokkaans,Gemiddeld,Alleenstaand met kinderen,Rechts,VMBO,Boeddhistisch,Gehuwd,Fulltime,Twee-onder-een-kap,Expert,28,Gemiddeld,Slecht,Slecht,Gemiddeld
