job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Copy,Suze van den Nyeuwenhuysen,M,Duits,Laag,Samenwonend met kinderen,Links,MBO,Boeddhistisch,Ongehuwd,Student,Twee-onder-een-kap,Beginner,73,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Psychologist, forensic",Gerrit Verschut,F,Turks,Laag,Alleenstaand,Midden,Basisonderwijs,Atheïstisch,Ongehuwd,Parttime,Appartement,Advanced,89,Laag,Slecht,Goed,Gemiddeld
"Teacher, music",Floor Kuiper-Holthuis,F,Syrisch,Laag,Samenwonend met kinderen,Links,Basisonderwijs,Atheïstisch,Gehuwd,Werkloos,Appartement,Beginner,74,Laag,Goed,Goed,Gemiddeld
Corporate investment banker,Tirza Martens,M,Spaans,Gemiddeld,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,59,Hoog,Slecht,Goed,Gemiddeld
Audiological scientist,Joël le Guellec,M,Nederlands,Laag,Samenwonend,Midden,VMBO,Atheïstisch,Gehuwd,Student,Appartement,Digibeet,47,Hoog,Goed,Gemiddeld,Slecht
Building control surveyor,Ceylin de Jong,M,Turks,Hoog,Samenwonend,Rechts,VMBO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,58,Laag,Gemiddeld,Gemiddeld,Slecht
"Administrator, sports",Marijn Van Bragt,M,Irakees,Laag,Alleenstaand,Rechts,HBO,Christelijk,Gescheiden,Student,Vrijstaand,Intermediate,55,Gemiddeld,Gemiddeld,Goed,Goed
Politician's assistant,Renske Grondel,M,Nederlands,Laag,Samenwonend,Links,VWO,Christelijk,Ongehuwd,Parttime,Woonboot,Intermediate,28,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Warden/ranger,Liza Meeres,F,Turks,Laag,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,27,Hoog,Slecht,Slecht,Goed
Probation officer,Fleur Huisman,F,Marokkaans,Laag,Alleenstaand,Links,VMBO,Christelijk,Gehuwd,Fulltime,Vrijstaand,Beginner,64,Hoog,Gemiddeld,Goed,Slecht
"Administrator, Civil Service",Johannes Mulder,M,Nederlands,Laag,Alleenstaand,Rechts,WO,Hindoeïstisch,Ongehuwd,Zelfstandig,Appartement,Beginner,87,Hoog,Goed,Gemiddeld,Gemiddeld
