job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Health physicist,Joep van Stralen-Erhout,F,Nederlands,Laag,Samenwonend,Midden,HAVO,Atheïstisch,Ongehuwd,Parttime,Studio,Intermediate,89,Laag,Gemiddeld,Goed,Gemiddeld
"Scientist, research (physical sciences)",Victoria Jansdr,F,Chinees,Laag,Alleenstaand met kinderen,Midden,HAVO,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,23,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Trade mark attorney,Bibi van Jumiège,M,Marokkaans,Laag,Alleenstaand met kinderen,Rechts,MBO,Islamitisch,Ongehuwd,Parttime,Vrijstaand,Intermediate,98,Hoog,Gemiddeld,Goed,Goed
"Surveyor, commercial/residential",Luka Heymans-Strik,M,Duits,Laag,Samenwonend,Rechts,MBO,Anders,Ongehuwd,Fulltime,Appartement,Intermediate,92,Laag,Gemiddeld,Gemiddeld,Goed
Chief Operating Officer,Guus van Spreeuwel,M,Indonesisch,Laag,Samenwonend,Rechts,HBO,Islamitisch,Ongehuwd,Gepensioneerd,Appartement,Intermediate,93,Hoog,Gemiddeld,Gemiddeld,Slecht
Energy engineer,Angelina Sestig-van der Kaay,M,Portugees,Gemiddeld,Samenwonend,Links,MBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Beginner,27,Laag,Slecht,Gemiddeld,Gemiddeld
Landscape architect,Vincent Klomp Jan,F,Antilliaans,Gemiddeld,Alleenstaand,Links,VMBO,Anders,Ongehuwd,Gepensioneerd,Appartement,Beginner,81,Laag,Slecht,Goed,Gemiddeld
Barista,Liam Boer-Charon,M,Indonesisch,Gemiddeld,Alleenstaand met kinderen,Links,VWO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Advanced,85,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Telecommunications researcher,Wouter van Schevinghuizen,F,Nederlands,Gemiddeld,Samenwonend,Rechts,HAVO,Atheïstisch,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Advanced,68,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Surveyor, hydrographic",Olaf van Ham-Schenkel,M,Spaans,Hoog,Samenwonend met kinderen,Midden,HAVO,Islamitisch,Gehuwd,Parttime,Twee-onder-een-kap,Advanced,26,Laag,Goed,Goed,Gemiddeld
Retail merchandiser,Collin Adriaense-Govarts,M,Nederlands,Gemiddeld,Samenwonend,Rechts,HAVO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Digibeet,33,Hoog,Goed,Goed,Slecht
Chemical engineer,Guus van der Heijden-van Noort,M,Nederlands,Laag,Samenwonend met kinderen,Midden,VWO,Atheïstisch,Weduwe/Weduwnaar,Zelfstandig,Appartement,Advanced,72,Laag,Goed,Goed,Gemiddeld
Trade mark attorney,Noa Geerts,F,Indonesisch,Laag,Samenwonend met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,28,Laag,Slecht,Gemiddeld,Goed
Quality manager,Noor Thout,F,Surinaams,Laag,Samenwonend,Links,VWO,Christelijk,Gehuwd,Fulltime,Appartement,Advanced,99,Laag,Goed,Gemiddeld,Goed
"Scientist, physiological",Lars Ouwerkerk-Driessen,M,Nederlands,Laag,Samenwonend,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,38,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Oncologist,Madelief Huls,M,Surinaams,Laag,Alleenstaand,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Expert,93,Hoog,Slecht,Goed,Gemiddeld
Newspaper journalist,Robin Boddaugh,M,Nederlands,Gemiddeld,Samenwonend,Links,HBO,Islamitisch,Gehuwd,Parttime,Twee-onder-een-kap,Beginner,38,Laag,Gemiddeld,Gemiddeld,Slecht
Immunologist,Tara van de Ven-Dijkman,F,Somalisch,Hoog,Alleenstaand met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,78,Gemiddeld,Gemiddeld,Slecht,Goed
Special effects artist,Lenn van der Lede,M,Chinees,Gemiddeld,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Fulltime,Appartement,Beginner,46,Hoog,Gemiddeld,Gemiddeld,Goed
Best boy,Thijmen Koster,F,Marokkaans,Laag,Samenwonend,Rechts,WO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Beginner,43,Laag,Gemiddeld,Gemiddeld,Goed
Advertising account planner,Sophie Korstman,F,Eritrees,Laag,Samenwonend met kinderen,Midden,VMBO,Christelijk,Gehuwd,Fulltime,Vrijstaand,Intermediate,91,Hoog,Slecht,Gemiddeld,Slecht
Estate agent,Arie de Gratie,F,Marokkaans,Laag,Samenwonend,Links,VMBO,Atheïstisch,Gescheiden,Werkloos,Appartement,Beginner,20,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
"Geologist, wellsite",Siem Chotzen-Westerburg,M,Bulgaars,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,96,Hoog,Goed,Goed,Slecht
Higher education careers adviser,Mare van Maaren,M,Marokkaans,Laag,Alleenstaand met kinderen,Links,VWO,Hindoeïstisch,Gescheiden,Fulltime,Appartement,Expert,90,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Ranger/warden,Aron Jansen,M,Pools,Laag,Samenwonend met kinderen,Rechts,VWO,Islamitisch,Ongehuwd,Fulltime,Vrijstaand,Advanced,43,Gemiddeld,Slecht,Slecht,Gemiddeld
Clinical embryologist,Dave van Rossum-Boudewijns,M,Marokkaans,Laag,Alleenstaand,Rechts,MBO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Digibeet,44,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
