job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Records manager,Luke Bernaards,M,Turks,Laag,Alleenstaand met kinderen,Rechts,HAVO,Hindoeïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,61,Gemiddeld,Gemiddeld,Slecht,Goed
Location manager,Annabel Rietveld,F,Marokkaans,Gemiddeld,Samenwonend met kinderen,Midden,VMBO,Islamitisch,Gescheiden,Fulltime,Woonboot,Intermediate,87,Gemiddeld,Goed,Slecht,Gemiddeld
Museum/gallery exhibitions officer,Zara Laffray,F,Nederlands,Hoog,Alleenstaand met kinderen,Links,VWO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Advanced,74,Hoog,Goed,Slecht,Goed
Civil Service fast streamer,Jasper Pieters,F,Indiaas,Laag,Samenwonend,Midden,VWO,Boeddhistisch,Gehuwd,Fulltime,Rijtjeshuis,Expert,36,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Research scientist (medical),Lauren de Bont,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Islamitisch,Gehuwd,Fulltime,Twee-onder-een-kap,Advanced,62,Hoog,Gemiddeld,Gemiddeld,Slecht
Mining engineer,Laurens Spies,F,Marokkaans,Laag,Alleenstaand,Links,HBO,Christelijk,Ongehuwd,Student,Vrijstaand,Advanced,78,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Leisure centre manager,Timo van Boulogne,M,Surinaams,Laag,Samenwonend met kinderen,Links,MBO,Joods,Ongehuwd,Parttime,Appartement,Intermediate,32,Gemiddeld,Slecht,Gemiddeld,Slecht
"Education officer, community",Joël Konings,M,Chinees,Hoog,Samenwonend,Links,MBO,Christelijk,Weduwe/Weduwnaar,Werkloos,Appartement,Expert,67,Laag,Gemiddeld,Gemiddeld,Slecht
"Doctor, general practice",Linn Spruit,M,Surinaams,Laag,Samenwonend met kinderen,Midden,MBO,Hindoeïstisch,Gehuwd,Fulltime,Appartement,Beginner,78,Laag,Gemiddeld,Slecht,Slecht
"Accountant, chartered public finance",Tijmen Vegt,F,Nederlands,Laag,Alleenstaand met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,77,Hoog,Slecht,Goed,Gemiddeld
Emergency planning/management officer,Helena de Bruin,M,Marokkaans,Gemiddeld,Samenwonend met kinderen,Rechts,WO,Anders,Gehuwd,Parttime,Appartement,Beginner,87,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Catering manager,Nisa le Luc,M,Somalisch,Laag,Alleenstaand,Midden,MBO,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,54,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Town planner,Maartje de Kale,F,Bulgaars,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Zelfstandig,Appartement,Digibeet,42,Gemiddeld,Gemiddeld,Gemiddeld,Goed
"Surveyor, quantity",Luc van Straaten,F,Nederlands,Hoog,Alleenstaand,Midden,HBO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Advanced,88,Laag,Gemiddeld,Goed,Slecht
Interpreter,Imke van der Loo,M,Italiaans,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Anders,Ongehuwd,Parttime,Woonboot,Expert,45,Gemiddeld,Gemiddeld,Slecht,Slecht
Seismic interpreter,Tom Lafleur,F,Syrisch,Laag,Samenwonend,Links,WO,Islamitisch,Weduwe/Weduwnaar,Zelfstandig,Appartement,Intermediate,89,Laag,Goed,Gemiddeld,Gemiddeld
