job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Publishing copy,Jet van Henegouwen,M,Spaans,Hoog,Samenwonend met kinderen,Links,MBO,Christelijk,Weduwe/Weduwnaar,Werkloos,Rijtjeshuis,Intermediate,40,Gemiddeld,Goed,Gemiddeld,Gemiddeld
"Education officer, environmental",Nikki Mosley,F,Antilliaans,Laag,Samenwonend met kinderen,Links,MBO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Intermediate,96,Laag,Goed,Goed,Gemiddeld
"Programmer, multimedia",Nadine Broeshart,M,Indiaas,Gemiddeld,Alleenstaand,Midden,MBO,Boeddhistisch,Ongehuwd,Fulltime,Woonboot,Beginner,48,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Research officer, political party",Lina Wooning,M,Marokkaans,Laag,Alleenstaand,Rechts,MBO,Islamitisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Advanced,74,Laag,Gemiddeld,Goed,Goed
Tax inspector,Teun Doyle,M,Turks,Gemiddeld,Alleenstaand,Links,HBO,Boeddhistisch,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,42,Laag,Goed,Slecht,Gemiddeld
"Surveyor, building control",Jordy Rutten-Bastiaense,F,Duits,Gemiddeld,Alleenstaand met kinderen,Links,MBO,Islamitisch,Gehuwd,Student,Appartement,Intermediate,60,Laag,Gemiddeld,Goed,Slecht
Armed forces training and education officer,Valentijn de Jong,F,Nederlands,Laag,Alleenstaand met kinderen,Links,HBO,Atheïstisch,Gescheiden,Werkloos,Twee-onder-een-kap,Beginner,86,Laag,Gemiddeld,Gemiddeld,Goed
"Scientist, research (maths)",Lenn Freshour,M,Nederlands,Hoog,Samenwonend,Links,WO,Anders,Gehuwd,Parttime,Twee-onder-een-kap,Beginner,57,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Personnel officer,Milo van Luxemburg,M,Indiaas,Hoog,Samenwonend,Rechts,VWO,Atheïstisch,Ongehuwd,Werkloos,Twee-onder-een-kap,Intermediate,84,Laag,Gemiddeld,Slecht,Gemiddeld
"Journalist, magazine",Jasmijn Jacquot,F,Syrisch,Laag,Samenwonend,Rechts,Basisonderwijs,Christelijk,Gescheiden,Student,Studio,Beginner,49,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Social researcher,Kian van der Maath,M,Nederlands,Laag,Samenwonend met kinderen,Links,WO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Beginner,65,Laag,Goed,Gemiddeld,Slecht
Actor,Sienna Honing,M,Italiaans,Gemiddeld,Samenwonend met kinderen,Midden,HAVO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,68,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
"Administrator, arts",Robin Oosterhout,M,Irakees,Laag,Alleenstaand,Rechts,MBO,Islamitisch,Gehuwd,Student,Vrijstaand,Intermediate,51,Laag,Gemiddeld,Gemiddeld,Slecht
"Geologist, engineering",Loes van Gent,F,Duits,Laag,Alleenstaand met kinderen,Links,VMBO,Anders,Gescheiden,Fulltime,Vrijstaand,Expert,45,Laag,Gemiddeld,Gemiddeld,Goed
Technical author,Ibrahim Huel,M,Indiaas,Gemiddeld,Alleenstaand met kinderen,Links,MBO,Islamitisch,Gehuwd,Gepensioneerd,Appartement,Advanced,49,Laag,Goed,Gemiddeld,Goed
"Geologist, engineering",Elizabeth Garret,M,Pools,Laag,Alleenstaand,Rechts,MBO,Islamitisch,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,41,Hoog,Gemiddeld,Goed,Slecht
Private music teacher,Zakaria de Gruil,M,Afghaans,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Islamitisch,Ongehuwd,Parttime,Vrijstaand,Expert,84,Gemiddeld,Goed,Gemiddeld,Goed
