job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Tax inspector,Loek Nijman,F,Chinees,Gemiddeld,Alleenstaand,Links,MBO,Christelijk,Gehuwd,Parttime,Appartement,Beginner,23,Laag,Gemiddeld,Goed,Goed
English as a foreign language teacher,Meike van Velthoven,M,Spaans,Laag,Samenwonend met kinderen,Links,MBO,Anders,Gescheiden,Werkloos,Twee-onder-een-kap,Beginner,79,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
"Scientist, forensic",Emily van den Velden-Timmermans,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,MBO,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Beginner,78,Laag,Goed,Slecht,Gemiddeld
"Engineer, land",Joey Tammerijn,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Gepensioneerd,Vrijstaand,Advanced,87,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
"Administrator, sports",Hailey van Loon,F,Antilliaans,Gemiddeld,Samenwonend met kinderen,Links,HBO,Joods,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,72,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Information officer,Cato Arens,M,Turks,Hoog,Alleenstaand,Rechts,HAVO,Anders,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,94,Gemiddeld,Gemiddeld,Slecht,Goed
"Engineer, communications",Kim Meeusen,M,Antilliaans,Laag,Samenwonend,Rechts,VWO,Joods,Ongehuwd,Gepensioneerd,Appartement,Digibeet,38,Hoog,Goed,Gemiddeld,Goed
Passenger transport manager,Lizz de Grote,M,Indiaas,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Gepensioneerd,Appartement,Beginner,88,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Research officer, trade union",Jim van den Nyeuwenhuysen,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Beginner,96,Hoog,Goed,Gemiddeld,Gemiddeld
"Merchandiser, retail",Marijn van Noort,F,Nederlands,Hoog,Samenwonend met kinderen,Links,WO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Beginner,59,Laag,Gemiddeld,Gemiddeld,Goed
