job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Naval architect,Sten de Bont,F,Antilliaans,Gemiddeld,Samenwonend met kinderen,Links,MBO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,29,Hoog,Goed,Slecht,Slecht
Site engineer,Demi Gerrits,M,Nederlands,Hoog,Samenwonend met kinderen,Rechts,VWO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,54,Gemiddeld,Gemiddeld,Slecht,Slecht
International aid/development worker,Thijs Van Bragt,F,Turks,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Christelijk,Gescheiden,Parttime,Appartement,Digibeet,73,Laag,Gemiddeld,Goed,Gemiddeld
Retail merchandiser,Aaron van Parijs,M,Duits,Hoog,Samenwonend,Rechts,HAVO,Islamitisch,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,29,Laag,Slecht,Goed,Gemiddeld
Product designer,Luuk Hulskes-Briere,F,Spaans,Laag,Alleenstaand,Links,WO,Christelijk,Ongehuwd,Student,Woonboot,Beginner,81,Hoog,Goed,Goed,Slecht
Health and safety adviser,Janna van Nes,M,Turks,Laag,Alleenstaand met kinderen,Links,HBO,Hindoeïstisch,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,71,Laag,Gemiddeld,Goed,Goed
Aeronautical engineer,Juul van Nederlotharingen-Schatteleijn,F,Marokkaans,Hoog,Samenwonend,Midden,MBO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Intermediate,74,Laag,Goed,Gemiddeld,Slecht
Clinical biochemist,Benjamin Lathrope-van de Pavert,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Zelfstandig,Rijtjeshuis,Advanced,30,Gemiddeld,Goed,Slecht,Goed
"Conservation officer, nature",Jelle Leguit,F,Nederlands,Laag,Samenwonend,Links,HAVO,Hindoeïstisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Expert,25,Hoog,Slecht,Gemiddeld,Slecht
Neurosurgeon,Alexander Aelftrud van Wessex,F,Nederlands,Gemiddeld,Alleenstaand,Rechts,HAVO,Christelijk,Gehuwd,Zelfstandig,Rijtjeshuis,Digibeet,54,Laag,Slecht,Gemiddeld,Goed
"Engineer, agricultural",Zakaria van Oosten,F,Marokkaans,Laag,Samenwonend met kinderen,Midden,WO,Christelijk,Gehuwd,Zelfstandig,Appartement,Beginner,69,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Data processing manager,Sanne van der Spaendonc,F,Nederlands,Gemiddeld,Samenwonend,Links,MBO,Atheïstisch,Gehuwd,Fulltime,Woonboot,Intermediate,78,Laag,Goed,Gemiddeld,Slecht
Science writer,Michael Houdijk,F,Nederlands,Gemiddeld,Alleenstaand,Links,VMBO,Christelijk,Gehuwd,Fulltime,Vrijstaand,Beginner,20,Laag,Gemiddeld,Slecht,Slecht
Surgeon,Kyra van Opper-Lotharingen,M,Afghaans,Laag,Samenwonend met kinderen,Rechts,HBO,Christelijk,Ongehuwd,Fulltime,Woonboot,Digibeet,42,Laag,Gemiddeld,Gemiddeld,Goed
Bookseller,Elisabeth Heerschop-de Man,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,HBO,Atheïstisch,Gehuwd,Gepensioneerd,Studio,Intermediate,76,Hoog,Slecht,Gemiddeld,Gemiddeld
Chartered management accountant,Sofie Ariens,M,Duits,Laag,Samenwonend met kinderen,Rechts,HBO,Joods,Gehuwd,Zelfstandig,Vrijstaand,Digibeet,93,Laag,Goed,Slecht,Slecht
Town planner,Adriana Wutke,F,Syrisch,Hoog,Alleenstaand,Links,HBO,Hindoeïstisch,Ongehuwd,Gepensioneerd,Appartement,Advanced,55,Laag,Gemiddeld,Goed,Gemiddeld
Furniture conservator/restorer,Thomas Demmendaal,M,Spaans,Laag,Alleenstaand,Links,Basisonderwijs,Christelijk,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,34,Laag,Goed,Slecht,Goed
"Scientist, physiological",Renske Zijlmans,F,Somalisch,Gemiddeld,Samenwonend,Rechts,MBO,Boeddhistisch,Weduwe/Weduwnaar,Parttime,Vrijstaand,Expert,82,Laag,Gemiddeld,Gemiddeld,Slecht
"Doctor, hospital",Finn Labado,M,Surinaams,Laag,Samenwonend,Midden,MBO,Joods,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,67,Hoog,Gemiddeld,Gemiddeld,Slecht
