job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Counsellor,Annemijn Groote,F,Marokkaans,Laag,Alleenstaand met kinderen,Rechts,VWO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,40,Gemiddeld,Slecht,Gemiddeld,Goed
Arts administrator,Lotte Hulshouts-Kort,F,Marokkaans,Gemiddeld,Samenwonend,Midden,VWO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,93,Laag,Goed,Slecht,Gemiddeld
Stage manager,Mia Aeije,M,Nederlands,Hoog,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Student,Rijtjeshuis,Expert,47,Laag,Goed,Gemiddeld,Goed
"Runner, broadcasting/film/video",Luca de Heer-Vignon,M,Marokkaans,Hoog,Samenwonend met kinderen,Midden,MBO,Christelijk,Ongehuwd,Gepensioneerd,Vrijstaand,Advanced,86,Laag,Gemiddeld,Slecht,Slecht
"Programmer, multimedia",Samuel de Bock,M,Indonesisch,Laag,Samenwonend,Rechts,VWO,Islamitisch,Ongehuwd,Student,Rijtjeshuis,Intermediate,39,Hoog,Gemiddeld,Gemiddeld,Slecht
Medical sales representative,Esila Schuylenborch,M,Turks,Gemiddeld,Alleenstaand,Midden,WO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,98,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Private music teacher,Liza van Hulten,F,Surinaams,Hoog,Alleenstaand met kinderen,Links,HBO,Hindoeïstisch,Gehuwd,Fulltime,Studio,Intermediate,91,Laag,Goed,Goed,Gemiddeld
Midwife,Tara van den Bosch,M,Turks,Laag,Samenwonend,Links,WO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Intermediate,49,Hoog,Gemiddeld,Slecht,Goed
Financial controller,Simon Louws,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,MBO,Anders,Gescheiden,Fulltime,Appartement,Advanced,97,Laag,Slecht,Goed,Goed
Secretary/administrator,Julie van Wallaert,F,Nederlands,Laag,Samenwonend,Rechts,Basisonderwijs,Islamitisch,Gehuwd,Fulltime,Twee-onder-een-kap,Advanced,44,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
