job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Writer,Aiden van den Wittenboer,F,Turks,Laag,Alleenstaand,Rechts,MBO,Atheïstisch,Weduwe/Weduwnaar,Fulltime,Woonboot,Beginner,28,Hoog,Gemiddeld,Gemiddeld,Goed
Ceramics designer,Dex van Brenen,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,71,Laag,Goed,Goed,Gemiddeld
Publishing rights manager,Jens Olthof,F,Surinaams,Laag,Samenwonend,Midden,VWO,Christelijk,Gehuwd,Student,Rijtjeshuis,Intermediate,85,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Best boy,Jacob Robbrechts Bruijne,M,Nederlands,Gemiddeld,Alleenstaand,Midden,MBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Beginner,39,Hoog,Gemiddeld,Slecht,Goed
Nutritional therapist,Julius van Landen,M,Indiaas,Laag,Alleenstaand met kinderen,Midden,VMBO,Joods,Weduwe/Weduwnaar,Student,Rijtjeshuis,Intermediate,70,Laag,Goed,Gemiddeld,Slecht
Materials engineer,Kaylee der Kijnder-Huisman,F,Nederlands,Laag,Samenwonend met kinderen,Links,HBO,Christelijk,Ongehuwd,Student,Studio,Beginner,50,Gemiddeld,Slecht,Goed,Gemiddeld
Arboriculturist,Jort de Jong,M,Turks,Hoog,Samenwonend,Links,HAVO,Islamitisch,Gescheiden,Student,Vrijstaand,Intermediate,49,Laag,Gemiddeld,Slecht,Slecht
Furniture designer,Mirte Pastoors-Kleibrink,M,Pools,Gemiddeld,Samenwonend,Links,Basisonderwijs,Atheïstisch,Gescheiden,Parttime,Appartement,Beginner,85,Laag,Goed,Gemiddeld,Slecht
Environmental manager,Jurre Verbeek,M,Surinaams,Laag,Samenwonend,Rechts,HBO,Islamitisch,Gehuwd,Fulltime,Twee-onder-een-kap,Intermediate,38,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
English as a foreign language teacher,Mehmet van Haspengouw Hesbaye,M,Roemeens,Laag,Alleenstaand,Links,VMBO,Christelijk,Gehuwd,Fulltime,Twee-onder-een-kap,Advanced,25,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Best boy,Liz van Asten-Velderman,F,Duits,Laag,Samenwonend,Midden,VMBO,Hindoeïstisch,Gescheiden,Zelfstandig,Appartement,Expert,25,Hoog,Gemiddeld,Gemiddeld,Slecht
Haematologist,Robin Salet,M,Chinees,Gemiddeld,Samenwonend,Midden,HAVO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Expert,80,Laag,Slecht,Gemiddeld,Goed
Hydrogeologist,Tess Woudenberg-van Dam,M,Nederlands,Laag,Samenwonend,Rechts,Basisonderwijs,Boeddhistisch,Ongehuwd,Werkloos,Appartement,Intermediate,60,Laag,Gemiddeld,Slecht,Slecht
