job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Optician, dispensing",Ali Louws,F,Eritrees,Hoog,Samenwonend met kinderen,Rechts,VMBO,Atheïstisch,Gehuwd,Fulltime,Rijtjeshuis,Advanced,92,Laag,Gemiddeld,Goed,Gemiddeld
"Production assistant, television",Aaron van den Henst-de Werd,M,Nederlands,Laag,Samenwonend,Links,HBO,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Digibeet,89,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
"Optician, dispensing",Mika Meeres,F,Indonesisch,Laag,Alleenstaand,Links,MBO,Islamitisch,Gehuwd,Fulltime,Rijtjeshuis,Advanced,49,Gemiddeld,Gemiddeld,Goed,Goed
Hotel manager,Pim Overeem,F,Nederlands,Laag,Alleenstaand met kinderen,Links,WO,Hindoeïstisch,Ongehuwd,Student,Appartement,Intermediate,47,Laag,Gemiddeld,Goed,Slecht
"Administrator, Civil Service",Muhammed Lieshout-de Graaf,M,Turks,Gemiddeld,Samenwonend,Rechts,WO,Joods,Gehuwd,Fulltime,Rijtjeshuis,Beginner,87,Hoog,Gemiddeld,Gemiddeld,Goed
"Education officer, museum",Elias van de Darnau-van Laarhoven,M,Nederlands,Hoog,Alleenstaand met kinderen,Links,MBO,Hindoeïstisch,Ongehuwd,Fulltime,Appartement,Beginner,79,Laag,Gemiddeld,Goed,Gemiddeld
"Solicitor, Scotland",Jort van Rossum,F,Duits,Hoog,Samenwonend met kinderen,Midden,HAVO,Joods,Gehuwd,Fulltime,Woonboot,Intermediate,47,Laag,Gemiddeld,Slecht,Gemiddeld
Television floor manager,Mirte van Oudewater-Keijser,M,Bulgaars,Hoog,Samenwonend met kinderen,Midden,MBO,Christelijk,Gescheiden,Zelfstandig,Appartement,Beginner,76,Laag,Gemiddeld,Gemiddeld,Goed
Immunologist,Emir Roukes,F,Afghaans,Laag,Alleenstaand,Rechts,WO,Atheïstisch,Gehuwd,Parttime,Vrijstaand,Beginner,58,Laag,Slecht,Gemiddeld,Gemiddeld
Automotive engineer,Joshua Roosenboom-Gnodde,F,Surinaams,Hoog,Alleenstaand met kinderen,Midden,MBO,Christelijk,Ongehuwd,Werkloos,Studio,Expert,49,Laag,Gemiddeld,Goed,Goed
Film/video editor,Kyan Nieuwstraten,M,Indiaas,Laag,Alleenstaand,Rechts,VMBO,Christelijk,Gehuwd,Fulltime,Twee-onder-een-kap,Beginner,18,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Waste management officer,Jayson de Groot,M,Antilliaans,Laag,Alleenstaand,Links,HBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,89,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Technical sales engineer,Yasmine Jansen,M,Nederlands,Laag,Samenwonend met kinderen,Links,HAVO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Beginner,42,Gemiddeld,Gemiddeld,Slecht,Goed
Editorial assistant,Nynke van Ooyen,M,Chinees,Laag,Samenwonend,Rechts,HAVO,Anders,Ongehuwd,Fulltime,Appartement,Intermediate,25,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
"Loss adjuster, chartered",Jasmijn Feltzer,M,Nederlands,Laag,Samenwonend,Links,HBO,Islamitisch,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Beginner,80,Hoog,Goed,Goed,Slecht
Patent attorney,Kick Kuiper-van den Heuvel,M,Indonesisch,Gemiddeld,Alleenstaand met kinderen,Midden,WO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Expert,30,Gemiddeld,Slecht,Gemiddeld,Slecht
Intelligence analyst,Lieve de Kale-Huisman,M,Chinees,Laag,Alleenstaand met kinderen,Rechts,HAVO,Atheïstisch,Weduwe/Weduwnaar,Gepensioneerd,Vrijstaand,Expert,77,Gemiddeld,Gemiddeld,Goed,Gemiddeld
