job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Adult nurse,Giovanni van de Veen,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Rechts,WO,Islamitisch,Ongehuwd,Zelfstandig,Studio,Beginner,41,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Police officer,Joost Bronder,M,Somalisch,Laag,Alleenstaand,Midden,WO,Christelijk,Ongehuwd,Student,Vrijstaand,Advanced,35,Gemiddeld,Goed,Slecht,Goed
"Investment banker, corporate",Nick van de Velden-Billung,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,VWO,Boeddhistisch,Ongehuwd,Parttime,Rijtjeshuis,Beginner,36,Laag,Slecht,Gemiddeld,Gemiddeld
Medical secretary,Jasmijn Govarts,M,Marokkaans,Hoog,Samenwonend,Midden,HAVO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Beginner,46,Laag,Gemiddeld,Gemiddeld,Goed
Occupational hygienist,Dani Spiker,M,Turks,Gemiddeld,Samenwonend,Rechts,MBO,Islamitisch,Gescheiden,Parttime,Rijtjeshuis,Digibeet,39,Laag,Gemiddeld,Gemiddeld,Slecht
"Psychologist, clinical",Johanna de Bruin,F,Antilliaans,Laag,Samenwonend met kinderen,Links,HAVO,Christelijk,Ongehuwd,Werkloos,Appartement,Advanced,81,Laag,Gemiddeld,Slecht,Gemiddeld
"Engineer, electrical",Julia Sitters,M,Marokkaans,Laag,Alleenstaand met kinderen,Rechts,VMBO,Joods,Gehuwd,Fulltime,Appartement,Expert,61,Laag,Gemiddeld,Goed,Goed
Higher education lecturer,Vajèn van Dongen-van Evelingen,F,Chinees,Laag,Alleenstaand,Midden,VMBO,Atheïstisch,Ongehuwd,Student,Rijtjeshuis,Advanced,28,Laag,Gemiddeld,Gemiddeld,Slecht
Museum education officer,Saar Hagendoorn,M,Eritrees,Laag,Samenwonend,Links,VMBO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Intermediate,19,Laag,Goed,Goed,Goed
Administrator,Tycho Spruyt,F,Surinaams,Gemiddeld,Samenwonend met kinderen,Links,WO,Anders,Gescheiden,Parttime,Vrijstaand,Beginner,70,Laag,Slecht,Gemiddeld,Gemiddeld
Retail merchandiser,Joey Oostveen,M,Antilliaans,Hoog,Samenwonend met kinderen,Rechts,MBO,Islamitisch,Ongehuwd,Parttime,Appartement,Beginner,94,Laag,Gemiddeld,Goed,Gemiddeld
Holiday representative,Livia van Bernicia,M,Roemeens,Hoog,Alleenstaand,Midden,VMBO,Joods,Weduwe/Weduwnaar,Fulltime,Appartement,Beginner,67,Hoog,Slecht,Slecht,Gemiddeld
Insurance claims handler,Sara Wunderink-van Oosten,F,Marokkaans,Laag,Alleenstaand met kinderen,Rechts,HAVO,Anders,Weduwe/Weduwnaar,Fulltime,Twee-onder-een-kap,Digibeet,79,Hoog,Gemiddeld,Goed,Goed
