job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Agricultural engineer,Chloé de Grote,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,HAVO,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Intermediate,87,Laag,Gemiddeld,Goed,Gemiddeld
Personal assistant,Ibrahim Vos-Everde,F,Syrisch,Laag,Alleenstaand,Midden,HAVO,Islamitisch,Gescheiden,Parttime,Appartement,Advanced,96,Gemiddeld,Slecht,Gemiddeld,Goed
Chartered loss adjuster,Valentijn Meijer,M,Antilliaans,Laag,Samenwonend,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,84,Hoog,Slecht,Goed,Gemiddeld
"Surveyor, mining",Jolijn Arnold-Neuzerling,M,Nederlands,Laag,Alleenstaand met kinderen,Midden,Basisonderwijs,Hindoeïstisch,Ongehuwd,Werkloos,Rijtjeshuis,Advanced,46,Gemiddeld,Goed,Goed,Gemiddeld
"Doctor, hospital",Jamie Verheuvel,F,Nederlands,Gemiddeld,Alleenstaand,Links,HBO,Joods,Ongehuwd,Fulltime,Appartement,Beginner,62,Hoog,Goed,Gemiddeld,Gemiddeld
Pension scheme manager,Elif Kleybrink-de Grunt,M,Nederlands,Hoog,Samenwonend met kinderen,Midden,VMBO,Christelijk,Gescheiden,Student,Studio,Intermediate,68,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Personal assistant,Ecrin Ridder,F,Nederlands,Laag,Samenwonend,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Beginner,64,Laag,Goed,Goed,Gemiddeld
Hydrographic surveyor,Rick Charon-Hoeks,M,Nederlands,Gemiddeld,Samenwonend,Midden,VWO,Christelijk,Gehuwd,Fulltime,Twee-onder-een-kap,Advanced,42,Hoog,Slecht,Gemiddeld,Gemiddeld
Police officer,Maaike van de Velde,F,Surinaams,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,77,Laag,Gemiddeld,Slecht,Gemiddeld
Logistics and distribution manager,Stan van Duivenvoorde,M,Syrisch,Laag,Alleenstaand,Rechts,WO,Islamitisch,Gescheiden,Fulltime,Appartement,Intermediate,27,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Holiday representative,Jasmijn van Limburg,M,Italiaans,Gemiddeld,Alleenstaand,Rechts,HAVO,Christelijk,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,94,Gemiddeld,Slecht,Slecht,Slecht
Financial controller,Berend Groenendaal,F,Surinaams,Laag,Samenwonend met kinderen,Midden,VMBO,Atheïstisch,Gehuwd,Parttime,Appartement,Intermediate,52,Laag,Gemiddeld,Gemiddeld,Slecht
Water quality scientist,Jan van Gemert,M,Somalisch,Laag,Samenwonend met kinderen,Links,HBO,Atheïstisch,Gehuwd,Fulltime,Rijtjeshuis,Advanced,47,Hoog,Slecht,Gemiddeld,Slecht
Legal executive,Jolie van Mare,M,Nederlands,Hoog,Alleenstaand met kinderen,Rechts,WO,Anders,Gehuwd,Werkloos,Twee-onder-een-kap,Beginner,35,Gemiddeld,Gemiddeld,Slecht,Goed
Dealer,Puck Scherms,M,Indonesisch,Laag,Samenwonend,Links,MBO,Islamitisch,Gehuwd,Fulltime,Appartement,Advanced,88,Gemiddeld,Goed,Gemiddeld,Gemiddeld
"Therapist, nutritional",Ties Glasses,M,Nederlands,Hoog,Samenwonend,Links,MBO,Hindoeïstisch,Ongehuwd,Fulltime,Appartement,Beginner,67,Laag,Slecht,Goed,Gemiddeld
"Engineer, electrical",Vince Woudenberg,F,Indonesisch,Gemiddeld,Alleenstaand met kinderen,Rechts,VWO,Boeddhistisch,Gehuwd,Zelfstandig,Appartement,Advanced,84,Laag,Gemiddeld,Slecht,Goed
Clinical psychologist,Elisa Kalman,M,Syrisch,Laag,Alleenstaand,Rechts,HBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Expert,90,Hoog,Gemiddeld,Goed,Goed
Seismic interpreter,Mette Bierstraten,M,Roemeens,Laag,Samenwonend,Links,HBO,Christelijk,Gehuwd,Fulltime,Woonboot,Beginner,93,Laag,Slecht,Slecht,Gemiddeld
"Scientist, marine",Liv Spruyt-Hollander,M,Afghaans,Hoog,Samenwonend met kinderen,Midden,MBO,Boeddhistisch,Ongehuwd,Fulltime,Appartement,Beginner,42,Laag,Gemiddeld,Gemiddeld,Goed
Pensions consultant,Roos Bud,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,Basisonderwijs,Hindoeïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,87,Laag,Slecht,Gemiddeld,Goed
Advertising art director,Vincent van Bernicia,M,Marokkaans,Hoog,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Zelfstandig,Rijtjeshuis,Advanced,87,Laag,Goed,Gemiddeld,Gemiddeld
Museum/gallery conservator,Megan Michielsen,M,Nederlands,Laag,Alleenstaand,Rechts,WO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Digibeet,61,Gemiddeld,Slecht,Goed,Goed
Chief Executive Officer,Nout van Kusen,M,Pools,Laag,Alleenstaand,Links,HAVO,Joods,Gehuwd,Fulltime,Appartement,Expert,67,Laag,Goed,Slecht,Gemiddeld
Water quality scientist,Lisa Labado,M,Nederlands,Laag,Samenwonend,Links,VWO,Anders,Gehuwd,Parttime,Vrijstaand,Advanced,59,Laag,Gemiddeld,Slecht,Slecht
