job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Prison officer,Tom van den Hoek,F,Somalisch,Gemiddeld,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Studio,Expert,32,Hoog,Gemiddeld,Goed,Goed
Ship broker,Twan Joosten,M,Antilliaans,Laag,Samenwonend,Rechts,MBO,Christelijk,Gehuwd,Student,Vrijstaand,Digibeet,19,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Retail buyer,Hannah Vignon-Draaisma,F,Pools,Laag,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,95,Hoog,Goed,Gemiddeld,Slecht
"Engineer, energy",Lucas van Breugel,M,Chinees,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Joods,Gehuwd,Parttime,Appartement,Beginner,78,Laag,Gemiddeld,Gemiddeld,Goed
Medical technical officer,Mads van Rijnsbergen,F,Antilliaans,Gemiddeld,Alleenstaand met kinderen,Midden,WO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,68,Gemiddeld,Slecht,Gemiddeld,Slecht
Barrister's clerk,Lise Ulrich,F,Syrisch,Laag,Samenwonend,Midden,HBO,Anders,Gehuwd,Parttime,Appartement,Beginner,25,Hoog,Goed,Slecht,Slecht
Water engineer,Tijn van Allemanië,F,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,HAVO,Boeddhistisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Intermediate,19,Hoog,Goed,Goed,Gemiddeld
Manufacturing systems engineer,Oscar Jeggij,M,Nederlands,Laag,Samenwonend met kinderen,Midden,Basisonderwijs,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,84,Laag,Slecht,Goed,Gemiddeld
Immigration officer,Vince Heijmen,F,Antilliaans,Hoog,Alleenstaand,Rechts,VMBO,Boeddhistisch,Weduwe/Weduwnaar,Werkloos,Rijtjeshuis,Beginner,83,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Textile designer,Suus van Arnsberg,F,Nederlands,Hoog,Samenwonend,Links,MBO,Islamitisch,Ongehuwd,Gepensioneerd,Twee-onder-een-kap,Beginner,91,Hoog,Goed,Slecht,Gemiddeld
Corporate treasurer,Bibi Giselmeyer,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Islamitisch,Gescheiden,Student,Rijtjeshuis,Advanced,75,Hoog,Slecht,Goed,Gemiddeld
Legal secretary,Nick Merckx,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,19,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Historic buildings inspector/conservation officer,Jelle Geneart,M,Surinaams,Laag,Samenwonend,Links,Basisonderwijs,Christelijk,Weduwe/Weduwnaar,Fulltime,Appartement,Intermediate,55,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Claims inspector/assessor,David de Gratie,M,Somalisch,Laag,Alleenstaand,Rechts,VWO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Intermediate,95,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Recycling officer,James van Tours,F,Antilliaans,Laag,Alleenstaand met kinderen,Links,MBO,Christelijk,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Advanced,85,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
