job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Plant breeder/geneticist,Noëlle Stinis,M,Nederlands,Gemiddeld,Alleenstaand,Rechts,HBO,Islamitisch,Ongehuwd,Fulltime,Vrijstaand,Advanced,36,Laag,Gemiddeld,Goed,Slecht
Holiday representative,Alexander Zijlmans-de Gruil,M,Nederlands,Laag,Samenwonend met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,97,Laag,Slecht,Slecht,Gemiddeld
Landscape architect,Rayan Woudenberg,M,Nederlands,Laag,Alleenstaand met kinderen,Links,MBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Beginner,94,Gemiddeld,Slecht,Slecht,Gemiddeld
Dispensing optician,Cornelia van Parijs,M,Turks,Gemiddeld,Samenwonend met kinderen,Rechts,HAVO,Anders,Gescheiden,Parttime,Appartement,Intermediate,64,Gemiddeld,Goed,Goed,Goed
"Librarian, public",Sylvie Olykan,F,Chinees,Gemiddeld,Alleenstaand,Midden,MBO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Digibeet,86,Laag,Gemiddeld,Goed,Gemiddeld
TEFL teacher,Teun Groote,M,Nederlands,Laag,Alleenstaand,Midden,HAVO,Islamitisch,Gehuwd,Zelfstandig,Woonboot,Intermediate,31,Hoog,Gemiddeld,Slecht,Slecht
"Scientist, research (physical sciences)",Leon Wouters,F,Italiaans,Laag,Samenwonend,Midden,Basisonderwijs,Christelijk,Ongehuwd,Fulltime,Vrijstaand,Advanced,24,Laag,Goed,Gemiddeld,Slecht
Chief Financial Officer,Kai Kort,M,Portugees,Gemiddeld,Samenwonend met kinderen,Links,WO,Atheïstisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,87,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Hydrogeologist,Lot van der Pol,M,Chinees,Laag,Samenwonend,Rechts,Basisonderwijs,Atheïstisch,Gehuwd,Werkloos,Studio,Intermediate,44,Gemiddeld,Goed,Slecht,Goed
Artist,Duuk van der Smeede,M,Pools,Hoog,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Student,Rijtjeshuis,Intermediate,20,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
