job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Glass blower/designer,Mette van Henegouwen,M,Nederlands,Laag,Samenwonend met kinderen,Links,HAVO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Intermediate,28,Hoog,Goed,Slecht,Goed
"Therapist, music",Joris Brievingh,M,Turks,Gemiddeld,Samenwonend,Midden,HBO,Boeddhistisch,Gescheiden,Zelfstandig,Rijtjeshuis,Beginner,51,Hoog,Goed,Gemiddeld,Goed
Health and safety adviser,Kai Lieshout,M,Nederlands,Gemiddeld,Alleenstaand,Midden,HBO,Christelijk,Gehuwd,Fulltime,Vrijstaand,Intermediate,23,Laag,Goed,Goed,Gemiddeld
Scientific laboratory technician,Helena Dijkstra-Lensen,M,Indiaas,Hoog,Alleenstaand,Midden,VMBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,20,Laag,Slecht,Goed,Goed
Museum/gallery exhibitions officer,Sam de Nijs,M,Nederlands,Laag,Samenwonend,Rechts,HAVO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Beginner,54,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Event organiser,Noud de Vries-Strik,F,Spaans,Gemiddeld,Alleenstaand met kinderen,Midden,MBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Digibeet,91,Laag,Goed,Gemiddeld,Slecht
Quantity surveyor,Frederique Meijer,F,Syrisch,Laag,Alleenstaand,Rechts,HBO,Anders,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,27,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Structural engineer,Willem Vertoor,M,Marokkaans,Gemiddeld,Alleenstaand,Rechts,MBO,Islamitisch,Gescheiden,Zelfstandig,Rijtjeshuis,Intermediate,20,Gemiddeld,Slecht,Slecht,Slecht
Print production planner,Lisanne de la Fleche,M,Nederlands,Gemiddeld,Samenwonend,Links,HAVO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,29,Laag,Gemiddeld,Gemiddeld,Slecht
Neurosurgeon,Luuk Huijben,F,Marokkaans,Hoog,Samenwonend,Midden,MBO,Christelijk,Ongehuwd,Zelfstandig,Rijtjeshuis,Beginner,89,Laag,Goed,Slecht,Slecht
Retail banker,Raf Cornelissen,M,Surinaams,Hoog,Alleenstaand met kinderen,Rechts,WO,Anders,Ongehuwd,Gepensioneerd,Woonboot,Advanced,26,Gemiddeld,Gemiddeld,Goed,Goed
"Administrator, sports",Evi Hendriks,F,Nederlands,Laag,Alleenstaand,Rechts,MBO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Beginner,44,Laag,Gemiddeld,Goed,Gemiddeld
Physiotherapist,Justin van Wassenaar,M,Nederlands,Laag,Samenwonend,Midden,VMBO,Christelijk,Ongehuwd,Gepensioneerd,Studio,Advanced,99,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Engineer, automotive",Loek de Jong,F,Surinaams,Laag,Alleenstaand met kinderen,Links,HBO,Christelijk,Ongehuwd,Parttime,Woonboot,Intermediate,31,Laag,Gemiddeld,Slecht,Goed
Investment analyst,Maarten Shupe,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,HBO,Joods,Gescheiden,Fulltime,Vrijstaand,Beginner,69,Laag,Gemiddeld,Gemiddeld,Goed
"Editor, commissioning",Lieve Keijzer,M,Roemeens,Hoog,Alleenstaand,Midden,HBO,Christelijk,Ongehuwd,Zelfstandig,Rijtjeshuis,Beginner,40,Laag,Gemiddeld,Gemiddeld,Goed
Special effects artist,Selena Rutten,M,Nederlands,Laag,Alleenstaand met kinderen,Rechts,HBO,Christelijk,Gescheiden,Fulltime,Appartement,Beginner,65,Gemiddeld,Slecht,Goed,Gemiddeld
Market researcher,Dina Schotte,M,Chinees,Laag,Samenwonend met kinderen,Rechts,VWO,Joods,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,89,Laag,Goed,Slecht,Gemiddeld
Risk manager,Loïs Huurdeman,F,Pools,Gemiddeld,Alleenstaand,Links,HBO,Atheïstisch,Gehuwd,Werkloos,Twee-onder-een-kap,Advanced,88,Laag,Goed,Gemiddeld,Goed
"Editor, commissioning",Ravi Feltzer-van Mare,M,Nederlands,Hoog,Samenwonend,Rechts,HAVO,Joods,Gescheiden,Parttime,Rijtjeshuis,Intermediate,21,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Network engineer,Evy de Hoogh,F,Portugees,Laag,Samenwonend,Rechts,MBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Advanced,74,Gemiddeld,Goed,Gemiddeld,Gemiddeld
"Horticulturist, commercial",Mats van Vliet-van Jumiège,F,Pools,Laag,Alleenstaand met kinderen,Midden,MBO,Christelijk,Weduwe/Weduwnaar,Student,Rijtjeshuis,Advanced,89,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
