job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Surveyor, building",Yasmin Gervais,M,Nederlands,Gemiddeld,Samenwonend,Links,VMBO,Hindoeïstisch,Ongehuwd,Fulltime,Studio,Beginner,50,Hoog,Slecht,Slecht,Gemiddeld
Warden/ranger,Niek van Rijthoven,M,Eritrees,Hoog,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Student,Appartement,Advanced,68,Laag,Gemiddeld,Goed,Gemiddeld
"Therapist, occupational",Floris Werdes,M,Indonesisch,Laag,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Gescheiden,Fulltime,Appartement,Beginner,62,Laag,Goed,Goed,Gemiddeld
Management consultant,Jorn Stettyn,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,MBO,Islamitisch,Gescheiden,Student,Appartement,Beginner,21,Laag,Gemiddeld,Gemiddeld,Goed
Food technologist,Zoë de Jager,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Midden,WO,Anders,Ongehuwd,Werkloos,Studio,Beginner,70,Gemiddeld,Slecht,Goed,Gemiddeld
Television floor manager,Lize Schatteleijn,M,Portugees,Laag,Samenwonend met kinderen,Rechts,WO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Expert,87,Hoog,Gemiddeld,Slecht,Goed
Medical physicist,Stella Tamsma,F,Nederlands,Gemiddeld,Samenwonend,Links,HAVO,Anders,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,70,Laag,Goed,Goed,Goed
Actuary,Merijn van de Weterink,M,Duits,Gemiddeld,Alleenstaand,Links,HAVO,Islamitisch,Ongehuwd,Werkloos,Appartement,Beginner,40,Laag,Gemiddeld,Goed,Gemiddeld
Health and safety adviser,Mohamed van Loon,F,Nederlands,Laag,Samenwonend,Rechts,HBO,Atheïstisch,Ongehuwd,Student,Appartement,Beginner,90,Laag,Slecht,Gemiddeld,Gemiddeld
"Therapist, sports",Jolijn Goyaerts van Waderle,F,Marokkaans,Gemiddeld,Alleenstaand met kinderen,Midden,HAVO,Anders,Gehuwd,Fulltime,Vrijstaand,Digibeet,65,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Publishing copy,Lukas van Daal,M,Duits,Gemiddeld,Samenwonend met kinderen,Links,MBO,Atheïstisch,Gehuwd,Fulltime,Vrijstaand,Intermediate,60,Laag,Gemiddeld,Goed,Gemiddeld
