job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Civil engineer, consulting",Laura Oemencs,F,Turks,Laag,Samenwonend met kinderen,Rechts,VMBO,Christelijk,Gehuwd,Fulltime,Appartement,Digibeet,77,Hoog,Slecht,Gemiddeld,Gemiddeld
Restaurant manager,Puk Schipper,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,MBO,Hindoeïstisch,Ongehuwd,Fulltime,Vrijstaand,Intermediate,26,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Tourist information centre manager,Luuk van den Wittenboer,M,Somalisch,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,32,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Ranger/warden,Dylan Speijer,M,Italiaans,Hoog,Alleenstaand,Rechts,VMBO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Expert,81,Laag,Gemiddeld,Slecht,Slecht
"Administrator, Civil Service",Finn Pastoors,F,Antilliaans,Laag,Alleenstaand met kinderen,Links,HAVO,Christelijk,Gescheiden,Zelfstandig,Woonboot,Intermediate,68,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Civil Service fast streamer,Liam Goyaerts van Waderle,F,Nederlands,Gemiddeld,Samenwonend,Midden,VWO,Christelijk,Gehuwd,Fulltime,Appartement,Intermediate,79,Hoog,Gemiddeld,Slecht,Gemiddeld
Video editor,Stef Huijzing-Rehorst,F,Nederlands,Laag,Samenwonend,Midden,WO,Islamitisch,Ongehuwd,Zelfstandig,Studio,Intermediate,58,Laag,Gemiddeld,Gemiddeld,Goed
"Civil engineer, consulting",Suze Segerszoen,F,Nederlands,Laag,Alleenstaand,Rechts,Basisonderwijs,Christelijk,Gescheiden,Fulltime,Appartement,Beginner,44,Gemiddeld,Goed,Goed,Goed
Therapeutic radiographer,Jonas Joosten,M,Nederlands,Hoog,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Werkloos,Appartement,Intermediate,66,Hoog,Slecht,Slecht,Gemiddeld
Associate Professor,Chloë Kok,M,Italiaans,Hoog,Samenwonend met kinderen,Rechts,HAVO,Christelijk,Ongehuwd,Student,Rijtjeshuis,Beginner,91,Gemiddeld,Goed,Goed,Goed
Games developer,Demi Hehl,M,Antilliaans,Gemiddeld,Alleenstaand,Links,MBO,Christelijk,Weduwe/Weduwnaar,Parttime,Appartement,Beginner,47,Gemiddeld,Slecht,Goed,Slecht
Tax inspector,James Hoeks-Pons,F,Irakees,Hoog,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Weduwe/Weduwnaar,Parttime,Vrijstaand,Expert,30,Laag,Slecht,Gemiddeld,Goed
Chartered legal executive (England and Wales),Rens van Grondelle,M,Indiaas,Laag,Samenwonend,Links,HBO,Atheïstisch,Gescheiden,Gepensioneerd,Rijtjeshuis,Advanced,20,Gemiddeld,Gemiddeld,Gemiddeld,Goed
