job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Careers information officer,Joshua Maas,M,Somalisch,Laag,Alleenstaand met kinderen,Rechts,VMBO,Christelijk,Ongehuwd,Zelfstandig,Rijtjeshuis,Beginner,93,Gemiddeld,Gemiddeld,Slecht,Slecht
Chartered management accountant,Vigo Kas-Knoers,F,Surinaams,Laag,Samenwonend,Midden,MBO,Anders,Ongehuwd,Fulltime,Appartement,Intermediate,88,Gemiddeld,Gemiddeld,Goed,Goed
Geophysicist/field seismologist,Leon Wouters van Eijndhoven,F,Duits,Hoog,Samenwonend,Midden,MBO,Islamitisch,Weduwe/Weduwnaar,Zelfstandig,Rijtjeshuis,Expert,45,Gemiddeld,Gemiddeld,Goed,Slecht
Nature conservation officer,Pieter Bresé,F,Turks,Gemiddeld,Alleenstaand met kinderen,Rechts,WO,Atheïstisch,Gehuwd,Fulltime,Appartement,Intermediate,25,Gemiddeld,Gemiddeld,Goed,Slecht
"Designer, jewellery",Yasmin Chevresson,F,Nederlands,Gemiddeld,Samenwonend,Midden,MBO,Islamitisch,Gescheiden,Werkloos,Rijtjeshuis,Expert,89,Hoog,Goed,Goed,Gemiddeld
Associate Professor,Catharina Blonk-Bruggeman,F,Surinaams,Gemiddeld,Samenwonend met kinderen,Rechts,HAVO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,92,Laag,Goed,Goed,Gemiddeld
"Scientist, research (life sciences)",Vincent Matthews,F,Antilliaans,Hoog,Alleenstaand,Midden,VWO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Beginner,69,Gemiddeld,Gemiddeld,Goed,Slecht
Retail banker,Hanna ter Waarbeek,F,Nederlands,Laag,Samenwonend,Links,MBO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,52,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Advertising account executive,Leah Voortman,M,Indonesisch,Gemiddeld,Alleenstaand,Midden,VMBO,Hindoeïstisch,Gehuwd,Parttime,Rijtjeshuis,Beginner,93,Laag,Gemiddeld,Gemiddeld,Goed
"Engineer, maintenance (IT)",Esther van den Corput,M,Portugees,Laag,Samenwonend,Midden,HBO,Christelijk,Gehuwd,Parttime,Appartement,Intermediate,64,Laag,Gemiddeld,Slecht,Gemiddeld
Advertising account planner,Sophia Uittenbosch,F,Chinees,Laag,Samenwonend met kinderen,Links,HBO,Christelijk,Weduwe/Weduwnaar,Gepensioneerd,Appartement,Beginner,60,Laag,Slecht,Gemiddeld,Gemiddeld
Chief Marketing Officer,"Charlotte Werl-Arnsberg, van-van der Hoeven",F,Nederlands,Laag,Samenwonend,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,39,Hoog,Gemiddeld,Gemiddeld,Goed
Patent attorney,Bente van Dongen,F,Turks,Laag,Alleenstaand met kinderen,Links,WO,Islamitisch,Ongehuwd,Parttime,Twee-onder-een-kap,Intermediate,53,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Warden/ranger,Lana de Vrome,F,Pools,Hoog,Samenwonend,Links,HAVO,Islamitisch,Ongehuwd,Parttime,Woonboot,Intermediate,62,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Chief Marketing Officer,Alicia van der Heiden-Lamore,M,Antilliaans,Laag,Samenwonend,Rechts,MBO,Christelijk,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,69,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Applications developer,Mika Hazenveld-Boddaugh,F,Italiaans,Laag,Samenwonend met kinderen,Rechts,HAVO,Atheïstisch,Ongehuwd,Fulltime,Studio,Intermediate,69,Laag,Goed,Slecht,Goed
Exhibition designer,Brent Briere-Hermans,F,Italiaans,Gemiddeld,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Gehuwd,Parttime,Appartement,Digibeet,61,Laag,Gemiddeld,Gemiddeld,Goed
Environmental education officer,Marijn Rijntjes,M,Portugees,Laag,Samenwonend,Midden,VMBO,Anders,Gehuwd,Fulltime,Rijtjeshuis,Beginner,22,Laag,Gemiddeld,Gemiddeld,Gemiddeld
