job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Clinical cytogeneticist,Jill van der Strigt-van Boulogne,F,Indonesisch,Gemiddeld,Samenwonend,Links,HBO,Hindoeïstisch,Gehuwd,Student,Vrijstaand,Beginner,96,Gemiddeld,Gemiddeld,Slecht,Goed
Applications developer,Floortje Smeets,F,Nederlands,Hoog,Samenwonend,Midden,VMBO,Christelijk,Gehuwd,Parttime,Vrijstaand,Intermediate,19,Hoog,Gemiddeld,Slecht,Goed
Television/film/video producer,Dylano Jorlink,F,Somalisch,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Gescheiden,Parttime,Vrijstaand,Beginner,68,Hoog,Goed,Slecht,Gemiddeld
Arboriculturist,Yasmine Rackham,F,Indonesisch,Laag,Samenwonend,Rechts,VWO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,99,Laag,Slecht,Gemiddeld,Slecht
Early years teacher,Zeynep Genefaas,F,Syrisch,Hoog,Samenwonend,Rechts,VMBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,62,Hoog,Gemiddeld,Goed,Gemiddeld
Town planner,Lorenzo Ridder,F,Nederlands,Hoog,Alleenstaand,Rechts,VMBO,Joods,Ongehuwd,Fulltime,Woonboot,Beginner,83,Laag,Goed,Gemiddeld,Gemiddeld
"Designer, textile",Jill Lankle,M,Antilliaans,Gemiddeld,Samenwonend,Midden,VMBO,Islamitisch,Gescheiden,Student,Vrijstaand,Beginner,39,Laag,Gemiddeld,Slecht,Gemiddeld
Illustrator,Justin van Bentheim,F,Duits,Laag,Samenwonend,Links,Basisonderwijs,Atheïstisch,Ongehuwd,Parttime,Studio,Intermediate,53,Laag,Goed,Gemiddeld,Gemiddeld
Freight forwarder,Noah Pasman,M,Surinaams,Gemiddeld,Samenwonend met kinderen,Links,WO,Anders,Ongehuwd,Parttime,Rijtjeshuis,Expert,52,Hoog,Goed,Gemiddeld,Gemiddeld
Firefighter,Elise van den Nuwenhuysen,M,Indonesisch,Laag,Samenwonend met kinderen,Rechts,HBO,Boeddhistisch,Ongehuwd,Fulltime,Appartement,Beginner,63,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Fish farm manager,Jayson Jekel,M,Chinees,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,95,Laag,Goed,Gemiddeld,Gemiddeld
International aid/development worker,Liv Claesdr,F,Indonesisch,Hoog,Samenwonend met kinderen,Links,HAVO,Islamitisch,Gehuwd,Fulltime,Appartement,Intermediate,56,Hoog,Goed,Gemiddeld,Gemiddeld
Geophysical data processor,Dina van den Nuwenhijsen,F,Indonesisch,Hoog,Alleenstaand,Links,HBO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Intermediate,34,Hoog,Goed,Gemiddeld,Goed
Museum/gallery exhibitions officer,Jelte Frerichs,F,Afghaans,Hoog,Alleenstaand,Midden,Basisonderwijs,Islamitisch,Ongehuwd,Fulltime,Appartement,Expert,67,Hoog,Goed,Goed,Gemiddeld
Haematologist,Victor van der Brink,M,Duits,Hoog,Alleenstaand met kinderen,Midden,VMBO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,61,Hoog,Gemiddeld,Goed,Gemiddeld
Production engineer,Ashley Coenen,F,Nederlands,Hoog,Alleenstaand,Midden,HBO,Islamitisch,Ongehuwd,Fulltime,Woonboot,Intermediate,85,Laag,Gemiddeld,Slecht,Gemiddeld
Visual merchandiser,Nikki van Kusen,M,Marokkaans,Hoog,Samenwonend,Rechts,HBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,75,Hoog,Goed,Goed,Slecht
