job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Psychotherapist, child",Emma Mens,F,Indiaas,Laag,Alleenstaand,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,56,Laag,Goed,Slecht,Gemiddeld
Youth worker,Bjorn Michielsen-Pierson,F,Portugees,Laag,Samenwonend met kinderen,Links,WO,Atheïstisch,Gescheiden,Fulltime,Woonboot,Intermediate,47,Laag,Slecht,Gemiddeld,Goed
Pensions consultant,Lola Brands-Groote,M,Antilliaans,Gemiddeld,Alleenstaand,Links,WO,Christelijk,Gehuwd,Parttime,Vrijstaand,Beginner,81,Laag,Gemiddeld,Goed,Slecht
Oncologist,Ise van Haarlem,F,Turks,Laag,Alleenstaand,Links,HAVO,Christelijk,Gescheiden,Parttime,Appartement,Advanced,26,Laag,Goed,Goed,Gemiddeld
Hospital doctor,Mirte Pieters van der Maes,F,Roemeens,Laag,Alleenstaand met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Werkloos,Woonboot,Expert,91,Gemiddeld,Slecht,Slecht,Gemiddeld
Television/film/video producer,Mick van Luinenburg,M,Nederlands,Gemiddeld,Alleenstaand,Links,MBO,Boeddhistisch,Gehuwd,Student,Rijtjeshuis,Intermediate,95,Laag,Slecht,Goed,Goed
Tax inspector,Dion Zijlemans,F,Nederlands,Gemiddeld,Alleenstaand,Midden,HBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,24,Laag,Goed,Gemiddeld,Gemiddeld
Chief Marketing Officer,Chloé van der Velden,F,Roemeens,Laag,Samenwonend met kinderen,Midden,Basisonderwijs,Islamitisch,Gehuwd,Fulltime,Twee-onder-een-kap,Beginner,57,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Psychotherapist, dance movement",Mila Sarneel,M,Surinaams,Hoog,Samenwonend,Links,VMBO,Anders,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Beginner,21,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Outdoor activities/education manager,Faas van Wel,F,Nederlands,Laag,Alleenstaand,Midden,HBO,Christelijk,Gehuwd,Fulltime,Appartement,Expert,36,Gemiddeld,Goed,Gemiddeld,Slecht
"Scientist, forensic",Tyler van der Smeede,F,Surinaams,Laag,Samenwonend,Rechts,HAVO,Islamitisch,Gescheiden,Zelfstandig,Appartement,Advanced,70,Laag,Slecht,Gemiddeld,Slecht
Furniture designer,Megan Rousselet,F,Irakees,Laag,Samenwonend,Midden,HBO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,44,Hoog,Gemiddeld,Gemiddeld,Goed
Automotive engineer,Joost Schotte-van der Klein,M,Nederlands,Laag,Samenwonend,Rechts,MBO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Beginner,37,Laag,Gemiddeld,Slecht,Slecht
Pensions consultant,Elin van Vliet,M,Marokkaans,Laag,Samenwonend,Links,HAVO,Atheïstisch,Weduwe/Weduwnaar,Werkloos,Appartement,Intermediate,56,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Dentist,Bram Lorreijn,F,Chinees,Laag,Alleenstaand,Links,MBO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,61,Gemiddeld,Gemiddeld,Slecht,Goed
Writer,Lisa Ooms,F,Portugees,Laag,Alleenstaand,Links,WO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,39,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Scientist, research (life sciences)",Bradley Osterhoudt,F,Antilliaans,Hoog,Samenwonend,Links,Basisonderwijs,Islamitisch,Ongehuwd,Fulltime,Appartement,Intermediate,43,Laag,Gemiddeld,Gemiddeld,Goed
"Engineer, water",Bryan Blokland,F,Pools,Laag,Samenwonend met kinderen,Rechts,HBO,Christelijk,Gehuwd,Fulltime,Vrijstaand,Beginner,48,Hoog,Gemiddeld,Gemiddeld,Slecht
Medical sales representative,Ella Adryaens,F,Pools,Gemiddeld,Alleenstaand met kinderen,Links,VMBO,Christelijk,Weduwe/Weduwnaar,Zelfstandig,Rijtjeshuis,Intermediate,40,Laag,Gemiddeld,Gemiddeld,Slecht
Pensions consultant,Jinthe Broeckx,F,Antilliaans,Gemiddeld,Samenwonend,Midden,HBO,Joods,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,29,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
"Pharmacist, hospital",Eliza Veltman,F,Turks,Laag,Samenwonend met kinderen,Midden,MBO,Christelijk,Ongehuwd,Zelfstandig,Twee-onder-een-kap,Expert,23,Laag,Slecht,Slecht,Goed
Cartographer,Ties Bruggeman,M,Marokkaans,Gemiddeld,Alleenstaand,Links,HBO,Atheïstisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,86,Gemiddeld,Gemiddeld,Slecht,Goed
Psychotherapist,Sara Meyer-van Oosten,M,Bulgaars,Laag,Samenwonend,Midden,MBO,Hindoeïstisch,Ongehuwd,Parttime,Appartement,Intermediate,85,Laag,Goed,Gemiddeld,Gemiddeld
IT technical support officer,Julian van den Assem-Aarden,F,Nederlands,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Ongehuwd,Werkloos,Twee-onder-een-kap,Intermediate,39,Gemiddeld,Goed,Slecht,Slecht
