job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Occupational hygienist,Luna Die Bont,F,Nederlands,Laag,Samenwonend met kinderen,Links,HBO,Christelijk,Gescheiden,Zelfstandig,Vrijstaand,Beginner,26,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Education administrator,Sam Doyle-Aalts,F,Indiaas,Gemiddeld,Alleenstaand,Midden,HBO,Anders,Ongehuwd,Parttime,Vrijstaand,Advanced,53,Laag,Gemiddeld,Slecht,Gemiddeld
Immunologist,Thijs Luitgardis van Neustrië-van Eck,F,Marokkaans,Laag,Alleenstaand,Links,HBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Digibeet,52,Laag,Goed,Gemiddeld,Goed
Magazine journalist,Joep Cant-Krabbe,F,Afghaans,Laag,Samenwonend,Midden,HAVO,Anders,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,51,Hoog,Gemiddeld,Goed,Gemiddeld
Broadcast engineer,Kyan de Vries,M,Nederlands,Hoog,Samenwonend,Midden,VMBO,Christelijk,Weduwe/Weduwnaar,Student,Appartement,Beginner,86,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Learning disability nurse,Amy Risma,M,Bulgaars,Laag,Samenwonend met kinderen,Midden,VWO,Christelijk,Ongehuwd,Werkloos,Twee-onder-een-kap,Advanced,83,Hoog,Gemiddeld,Gemiddeld,Goed
Social worker,Mette van Loon,M,Indiaas,Hoog,Alleenstaand,Midden,HBO,Joods,Ongehuwd,Fulltime,Appartement,Beginner,91,Laag,Gemiddeld,Goed,Gemiddeld
"Therapist, art",Owen Walsteijn,M,Surinaams,Laag,Samenwonend met kinderen,Rechts,Basisonderwijs,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Digibeet,23,Laag,Gemiddeld,Gemiddeld,Goed
Museum/gallery curator,Mila Woudenberg,F,Marokkaans,Laag,Alleenstaand,Midden,HBO,Islamitisch,Gescheiden,Fulltime,Appartement,Digibeet,65,Laag,Goed,Gemiddeld,Gemiddeld
"Librarian, public",Sam de Lange,M,Indiaas,Gemiddeld,Samenwonend,Midden,MBO,Islamitisch,Gescheiden,Student,Rijtjeshuis,Expert,49,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Dancer,Owen der Kijnder,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Hindoeïstisch,Gescheiden,Parttime,Rijtjeshuis,Advanced,32,Laag,Gemiddeld,Gemiddeld,Goed
Medical sales representative,Dylano Henric van den Nuwenhuse,M,Marokkaans,Laag,Alleenstaand met kinderen,Rechts,HAVO,Joods,Ongehuwd,Gepensioneerd,Woonboot,Beginner,46,Laag,Gemiddeld,Gemiddeld,Goed
"Conservator, museum/gallery",Angelina le Briel,F,Bulgaars,Gemiddeld,Alleenstaand,Midden,VWO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Digibeet,94,Hoog,Goed,Gemiddeld,Gemiddeld
Broadcast engineer,Fem van Parijs-van der Pluijm,F,Duits,Hoog,Alleenstaand,Rechts,MBO,Anders,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,90,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Contractor,Elisa de Keijzer-van der Linden,F,Nederlands,Gemiddeld,Samenwonend,Links,MBO,Islamitisch,Gehuwd,Fulltime,Appartement,Intermediate,56,Laag,Slecht,Goed,Gemiddeld
Commercial art gallery manager,Carlijn van Dalem-Brandt,F,Somalisch,Laag,Alleenstaand,Links,VWO,Christelijk,Gehuwd,Parttime,Woonboot,Intermediate,89,Hoog,Gemiddeld,Slecht,Gemiddeld
Restaurant manager,Kim Weylant-Risma,M,Turks,Laag,Alleenstaand,Rechts,VWO,Anders,Ongehuwd,Werkloos,Appartement,Beginner,87,Gemiddeld,Gemiddeld,Goed,Slecht
