job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Psychotherapist, dance movement",Chloé Lankle-Kunen,F,Nederlands,Hoog,Samenwonend met kinderen,Rechts,HBO,Islamitisch,Gehuwd,Parttime,Rijtjeshuis,Beginner,40,Laag,Gemiddeld,Slecht,Goed
"Psychologist, forensic",Rowan Koster,F,Chinees,Gemiddeld,Alleenstaand,Rechts,VMBO,Boeddhistisch,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,20,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Theatre director,Fleur van 't Houteveen,F,Indiaas,Laag,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Digibeet,67,Hoog,Goed,Gemiddeld,Gemiddeld
Photographer,Nout van den Velden,M,Pools,Laag,Samenwonend,Links,VMBO,Islamitisch,Ongehuwd,Parttime,Appartement,Beginner,50,Hoog,Gemiddeld,Gemiddeld,Goed
Commissioning editor,Elize van de Biesenbos,F,Portugees,Laag,Samenwonend met kinderen,Rechts,VMBO,Anders,Ongehuwd,Gepensioneerd,Appartement,Beginner,72,Hoog,Gemiddeld,Goed,Goed
"Therapist, speech and language",Lois van Wassenaar,M,Nederlands,Laag,Samenwonend met kinderen,Midden,MBO,Anders,Ongehuwd,Student,Rijtjeshuis,Intermediate,36,Laag,Gemiddeld,Gemiddeld,Goed
"Investment banker, corporate",Willem Groen,F,Nederlands,Laag,Samenwonend met kinderen,Midden,MBO,Christelijk,Ongehuwd,Student,Twee-onder-een-kap,Intermediate,79,Hoog,Gemiddeld,Slecht,Goed
IT consultant,Aimée Werdes,F,Marokkaans,Laag,Samenwonend,Links,HAVO,Boeddhistisch,Gehuwd,Werkloos,Appartement,Advanced,66,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
Training and development officer,Oscar Keijser,M,Antilliaans,Gemiddeld,Samenwonend,Midden,MBO,Atheïstisch,Weduwe/Weduwnaar,Student,Woonboot,Advanced,52,Laag,Gemiddeld,Gemiddeld,Goed
Magazine journalist,Esther Wutke-Bijlsma,M,Turks,Laag,Samenwonend met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,54,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Occupational psychologist,Bibi van der Veiver,F,Bulgaars,Laag,Alleenstaand,Rechts,WO,Islamitisch,Ongehuwd,Student,Appartement,Intermediate,99,Laag,Gemiddeld,Gemiddeld,Goed
Transport planner,Adam Appelman,F,Syrisch,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Atheïstisch,Ongehuwd,Student,Rijtjeshuis,Intermediate,61,Gemiddeld,Slecht,Slecht,Slecht
Product/process development scientist,Vera Stoffelsz,F,Nederlands,Gemiddeld,Alleenstaand,Rechts,MBO,Boeddhistisch,Gescheiden,Fulltime,Appartement,Advanced,49,Hoog,Goed,Gemiddeld,Slecht
"Buyer, retail",Mason Neuteboom,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Midden,VMBO,Anders,Gescheiden,Gepensioneerd,Appartement,Digibeet,19,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Water engineer,Melissa Overdijk,M,Chinees,Gemiddeld,Samenwonend met kinderen,Links,HBO,Atheïstisch,Ongehuwd,Parttime,Rijtjeshuis,Beginner,30,Laag,Goed,Goed,Gemiddeld
"Lecturer, higher education",Beau van Hoevel en van Zwindrecht,F,Nederlands,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Parttime,Appartement,Beginner,72,Laag,Slecht,Goed,Gemiddeld
Child psychotherapist,Owen Marceron-Strik,F,Duits,Laag,Alleenstaand,Midden,VMBO,Islamitisch,Ongehuwd,Fulltime,Woonboot,Beginner,40,Laag,Slecht,Goed,Gemiddeld
Psychotherapist,Aya Molen,M,Antilliaans,Hoog,Samenwonend met kinderen,Midden,Basisonderwijs,Islamitisch,Ongehuwd,Student,Rijtjeshuis,Advanced,20,Gemiddeld,Goed,Gemiddeld,Slecht
Colour technologist,Suze Aertsz,F,Surinaams,Gemiddeld,Samenwonend met kinderen,Links,WO,Christelijk,Gescheiden,Werkloos,Woonboot,Beginner,91,Hoog,Slecht,Goed,Gemiddeld
Oceanographer,Feline Coret-Coredo,M,Indiaas,Laag,Samenwonend met kinderen,Midden,HAVO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,68,Laag,Slecht,Goed,Gemiddeld
Mudlogger,Amir Dennenberg-Rijntjes,F,Irakees,Gemiddeld,Samenwonend,Rechts,VMBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,60,Gemiddeld,Goed,Goed,Gemiddeld
Barrister's clerk,Sara Beekman-van den Nyeuwenhuysen,F,Eritrees,Laag,Alleenstaand,Rechts,VMBO,Anders,Gehuwd,Student,Twee-onder-een-kap,Beginner,51,Laag,Gemiddeld,Goed,Slecht
Artist,Muhammed Peronne,F,Portugees,Laag,Alleenstaand,Rechts,HAVO,Atheïstisch,Ongehuwd,Parttime,Appartement,Digibeet,70,Laag,Gemiddeld,Goed,Gemiddeld
