job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Copy,Loes van der Ploeg,F,Nederlands,Gemiddeld,Alleenstaand met kinderen,Rechts,VWO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,96,Laag,Goed,Goed,Goed
Primary school teacher,Bibi Walsteijn,M,Turks,Hoog,Samenwonend met kinderen,Rechts,MBO,Islamitisch,Gehuwd,Parttime,Twee-onder-een-kap,Intermediate,98,Gemiddeld,Goed,Goed,Goed
Estate manager/land agent,Tijn Hakker,M,Duits,Gemiddeld,Samenwonend,Rechts,WO,Christelijk,Ongehuwd,Werkloos,Vrijstaand,Beginner,43,Hoog,Goed,Gemiddeld,Gemiddeld
Hospital doctor,Lena van Loon,F,Nederlands,Laag,Samenwonend met kinderen,Midden,VMBO,Hindoeïstisch,Gehuwd,Zelfstandig,Appartement,Digibeet,33,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Interpreter,Xavi Schiffer,F,Syrisch,Laag,Alleenstaand,Rechts,MBO,Hindoeïstisch,Gehuwd,Zelfstandig,Woonboot,Intermediate,43,Gemiddeld,Goed,Goed,Goed
Economist,Lina van den Pol,M,Indiaas,Gemiddeld,Alleenstaand met kinderen,Midden,Basisonderwijs,Islamitisch,Gehuwd,Zelfstandig,Vrijstaand,Beginner,64,Laag,Gemiddeld,Goed,Goed
Learning mentor,Melle van Dooren,F,Nederlands,Laag,Samenwonend,Rechts,HBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,24,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Hotel manager,Danique Giselmeyer-Arts,M,Turks,Hoog,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Werkloos,Twee-onder-een-kap,Beginner,75,Laag,Goed,Gemiddeld,Goed
Secondary school teacher,Bryan Mallien,F,Pools,Hoog,Alleenstaand,Midden,WO,Joods,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,96,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Social research officer, government",Yusuf Keijzer,F,Afghaans,Laag,Alleenstaand,Rechts,MBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Beginner,32,Laag,Goed,Gemiddeld,Gemiddeld
