job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Cytogeneticist,Jente van der Brink,F,Nederlands,Laag,Alleenstaand,Midden,WO,Islamitisch,Gehuwd,Zelfstandig,Appartement,Beginner,67,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Social researcher,Dave Dekker,F,Marokkaans,Hoog,Alleenstaand,Midden,Basisonderwijs,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Advanced,33,Hoog,Goed,Gemiddeld,Gemiddeld
Cartographer,Pleun Kallen-Korstman,F,Duits,Gemiddeld,Samenwonend met kinderen,Rechts,VMBO,Christelijk,Ongehuwd,Zelfstandig,Woonboot,Digibeet,19,Hoog,Goed,Gemiddeld,Gemiddeld
Land/geomatics surveyor,Selena Stichter,F,Marokkaans,Laag,Alleenstaand,Midden,HBO,Christelijk,Gehuwd,Student,Rijtjeshuis,Advanced,74,Hoog,Gemiddeld,Gemiddeld,Goed
Proofreader,Yfke Janse,F,Marokkaans,Hoog,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Student,Twee-onder-een-kap,Advanced,32,Gemiddeld,Slecht,Slecht,Gemiddeld
Systems developer,Milo Peeters-de Nijs,M,Duits,Laag,Alleenstaand,Rechts,MBO,Anders,Gescheiden,Zelfstandig,Appartement,Beginner,84,Hoog,Gemiddeld,Goed,Gemiddeld
Insurance risk surveyor,Jack Gepa van Bourgondië,M,Indonesisch,Laag,Alleenstaand met kinderen,Midden,MBO,Islamitisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Digibeet,57,Laag,Slecht,Slecht,Slecht
Nature conservation officer,Ceylin van Dagsburg,M,Nederlands,Laag,Samenwonend met kinderen,Links,VWO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,69,Laag,Gemiddeld,Goed,Goed
"Teacher, music",Hendrik van Formbach,F,Somalisch,Hoog,Samenwonend met kinderen,Links,HAVO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Beginner,78,Laag,Goed,Gemiddeld,Gemiddeld
Trade mark attorney,Suus Nijman,F,Turks,Laag,Samenwonend,Midden,HAVO,Boeddhistisch,Ongehuwd,Student,Rijtjeshuis,Intermediate,86,Hoog,Gemiddeld,Goed,Gemiddeld
"Designer, furniture",Elisa Houdijk,F,Nederlands,Hoog,Alleenstaand met kinderen,Rechts,HBO,Hindoeïstisch,Weduwe/Weduwnaar,Gepensioneerd,Appartement,Intermediate,68,Laag,Gemiddeld,Gemiddeld,Slecht
Armed forces technical officer,Youssef Corstiaens,M,Turks,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,22,Laag,Gemiddeld,Goed,Gemiddeld
Hospital doctor,Jennifer Rademaker,F,Spaans,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Digibeet,65,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Operations geologist,Tristan van Geffen-Linschoten,F,Surinaams,Laag,Samenwonend,Midden,MBO,Christelijk,Ongehuwd,Fulltime,Woonboot,Digibeet,75,Laag,Gemiddeld,Slecht,Goed
Museum education officer,Kevin Stuivenberg,M,Marokkaans,Hoog,Samenwonend met kinderen,Links,MBO,Christelijk,Gescheiden,Parttime,Appartement,Beginner,81,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Contractor,Dani Estey,F,Marokkaans,Gemiddeld,Samenwonend,Links,VWO,Christelijk,Gehuwd,Fulltime,Appartement,Beginner,68,Gemiddeld,Goed,Gemiddeld,Gemiddeld
"Psychologist, counselling",Gijs Vertooren,M,Nederlands,Laag,Samenwonend,Links,HAVO,Atheïstisch,Gescheiden,Gepensioneerd,Appartement,Intermediate,71,Gemiddeld,Slecht,Slecht,Gemiddeld
Chartered accountant,Lana Galijn,M,Turks,Laag,Alleenstaand met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Parttime,Studio,Digibeet,58,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Interpreter,Sam Heribert van Laon-Sanders,F,Marokkaans,Gemiddeld,Samenwonend,Links,WO,Atheïstisch,Ongehuwd,Student,Twee-onder-een-kap,Beginner,61,Laag,Slecht,Goed,Gemiddeld
Forest/woodland manager,Anne Versluijs,F,Irakees,Laag,Alleenstaand met kinderen,Rechts,Basisonderwijs,Christelijk,Ongehuwd,Gepensioneerd,Woonboot,Intermediate,80,Laag,Slecht,Gemiddeld,Gemiddeld
"Surveyor, building control",Dina Schelvis,F,Surinaams,Laag,Alleenstaand met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Advanced,76,Laag,Gemiddeld,Gemiddeld,Slecht
"Engineer, automotive",Ceylin Houdijk,F,Nederlands,Hoog,Samenwonend met kinderen,Midden,HAVO,Islamitisch,Ongehuwd,Zelfstandig,Studio,Beginner,59,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Adult guidance worker,Michelle Boeser,F,Duits,Gemiddeld,Samenwonend met kinderen,Midden,VMBO,Christelijk,Gehuwd,Fulltime,Twee-onder-een-kap,Beginner,68,Gemiddeld,Slecht,Gemiddeld,Slecht
"Designer, fashion/clothing",Sander Oemencs-Pieters van der Maes,F,Marokkaans,Laag,Samenwonend,Rechts,VWO,Christelijk,Gescheiden,Fulltime,Twee-onder-een-kap,Beginner,82,Gemiddeld,Gemiddeld,Goed,Goed
Seismic interpreter,Lex van den Nuwenhijsen,M,Roemeens,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,34,Hoog,Gemiddeld,Goed,Slecht
