job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Financial trader,Ecrin de Marduras-van Engeland,M,Nederlands,Gemiddeld,Alleenstaand,Links,VMBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,22,Hoog,Gemiddeld,Goed,Goed
Art therapist,Ryan Strijker,M,Duits,Hoog,Alleenstaand met kinderen,Midden,VMBO,Atheïstisch,Gehuwd,Fulltime,Appartement,Intermediate,32,Laag,Goed,Gemiddeld,Gemiddeld
Field seismologist,Britt van den Nuwenhuysen,F,Turks,Laag,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,69,Gemiddeld,Slecht,Slecht,Slecht
Architect,Daniël van Dalem,F,Surinaams,Hoog,Samenwonend met kinderen,Links,HBO,Islamitisch,Weduwe/Weduwnaar,Fulltime,Vrijstaand,Beginner,81,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Higher education careers adviser,Maartje Maaswinkel,M,Pools,Hoog,Samenwonend,Links,WO,Anders,Weduwe/Weduwnaar,Werkloos,Rijtjeshuis,Intermediate,59,Hoog,Goed,Gemiddeld,Goed
"Nurse, learning disability",Hailey Oemencs,F,Nederlands,Laag,Alleenstaand,Midden,HBO,Boeddhistisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,36,Laag,Gemiddeld,Goed,Gemiddeld
Broadcast engineer,Angelina Brandt,M,Pools,Gemiddeld,Alleenstaand,Midden,HAVO,Islamitisch,Ongehuwd,Fulltime,Appartement,Intermediate,49,Hoog,Goed,Goed,Slecht
"Buyer, industrial",Olivia van Wickerode-Weyland,M,Nederlands,Laag,Samenwonend met kinderen,Midden,Basisonderwijs,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,21,Laag,Slecht,Goed,Goed
Associate Professor,Meike van den Pol,M,Duits,Hoog,Samenwonend,Midden,MBO,Joods,Ongehuwd,Zelfstandig,Twee-onder-een-kap,Digibeet,88,Hoog,Slecht,Goed,Gemiddeld
"Librarian, academic",Elin Waardeloo-Knoers,M,Indonesisch,Laag,Samenwonend,Midden,HAVO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Beginner,67,Hoog,Goed,Goed,Gemiddeld
