job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Risk analyst,Tijs van der Laarse,M,Syrisch,Laag,Samenwonend,Links,HAVO,Anders,Gescheiden,Zelfstandig,Appartement,Expert,74,Hoog,Goed,Goed,Goed
"Administrator, charities/voluntary organisations",Aaron Spies,F,Duits,Gemiddeld,Samenwonend met kinderen,Links,MBO,Hindoeïstisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Digibeet,52,Laag,Goed,Goed,Goed
"Production assistant, television",Joep Goedhart-van Duvenvoirde,F,Surinaams,Hoog,Alleenstaand met kinderen,Rechts,MBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Expert,75,Laag,Goed,Gemiddeld,Goed
Quantity surveyor,Lot Koning,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,VMBO,Atheïstisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,51,Laag,Gemiddeld,Gemiddeld,Goed
Research scientist (medical),Demi Vink,M,Pools,Laag,Samenwonend,Rechts,MBO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Advanced,23,Laag,Goed,Slecht,Slecht
Ambulance person,Julian van de Biesenbos-Jansen,M,Chinees,Laag,Samenwonend met kinderen,Rechts,WO,Anders,Gehuwd,Fulltime,Appartement,Beginner,88,Laag,Gemiddeld,Slecht,Gemiddeld
Community education officer,Nova Belpere,F,Turks,Laag,Samenwonend met kinderen,Midden,HAVO,Boeddhistisch,Ongehuwd,Parttime,Rijtjeshuis,Beginner,68,Laag,Slecht,Gemiddeld,Slecht
"Designer, jewellery",Wout Butselaar,M,Nederlands,Gemiddeld,Samenwonend,Rechts,Basisonderwijs,Islamitisch,Ongehuwd,Student,Appartement,Beginner,73,Hoog,Gemiddeld,Goed,Gemiddeld
Clinical embryologist,Hendrik Smits,F,Marokkaans,Laag,Samenwonend,Links,MBO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Digibeet,49,Laag,Gemiddeld,Slecht,Goed
Set designer,Nynke Veltman-Heerkens,F,Nederlands,Gemiddeld,Alleenstaand,Midden,VMBO,Atheïstisch,Gehuwd,Parttime,Rijtjeshuis,Beginner,61,Hoog,Goed,Slecht,Gemiddeld
Retail merchandiser,Jasper van Ham-van Boven,M,Duits,Laag,Samenwonend,Rechts,HBO,Atheïstisch,Weduwe/Weduwnaar,Fulltime,Appartement,Intermediate,63,Hoog,Goed,Slecht,Gemiddeld
Speech and language therapist,Berend Schulten,M,Eritrees,Laag,Samenwonend met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Gepensioneerd,Vrijstaand,Intermediate,32,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Journalist, broadcasting",Kim van Hemert-Sestig,M,Indiaas,Laag,Samenwonend,Links,HAVO,Christelijk,Gescheiden,Fulltime,Twee-onder-een-kap,Intermediate,38,Gemiddeld,Goed,Slecht,Slecht
"Librarian, academic",Jort van Henegouwen,M,Pools,Laag,Alleenstaand,Links,MBO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Advanced,32,Gemiddeld,Goed,Goed,Slecht
Phytotherapist,Eline van Maaren,M,Afghaans,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Weduwe/Weduwnaar,Zelfstandig,Appartement,Beginner,33,Hoog,Gemiddeld,Gemiddeld,Goed
Psychiatric nurse,Ise Kortman,F,Nederlands,Hoog,Alleenstaand,Links,WO,Christelijk,Gescheiden,Zelfstandig,Appartement,Intermediate,26,Laag,Gemiddeld,Gemiddeld,Goed
"Buyer, retail",Elisabeth van Dam,M,Nederlands,Laag,Alleenstaand met kinderen,Rechts,HBO,Anders,Gehuwd,Werkloos,Rijtjeshuis,Beginner,45,Laag,Gemiddeld,Slecht,Slecht
"Therapist, occupational",Rafael Kalman,F,Nederlands,Gemiddeld,Alleenstaand,Midden,WO,Anders,Gescheiden,Fulltime,Rijtjeshuis,Beginner,21,Hoog,Slecht,Goed,Gemiddeld
"Teacher, secondary school",Joy Slingerland,F,Nederlands,Gemiddeld,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Advanced,41,Laag,Gemiddeld,Gemiddeld,Slecht
Exhibition designer,Raf Pauwels-van Dalem,F,Nederlands,Gemiddeld,Alleenstaand,Links,MBO,Christelijk,Ongehuwd,Werkloos,Twee-onder-een-kap,Beginner,91,Gemiddeld,Gemiddeld,Goed,Goed
Chartered legal executive (England and Wales),Madelief Vrancken-Winters,F,Nederlands,Gemiddeld,Alleenstaand,Rechts,MBO,Atheïstisch,Weduwe/Weduwnaar,Zelfstandig,Vrijstaand,Digibeet,78,Laag,Gemiddeld,Goed,Gemiddeld
