job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Accountant, chartered public finance",Dave van Hoevel en van Zwindrecht,F,Nederlands,Gemiddeld,Alleenstaand met kinderen,Links,VMBO,Boeddhistisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Advanced,33,Laag,Goed,Gemiddeld,Gemiddeld
Warehouse manager,Youssef Coreth von und zu Coredo und Starkenberg-de Bruin,F,Indiaas,Laag,Alleenstaand,Midden,VMBO,Christelijk,Gescheiden,Werkloos,Rijtjeshuis,Advanced,52,Laag,Gemiddeld,Goed,Goed
"Producer, radio",Adam David,M,Turks,Laag,Alleenstaand,Links,VMBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,72,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Chartered certified accountant,Ilse Dircken,M,Marokkaans,Laag,Samenwonend met kinderen,Rechts,HBO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Beginner,47,Laag,Gemiddeld,Slecht,Goed
Research scientist (physical sciences),Guusje Huel,F,Nederlands,Gemiddeld,Samenwonend,Links,HBO,Islamitisch,Ongehuwd,Gepensioneerd,Woonboot,Intermediate,99,Laag,Goed,Gemiddeld,Goed
"Scientist, marine",Maxim van der Maath,F,Syrisch,Laag,Samenwonend met kinderen,Links,VMBO,Hindoeïstisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,18,Laag,Goed,Goed,Slecht
Ecologist,Nora le Floch,M,Marokkaans,Laag,Alleenstaand,Links,HAVO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Beginner,53,Laag,Goed,Gemiddeld,Slecht
Photographer,Lizzy Bernaards-Rijntjes,M,Italiaans,Laag,Alleenstaand,Links,HBO,Christelijk,Weduwe/Weduwnaar,Fulltime,Appartement,Beginner,73,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
"Surveyor, planning and development",Milan Thomas,F,Somalisch,Laag,Alleenstaand met kinderen,Links,VMBO,Christelijk,Gehuwd,Gepensioneerd,Twee-onder-een-kap,Advanced,33,Laag,Gemiddeld,Gemiddeld,Goed
Occupational psychologist,Milo van Vlaanderen,M,Duits,Laag,Samenwonend met kinderen,Midden,VWO,Hindoeïstisch,Gehuwd,Fulltime,Appartement,Beginner,78,Laag,Goed,Goed,Gemiddeld
Interpreter,Elif van Hamaland,M,Nederlands,Laag,Alleenstaand,Rechts,VMBO,Atheïstisch,Gescheiden,Parttime,Appartement,Beginner,58,Laag,Slecht,Gemiddeld,Slecht
Hospital doctor,Noëlle Pauwels,M,Duits,Laag,Samenwonend met kinderen,Rechts,MBO,Hindoeïstisch,Gehuwd,Fulltime,Twee-onder-een-kap,Intermediate,62,Gemiddeld,Slecht,Goed,Gemiddeld
