job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Sales executive,Emma van Nederlotharingen,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,VMBO,Atheïstisch,Ongehuwd,Werkloos,Appartement,Advanced,64,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Network engineer,Boaz de Wit,F,Nederlands,Laag,Samenwonend met kinderen,Links,VMBO,Atheïstisch,Gehuwd,Parttime,Appartement,Intermediate,47,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Insurance risk surveyor,Silke van Wel-Dubois,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Parttime,Appartement,Beginner,43,Hoog,Goed,Gemiddeld,Goed
"Therapist, art",Fenna de Graaf-Manne,F,Pools,Hoog,Samenwonend met kinderen,Midden,VWO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,24,Laag,Gemiddeld,Gemiddeld,Goed
"Education officer, community",Victor Spies,M,Syrisch,Laag,Samenwonend met kinderen,Rechts,HBO,Anders,Ongehuwd,Fulltime,Rijtjeshuis,Expert,58,Laag,Slecht,Gemiddeld,Goed
Land/geomatics surveyor,Lucas de Boer,M,Spaans,Laag,Samenwonend,Links,HBO,Christelijk,Ongehuwd,Parttime,Appartement,Beginner,91,Laag,Gemiddeld,Slecht,Goed
"Psychologist, forensic",Dion Dekker,M,Nederlands,Gemiddeld,Alleenstaand,Midden,MBO,Anders,Gehuwd,Fulltime,Twee-onder-een-kap,Beginner,93,Laag,Gemiddeld,Gemiddeld,Slecht
Electronics engineer,Jayson van Mil-de Jong,F,Nederlands,Laag,Samenwonend,Rechts,MBO,Hindoeïstisch,Gehuwd,Fulltime,Rijtjeshuis,Beginner,32,Laag,Gemiddeld,Slecht,Gemiddeld
Quarry manager,Juliette Schenk,F,Pools,Laag,Samenwonend,Links,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Expert,18,Laag,Slecht,Gemiddeld,Slecht
Tax adviser,Samuel Guit-van der Berg,M,Nederlands,Laag,Samenwonend,Links,MBO,Anders,Ongehuwd,Student,Appartement,Beginner,28,Laag,Gemiddeld,Slecht,Goed
Seismic interpreter,Emily Hellevoort,F,Marokkaans,Hoog,Samenwonend met kinderen,Links,HAVO,Anders,Ongehuwd,Zelfstandig,Rijtjeshuis,Advanced,58,Laag,Slecht,Goed,Gemiddeld
Geographical information systems officer,Danique van Wassenaar-van der Lede,M,Nederlands,Laag,Samenwonend,Rechts,MBO,Anders,Ongehuwd,Parttime,Appartement,Intermediate,77,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Pathologist,Siem van Luin,F,Turks,Gemiddeld,Samenwonend met kinderen,Midden,VMBO,Islamitisch,Ongehuwd,Werkloos,Twee-onder-een-kap,Digibeet,38,Laag,Gemiddeld,Gemiddeld,Goed
"Scientist, water quality",Elisa de Graaf,M,Nederlands,Laag,Alleenstaand met kinderen,Links,MBO,Anders,Gehuwd,Parttime,Appartement,Intermediate,78,Hoog,Gemiddeld,Goed,Goed
Podiatrist,Lucas van Hemert-van Bernicia,F,Nederlands,Gemiddeld,Samenwonend,Links,VMBO,Boeddhistisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,56,Gemiddeld,Slecht,Slecht,Slecht
Insurance claims handler,Xavi van der Laarse-van Voorhout,F,Bulgaars,Gemiddeld,Alleenstaand,Links,VMBO,Boeddhistisch,Ongehuwd,Fulltime,Vrijstaand,Intermediate,83,Gemiddeld,Goed,Slecht,Gemiddeld
"Scientist, water quality",Evelien Moenen,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,VWO,Anders,Ongehuwd,Fulltime,Appartement,Beginner,71,Hoog,Gemiddeld,Goed,Goed
"Administrator, arts",Victor Vaessen,M,Nederlands,Laag,Alleenstaand met kinderen,Midden,HBO,Islamitisch,Gescheiden,Werkloos,Rijtjeshuis,Intermediate,51,Laag,Goed,Gemiddeld,Goed
Drilling engineer,Yassin Smit-van Dam,M,Nederlands,Laag,Samenwonend,Midden,Basisonderwijs,Anders,Ongehuwd,Fulltime,Studio,Digibeet,92,Hoog,Gemiddeld,Slecht,Gemiddeld
Television floor manager,Raf Tins,M,Indiaas,Hoog,Alleenstaand,Links,VMBO,Christelijk,Ongehuwd,Student,Vrijstaand,Intermediate,37,Laag,Goed,Goed,Gemiddeld
Medical illustrator,Noud Roessink,F,Surinaams,Gemiddeld,Alleenstaand met kinderen,Links,MBO,Islamitisch,Ongehuwd,Parttime,Rijtjeshuis,Expert,91,Laag,Goed,Gemiddeld,Gemiddeld
Make,Hugo Scholten,F,Nederlands,Laag,Samenwonend met kinderen,Links,MBO,Islamitisch,Ongehuwd,Student,Rijtjeshuis,Intermediate,95,Laag,Slecht,Slecht,Goed
Biomedical engineer,Robin Jones-Arent,F,Turks,Gemiddeld,Samenwonend met kinderen,Midden,WO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Beginner,32,Laag,Slecht,Gemiddeld,Gemiddeld
