job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Fast food restaurant manager,Jolijn Weylant,F,Duits,Laag,Alleenstaand,Midden,VMBO,Christelijk,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Expert,63,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Electrical engineer,Kim Veenendaal,F,Nederlands,Laag,Alleenstaand met kinderen,Links,VMBO,Christelijk,Weduwe/Weduwnaar,Student,Rijtjeshuis,Digibeet,62,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Publishing copy,Jayda Gellemeyer-Kleybrink,F,Turks,Gemiddeld,Samenwonend met kinderen,Rechts,HBO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,29,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Acupuncturist,Jonas van Liendert-van Bunschoten,M,Somalisch,Gemiddeld,Samenwonend,Rechts,WO,Atheïstisch,Gehuwd,Fulltime,Appartement,Beginner,20,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
Water engineer,Kyara de Grote,F,Chinees,Gemiddeld,Samenwonend,Rechts,VMBO,Boeddhistisch,Gehuwd,Parttime,Appartement,Advanced,48,Laag,Goed,Goed,Goed
"Copywriter, advertising",Stef Brumleve,F,Nederlands,Laag,Alleenstaand met kinderen,Links,VWO,Christelijk,Gescheiden,Student,Rijtjeshuis,Advanced,40,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Nurse, adult",Philip de Bruijn,F,Marokkaans,Laag,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Gehuwd,Student,Appartement,Digibeet,22,Laag,Goed,Gemiddeld,Goed
English as a foreign language teacher,Ayden van Salm-Lensen,M,Indonesisch,Gemiddeld,Samenwonend,Midden,VMBO,Atheïstisch,Gehuwd,Parttime,Twee-onder-een-kap,Advanced,78,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
"Embryologist, clinical",Nova Hoogers,F,Chinees,Laag,Samenwonend met kinderen,Rechts,MBO,Atheïstisch,Ongehuwd,Fulltime,Studio,Intermediate,55,Laag,Goed,Gemiddeld,Gemiddeld
Medical sales representative,James Garret,F,Bulgaars,Gemiddeld,Samenwonend,Midden,HBO,Christelijk,Gehuwd,Parttime,Vrijstaand,Beginner,54,Gemiddeld,Slecht,Goed,Gemiddeld
Osteopath,Britt Jansdr-van der Flaas,F,Indonesisch,Hoog,Samenwonend met kinderen,Midden,VWO,Christelijk,Gescheiden,Fulltime,Appartement,Intermediate,71,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Records manager,Puck van Luxemburg,M,Surinaams,Laag,Alleenstaand,Links,VWO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,19,Hoog,Slecht,Goed,Goed
Nutritional therapist,Alicia Furda,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Gescheiden,Parttime,Twee-onder-een-kap,Advanced,75,Gemiddeld,Slecht,Goed,Goed
"Surveyor, building",Sterre le Gulcher,F,Surinaams,Gemiddeld,Alleenstaand met kinderen,Midden,MBO,Christelijk,Ongehuwd,Student,Rijtjeshuis,Digibeet,76,Laag,Gemiddeld,Gemiddeld,Goed
Newspaper journalist,Thomas Lensen-Werdes,F,Chinees,Hoog,Samenwonend,Midden,MBO,Boeddhistisch,Gescheiden,Parttime,Studio,Intermediate,97,Hoog,Goed,Gemiddeld,Goed
Town planner,Ali van Nimwegen,F,Syrisch,Laag,Alleenstaand,Midden,VMBO,Christelijk,Ongehuwd,Parttime,Studio,Advanced,62,Gemiddeld,Goed,Gemiddeld,Goed
Conference centre manager,Johanna Kisman,F,Marokkaans,Laag,Alleenstaand,Rechts,HBO,Islamitisch,Gehuwd,Parttime,Appartement,Beginner,78,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Press photographer,Ninthe Adriaensdr,F,Eritrees,Laag,Alleenstaand,Links,MBO,Anders,Ongehuwd,Fulltime,Vrijstaand,Expert,74,Hoog,Goed,Goed,Slecht
