job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Scientist, clinical (histocompatibility and immunogenetics)",Tim van Mil-Wolfsdr,M,Portugees,Hoog,Samenwonend,Links,VWO,Islamitisch,Gehuwd,Zelfstandig,Rijtjeshuis,Beginner,95,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Medical laboratory scientific officer,Stefan van den Brand,M,Nederlands,Laag,Samenwonend,Rechts,VMBO,Islamitisch,Gehuwd,Fulltime,Appartement,Intermediate,60,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
"Investment banker, operational",Max van Straaten,M,Portugees,Gemiddeld,Samenwonend,Rechts,VMBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,60,Gemiddeld,Slecht,Slecht,Goed
"Engineer, automotive",Joshua Doorhof,F,Afghaans,Gemiddeld,Samenwonend met kinderen,Links,MBO,Hindoeïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,82,Laag,Gemiddeld,Slecht,Slecht
Further education lecturer,Twan Woutersz-Mol,F,Nederlands,Hoog,Samenwonend met kinderen,Links,HBO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Beginner,97,Hoog,Gemiddeld,Slecht,Slecht
Health physicist,Nova van den Pol-Broek,F,Indiaas,Hoog,Alleenstaand,Links,HBO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,38,Laag,Goed,Gemiddeld,Gemiddeld
"Scientist, physiological",Kick Huijbrechts,F,Irakees,Laag,Alleenstaand,Links,MBO,Islamitisch,Gehuwd,Student,Studio,Intermediate,20,Gemiddeld,Slecht,Goed,Slecht
Curator,Lucy Bos,F,Italiaans,Hoog,Alleenstaand met kinderen,Rechts,MBO,Atheïstisch,Gehuwd,Student,Studio,Intermediate,40,Gemiddeld,Gemiddeld,Goed,Slecht
Sports therapist,Rick Heinrichs,M,Chinees,Laag,Alleenstaand met kinderen,Links,VMBO,Islamitisch,Ongehuwd,Student,Rijtjeshuis,Expert,22,Laag,Gemiddeld,Goed,Gemiddeld
Immunologist,Mart Elbertse-Alpaidis,M,Turks,Gemiddeld,Samenwonend,Midden,MBO,Christelijk,Ongehuwd,Student,Appartement,Advanced,94,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Psychologist, clinical",Lieve Jurrijens,F,Nederlands,Laag,Alleenstaand,Links,VMBO,Anders,Gescheiden,Fulltime,Rijtjeshuis,Beginner,54,Gemiddeld,Goed,Gemiddeld,Goed
"Pharmacist, hospital",Lars van Duvenvoirde,F,Turks,Laag,Alleenstaand,Links,WO,Islamitisch,Ongehuwd,Parttime,Rijtjeshuis,Beginner,85,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Writer,Merle Klomp Jan-Wolffel,M,Eritrees,Laag,Alleenstaand,Midden,MBO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Advanced,23,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Lexicographer,Jorn van Noordeloos,M,Spaans,Gemiddeld,Samenwonend,Midden,HBO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,31,Laag,Gemiddeld,Gemiddeld,Slecht
Operational investment banker,Bo Emmen,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Christelijk,Ongehuwd,Student,Studio,Intermediate,46,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Sales promotion account executive,Annabel van der Veiver-Breugelensis,M,Nederlands,Laag,Samenwonend,Midden,WO,Joods,Ongehuwd,Zelfstandig,Studio,Digibeet,80,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Scientist, research (physical sciences)",Mare Otte,F,Indonesisch,Gemiddeld,Samenwonend,Links,WO,Anders,Gehuwd,Fulltime,Studio,Digibeet,51,Laag,Goed,Slecht,Slecht
"Teacher, special educational needs",Thom de Vos,M,Nederlands,Gemiddeld,Alleenstaand,Midden,VMBO,Atheïstisch,Ongehuwd,Student,Rijtjeshuis,Advanced,89,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Neurosurgeon,Lucas Wutke-Cosman,M,Italiaans,Hoog,Samenwonend,Rechts,MBO,Christelijk,Gescheiden,Zelfstandig,Rijtjeshuis,Beginner,59,Laag,Gemiddeld,Slecht,Slecht
Probation officer,Meike Wilcken,F,Surinaams,Hoog,Samenwonend,Rechts,WO,Islamitisch,Gehuwd,Fulltime,Vrijstaand,Beginner,81,Hoog,Goed,Gemiddeld,Slecht
Air cabin crew,Jake Sprong,M,Turks,Hoog,Samenwonend met kinderen,Links,HAVO,Atheïstisch,Ongehuwd,Student,Rijtjeshuis,Intermediate,97,Laag,Goed,Slecht,Slecht
Child psychotherapist,Fabian Potters,M,Nederlands,Hoog,Alleenstaand met kinderen,Links,WO,Islamitisch,Ongehuwd,Parttime,Twee-onder-een-kap,Advanced,71,Laag,Gemiddeld,Slecht,Gemiddeld
Government social research officer,Siem Matthews,F,Chinees,Hoog,Samenwonend,Midden,MBO,Christelijk,Ongehuwd,Parttime,Appartement,Expert,61,Laag,Slecht,Goed,Goed
Retail banker,Sil Bolkesteijn,M,Indonesisch,Laag,Alleenstaand met kinderen,Midden,VWO,Joods,Weduwe/Weduwnaar,Zelfstandig,Rijtjeshuis,Advanced,74,Gemiddeld,Slecht,Goed,Gemiddeld
Early years teacher,Arie d' Heripon,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,VWO,Joods,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,55,Laag,Goed,Goed,Gemiddeld
"Development worker, international aid",Maria Unruoch Hunerik,F,Bulgaars,Laag,Alleenstaand met kinderen,Midden,HAVO,Atheïstisch,Gescheiden,Fulltime,Appartement,Advanced,59,Laag,Goed,Goed,Slecht
"Librarian, public",Zakaria Aeije,F,Indiaas,Hoog,Alleenstaand met kinderen,Links,HAVO,Atheïstisch,Ongehuwd,Zelfstandig,Appartement,Intermediate,25,Laag,Slecht,Goed,Goed
Engineering geologist,Kian Romijn-Wooning,F,Italiaans,Laag,Samenwonend,Links,HAVO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Digibeet,80,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
"Scientist, research (life sciences)",Dina van den Nuwenhuysen-Thomas,F,Marokkaans,Laag,Samenwonend,Links,MBO,Islamitisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,62,Laag,Slecht,Gemiddeld,Slecht
