job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Barrister's clerk,Beau Heijmen,F,Roemeens,Laag,Alleenstaand,Rechts,HAVO,Christelijk,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Intermediate,49,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Amenity horticulturist,Suze Schakelaar,F,Nederlands,Gemiddeld,Alleenstaand,Links,HBO,Atheïstisch,Ongehuwd,Student,Appartement,Advanced,83,Hoog,Goed,Slecht,Goed
Corporate treasurer,Amelia Marceron,M,Portugees,Hoog,Alleenstaand met kinderen,Links,HAVO,Christelijk,Gescheiden,Gepensioneerd,Rijtjeshuis,Advanced,55,Laag,Gemiddeld,Gemiddeld,Slecht
"Clinical scientist, histocompatibility and immunogenetics",Tom Eckhardt,M,Pools,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Anders,Gehuwd,Zelfstandig,Appartement,Advanced,95,Gemiddeld,Gemiddeld,Goed,Goed
"Teacher, early years/pre",Inaya Gellemeyer,M,Indonesisch,Gemiddeld,Samenwonend met kinderen,Rechts,HBO,Islamitisch,Gescheiden,Werkloos,Appartement,Intermediate,81,Laag,Gemiddeld,Goed,Slecht
"Therapist, speech and language",Romy Sarneel-Eckhardt,F,Portugees,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,75,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Curator,Senna Aelftrud van Wessex-Claesner,M,Nederlands,Laag,Samenwonend,Rechts,MBO,Anders,Gehuwd,Werkloos,Studio,Advanced,22,Laag,Slecht,Gemiddeld,Slecht
Health physicist,Loes Uphuis,F,Turks,Gemiddeld,Alleenstaand,Midden,VMBO,Christelijk,Gescheiden,Fulltime,Twee-onder-een-kap,Advanced,35,Gemiddeld,Goed,Goed,Slecht
Theatre director,Fenne de Grunt,F,Nederlands,Laag,Alleenstaand met kinderen,Links,VMBO,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,79,Hoog,Gemiddeld,Slecht,Goed
Television production assistant,Robin Huisman,F,Roemeens,Gemiddeld,Samenwonend met kinderen,Links,WO,Christelijk,Gescheiden,Fulltime,Woonboot,Beginner,86,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Ecologist,Rosa Everts-Veenendaal,F,Bulgaars,Laag,Alleenstaand,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,28,Hoog,Gemiddeld,Goed,Goed
Prison officer,Carlijn van Jumiège-Schenkel,M,Nederlands,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Gescheiden,Student,Vrijstaand,Beginner,40,Laag,Goed,Goed,Gemiddeld
Field trials officer,Lindsey van Vermandois,F,Portugees,Laag,Alleenstaand met kinderen,Links,MBO,Atheïstisch,Ongehuwd,Fulltime,Studio,Beginner,73,Gemiddeld,Slecht,Gemiddeld,Goed
Patent examiner,Simon Kuiper,M,Nederlands,Gemiddeld,Samenwonend,Links,HAVO,Christelijk,Gescheiden,Gepensioneerd,Rijtjeshuis,Beginner,91,Gemiddeld,Goed,Goed,Gemiddeld
Chartered management accountant,Maaike van Beeck-Steenbakkers,M,Italiaans,Gemiddeld,Alleenstaand,Links,HBO,Islamitisch,Gehuwd,Gepensioneerd,Twee-onder-een-kap,Intermediate,34,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Field trials officer,Lize Langevoort,M,Syrisch,Laag,Alleenstaand,Rechts,WO,Atheïstisch,Ongehuwd,Parttime,Vrijstaand,Beginner,95,Laag,Goed,Gemiddeld,Slecht
Sports therapist,Ilse Jacobs,F,Surinaams,Laag,Samenwonend,Midden,MBO,Atheïstisch,Ongehuwd,Student,Appartement,Advanced,94,Laag,Gemiddeld,Goed,Slecht
Veterinary surgeon,Levi van Schweinfurt-Vandenbergh,F,Duits,Gemiddeld,Alleenstaand,Links,MBO,Christelijk,Ongehuwd,Fulltime,Studio,Intermediate,54,Laag,Gemiddeld,Goed,Gemiddeld
"Development worker, community",Evi de Haas,M,Nederlands,Laag,Alleenstaand met kinderen,Rechts,MBO,Joods,Gescheiden,Student,Vrijstaand,Intermediate,84,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Magazine journalist,Mette van Daal,M,Turks,Gemiddeld,Samenwonend,Links,VMBO,Hindoeïstisch,Ongehuwd,Zelfstandig,Appartement,Intermediate,54,Gemiddeld,Gemiddeld,Slecht,Goed
Mudlogger,Sophia Hemma van Allemanië,M,Nederlands,Hoog,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,31,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Translator,Mohammed Eijkelboom-Schroeff,M,Nederlands,Hoog,Samenwonend met kinderen,Midden,HBO,Anders,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,79,Laag,Gemiddeld,Gemiddeld,Gemiddeld
