job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Accounting technician,Elisabeth Kerkhof-Thatcher,M,Roemeens,Laag,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Appartement,Beginner,90,Gemiddeld,Gemiddeld,Goed,Slecht
Metallurgist,Ecrin Rubben,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Islamitisch,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Expert,42,Hoog,Goed,Slecht,Goed
"Designer, ceramics/pottery",Sjoerd van de Eerenbeemt-van Eck,F,Surinaams,Hoog,Alleenstaand met kinderen,Midden,VMBO,Christelijk,Ongehuwd,Parttime,Appartement,Expert,77,Hoog,Goed,Gemiddeld,Gemiddeld
"Conservator, museum/gallery",Victor Symons,F,Nederlands,Laag,Alleenstaand,Midden,MBO,Islamitisch,Ongehuwd,Student,Rijtjeshuis,Digibeet,92,Gemiddeld,Gemiddeld,Goed,Goed
"Psychotherapist, child",Elin Rackham-van 't Erve,M,Surinaams,Laag,Samenwonend met kinderen,Links,VWO,Anders,Gescheiden,Gepensioneerd,Appartement,Beginner,34,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Illustrator,Robin Lorreijn-van Dagsburg,F,Irakees,Hoog,Samenwonend,Midden,HBO,Anders,Gehuwd,Student,Rijtjeshuis,Expert,36,Laag,Goed,Slecht,Gemiddeld
Exhibition designer,Noëlle Kalman,F,Nederlands,Hoog,Samenwonend met kinderen,Rechts,MBO,Islamitisch,Gescheiden,Zelfstandig,Appartement,Advanced,70,Laag,Goed,Slecht,Slecht
Water engineer,Rosalie The Elder,M,Turks,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,24,Hoog,Slecht,Gemiddeld,Gemiddeld
Hotel manager,Stella van Dillen-Wipstrik,F,Roemeens,Hoog,Samenwonend met kinderen,Links,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Expert,73,Hoog,Slecht,Slecht,Slecht
Environmental education officer,Aylin van Tuijl,M,Chinees,Laag,Samenwonend,Rechts,WO,Islamitisch,Gehuwd,Parttime,Woonboot,Intermediate,46,Gemiddeld,Gemiddeld,Goed,Goed
"Accountant, chartered",Stan de Hoog,M,Nederlands,Hoog,Samenwonend,Links,WO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Expert,25,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Arts development officer,Janne van der Veiver,F,Chinees,Laag,Samenwonend met kinderen,Midden,WO,Joods,Ongehuwd,Fulltime,Twee-onder-een-kap,Expert,51,Laag,Slecht,Slecht,Gemiddeld
"Investment banker, corporate",Noah de Wit,F,Surinaams,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Hindoeïstisch,Ongehuwd,Parttime,Rijtjeshuis,Intermediate,99,Hoog,Slecht,Gemiddeld,Goed
Charity fundraiser,Mustafa Oversteeg-Uphaus,M,Turks,Laag,Alleenstaand met kinderen,Rechts,MBO,Atheïstisch,Gehuwd,Parttime,Rijtjeshuis,Intermediate,74,Laag,Gemiddeld,Goed,Slecht
Animal nutritionist,Tobias Jansen-van Praagh,M,Chinees,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Boeddhistisch,Gescheiden,Zelfstandig,Rijtjeshuis,Intermediate,49,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Physicist, medical",Julia Verda,M,Turks,Laag,Samenwonend,Rechts,WO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,87,Gemiddeld,Slecht,Goed,Gemiddeld
Training and development officer,Ali van Lucel,M,Pools,Laag,Samenwonend,Links,HBO,Christelijk,Gescheiden,Parttime,Vrijstaand,Beginner,41,Laag,Goed,Goed,Slecht
"Geneticist, molecular",Nienke van Emmelen-Poncelet,F,Nederlands,Laag,Samenwonend,Midden,HBO,Islamitisch,Gescheiden,Werkloos,Rijtjeshuis,Advanced,51,Laag,Gemiddeld,Slecht,Gemiddeld
Probation officer,Sam Hoelen,M,Nederlands,Gemiddeld,Samenwonend,Rechts,VMBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,96,Laag,Slecht,Goed,Slecht
Sports coach,Amira Bernaards,F,Duits,Gemiddeld,Samenwonend met kinderen,Links,MBO,Anders,Ongehuwd,Student,Appartement,Intermediate,83,Laag,Gemiddeld,Slecht,Goed
"Designer, fashion/clothing",Michael Flink,F,Surinaams,Laag,Alleenstaand,Rechts,MBO,Atheïstisch,Ongehuwd,Parttime,Vrijstaand,Advanced,60,Laag,Gemiddeld,Goed,Goed
Pharmacologist,Valerie van Ochten,M,Nederlands,Hoog,Samenwonend met kinderen,Midden,VWO,Christelijk,Ongehuwd,Werkloos,Appartement,Beginner,31,Gemiddeld,Slecht,Goed,Goed
"Programmer, multimedia",Maria van Ginneke,F,Surinaams,Laag,Samenwonend met kinderen,Rechts,VMBO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Digibeet,81,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Optician, dispensing",Fedde Perck,F,Marokkaans,Laag,Samenwonend,Links,VMBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Digibeet,59,Laag,Gemiddeld,Slecht,Slecht
Writer,Tim van 't Erve,M,Chinees,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Joods,Gescheiden,Zelfstandig,Rijtjeshuis,Intermediate,39,Laag,Goed,Slecht,Gemiddeld
Electrical engineer,Charlotte Beekman,F,Indonesisch,Laag,Alleenstaand met kinderen,Midden,VMBO,Atheïstisch,Gehuwd,Student,Rijtjeshuis,Intermediate,74,Hoog,Slecht,Goed,Goed
Biomedical scientist,Jort Rijntjes,F,Afghaans,Hoog,Samenwonend met kinderen,Midden,Basisonderwijs,Islamitisch,Gehuwd,Fulltime,Appartement,Advanced,27,Laag,Slecht,Goed,Goed
