job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Television/film/video producer,Féline Loreal-van Kempen,M,Indonesisch,Gemiddeld,Samenwonend met kinderen,Rechts,WO,Christelijk,Gescheiden,Fulltime,Vrijstaand,Intermediate,65,Laag,Goed,Goed,Goed
Pension scheme manager,Milan Peterse-Vandenbergh,F,Nederlands,Hoog,Alleenstaand,Rechts,HAVO,Islamitisch,Ongehuwd,Zelfstandig,Appartement,Intermediate,77,Hoog,Goed,Gemiddeld,Goed
Therapeutic radiographer,Bilal Merkx,F,Bulgaars,Laag,Alleenstaand met kinderen,Midden,HAVO,Anders,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,81,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Company secretary,Job Aalts,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,WO,Islamitisch,Ongehuwd,Fulltime,Appartement,Digibeet,33,Laag,Gemiddeld,Goed,Slecht
Ecologist,Nikki Cornelisse,F,Roemeens,Hoog,Alleenstaand,Midden,WO,Islamitisch,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Expert,52,Laag,Gemiddeld,Goed,Gemiddeld
Operational researcher,Duuk Leene,F,Surinaams,Laag,Samenwonend met kinderen,Links,MBO,Hindoeïstisch,Gescheiden,Parttime,Appartement,Intermediate,92,Laag,Gemiddeld,Goed,Goed
"Designer, ceramics/pottery",Cornelis Westermann,M,Eritrees,Hoog,Samenwonend met kinderen,Links,HBO,Christelijk,Ongehuwd,Werkloos,Twee-onder-een-kap,Intermediate,44,Gemiddeld,Goed,Goed,Gemiddeld
Chief Marketing Officer,Isabella Riem,F,Indiaas,Laag,Samenwonend met kinderen,Midden,MBO,Christelijk,Weduwe/Weduwnaar,Werkloos,Rijtjeshuis,Expert,38,Laag,Gemiddeld,Gemiddeld,Goed
Furniture designer,Bilal Thomas-de Kale,F,Turks,Laag,Samenwonend met kinderen,Links,HAVO,Christelijk,Gehuwd,Parttime,Appartement,Advanced,61,Hoog,Gemiddeld,Slecht,Slecht
"Engineer, manufacturing",Faas de Jong,M,Marokkaans,Laag,Alleenstaand met kinderen,Links,VMBO,Islamitisch,Ongehuwd,Student,Appartement,Beginner,80,Gemiddeld,Slecht,Goed,Gemiddeld
