job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Community development worker,Noortje van Beaumont-Simonis,F,Duits,Laag,Alleenstaand,Midden,MBO,Islamitisch,Gehuwd,Fulltime,Vrijstaand,Beginner,61,Hoog,Gemiddeld,Gemiddeld,Slecht
"Therapist, occupational",Marit Smits,F,Portugees,Gemiddeld,Alleenstaand met kinderen,Links,VMBO,Christelijk,Gehuwd,Werkloos,Woonboot,Expert,46,Hoog,Goed,Slecht,Gemiddeld
Media buyer,Benjamin Bezemer-Paillet,M,Eritrees,Hoog,Samenwonend met kinderen,Midden,MBO,Christelijk,Gescheiden,Fulltime,Vrijstaand,Advanced,96,Laag,Gemiddeld,Goed,Slecht
"Buyer, industrial",Sander Shupe,M,Indiaas,Laag,Samenwonend met kinderen,Rechts,MBO,Islamitisch,Gehuwd,Parttime,Twee-onder-een-kap,Intermediate,38,Gemiddeld,Slecht,Slecht,Slecht
"Psychotherapist, child",Mara de Gruson,F,Syrisch,Laag,Samenwonend met kinderen,Links,WO,Atheïstisch,Gehuwd,Parttime,Studio,Intermediate,71,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Energy manager,Janna Oda-Miner,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Christelijk,Weduwe/Weduwnaar,Parttime,Vrijstaand,Beginner,18,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Engineer, manufacturing",Sienna Verschut,F,Surinaams,Laag,Samenwonend,Midden,HBO,Christelijk,Ongehuwd,Gepensioneerd,Appartement,Digibeet,39,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Hotel manager,Keano van Liendert,F,Nederlands,Laag,Samenwonend met kinderen,Midden,VMBO,Anders,Gescheiden,Parttime,Rijtjeshuis,Beginner,61,Laag,Gemiddeld,Goed,Goed
Pathologist,Nikki van Goerle,M,Antilliaans,Laag,Samenwonend met kinderen,Rechts,WO,Boeddhistisch,Gehuwd,Parttime,Woonboot,Intermediate,57,Gemiddeld,Goed,Gemiddeld,Goed
Phytotherapist,Sam van Dokkum,M,Duits,Laag,Alleenstaand met kinderen,Midden,VWO,Christelijk,Gehuwd,Fulltime,Appartement,Beginner,55,Laag,Gemiddeld,Gemiddeld,Goed
