job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Oncologist,Adam Rutten,F,Chinees,Laag,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,58,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Teacher, English as a foreign language",Isabel van Mook,M,Indonesisch,Laag,Alleenstaand,Links,VMBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Digibeet,45,Laag,Goed,Gemiddeld,Gemiddeld
"Sound technician, broadcasting/film/video",Maria Kwaadland-Doyle,F,Eritrees,Gemiddeld,Alleenstaand met kinderen,Rechts,VMBO,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,75,Gemiddeld,Slecht,Gemiddeld,Goed
Financial planner,Lars Dekker,F,Nederlands,Laag,Samenwonend,Rechts,WO,Anders,Gescheiden,Fulltime,Appartement,Intermediate,72,Laag,Gemiddeld,Slecht,Goed
Rural practice surveyor,Hamza van Duyvenvoorde,M,Surinaams,Laag,Samenwonend,Rechts,HBO,Christelijk,Weduwe/Weduwnaar,Werkloos,Appartement,Advanced,55,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Claims inspector/assessor,Imran van Maasgouw,M,Turks,Laag,Samenwonend met kinderen,Midden,WO,Christelijk,Gehuwd,Zelfstandig,Rijtjeshuis,Expert,59,Laag,Goed,Gemiddeld,Gemiddeld
Music therapist,Max Guit,F,Indiaas,Gemiddeld,Alleenstaand,Rechts,VWO,Christelijk,Weduwe/Weduwnaar,Fulltime,Appartement,Digibeet,45,Laag,Gemiddeld,Slecht,Goed
Tourist information centre manager,Renske Strijker,M,Chinees,Gemiddeld,Alleenstaand,Rechts,HAVO,Christelijk,Gescheiden,Fulltime,Woonboot,Beginner,21,Laag,Gemiddeld,Gemiddeld,Gemiddeld
"Conservation officer, nature",Siem Corstiaens-van Rooij,M,Turks,Hoog,Alleenstaand,Midden,HBO,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Beginner,28,Gemiddeld,Goed,Gemiddeld,Goed
"Administrator, education",Jonathan Mosley,F,Nederlands,Gemiddeld,Samenwonend,Midden,HBO,Joods,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,26,Hoog,Gemiddeld,Gemiddeld,Slecht
