job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Contracting civil engineer,Thijs van Santen-van den Nuwenhuijzen,M,Pools,Laag,Samenwonend,Rechts,HBO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,84,Laag,Slecht,Slecht,Gemiddeld
Exhibition designer,Charlotte Houdijk-Bouwhuisen,M,Surinaams,Gemiddeld,Samenwonend met kinderen,Links,VWO,Christelijk,Gescheiden,Parttime,Appartement,Expert,55,Laag,Goed,Gemiddeld,Slecht
Astronomer,Mika Wolfswinkel,M,Nederlands,Laag,Alleenstaand,Links,VMBO,Anders,Gehuwd,Fulltime,Appartement,Intermediate,86,Laag,Goed,Slecht,Gemiddeld
"Surveyor, building",Dani Kisman,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,MBO,Christelijk,Gehuwd,Parttime,Appartement,Intermediate,22,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Control and instrumentation engineer,Ninthe Veltman,M,Turks,Hoog,Alleenstaand,Rechts,VWO,Christelijk,Gehuwd,Fulltime,Appartement,Intermediate,98,Laag,Goed,Gemiddeld,Gemiddeld
Television camera operator,Elena Loreal-van Haspengouw,F,Nederlands,Gemiddeld,Alleenstaand,Links,HBO,Christelijk,Gehuwd,Student,Appartement,Digibeet,39,Laag,Gemiddeld,Gemiddeld,Goed
Insurance account manager,Silke Nieuwstraten,F,Nederlands,Laag,Alleenstaand,Midden,VMBO,Atheïstisch,Ongehuwd,Zelfstandig,Appartement,Beginner,64,Hoog,Gemiddeld,Gemiddeld,Slecht
"Programmer, multimedia",Louise van Rijthoven,M,Nederlands,Hoog,Alleenstaand,Midden,MBO,Anders,Ongehuwd,Fulltime,Appartement,Advanced,74,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Veterinary surgeon,Jari Dekker,F,Antilliaans,Laag,Samenwonend met kinderen,Links,WO,Atheïstisch,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,50,Gemiddeld,Goed,Slecht,Gemiddeld
Architect,Rens van de Darnau-van Goerle,M,Afghaans,Laag,Samenwonend,Links,WO,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Expert,39,Laag,Goed,Goed,Gemiddeld
Paramedic,Amir Van Bragt,F,Pools,Hoog,Samenwonend met kinderen,Rechts,VWO,Christelijk,Ongehuwd,Parttime,Appartement,Intermediate,57,Gemiddeld,Gemiddeld,Goed,Goed
Petroleum engineer,Olivier Heere,M,Indiaas,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,53,Laag,Goed,Gemiddeld,Goed
Careers information officer,Olaf van der Laar-Brizee,M,Turks,Gemiddeld,Alleenstaand met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Student,Appartement,Advanced,36,Gemiddeld,Gemiddeld,Gemiddeld,Goed
"Designer, graphic",Willem Groote,F,Surinaams,Laag,Alleenstaand,Midden,VMBO,Anders,Gehuwd,Fulltime,Rijtjeshuis,Beginner,89,Hoog,Gemiddeld,Goed,Slecht
Counselling psychologist,Jet van den Hoek,F,Nederlands,Laag,Samenwonend met kinderen,Links,VWO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Advanced,29,Laag,Goed,Gemiddeld,Goed
Prison officer,Floris Coolen,M,Marokkaans,Laag,Alleenstaand,Links,HAVO,Christelijk,Gehuwd,Student,Appartement,Advanced,36,Laag,Goed,Slecht,Goed
"Restaurant manager, fast food",Hendrik van Brenen,M,Antilliaans,Laag,Samenwonend met kinderen,Links,HBO,Boeddhistisch,Gehuwd,Fulltime,Appartement,Beginner,22,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Risk analyst,Bradley van Oostendorp-van Dalem,F,Pools,Hoog,Samenwonend met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Student,Rijtjeshuis,Digibeet,67,Laag,Slecht,Goed,Gemiddeld
"Scientist, research (physical sciences)",Jet Eelman,M,Duits,Laag,Samenwonend met kinderen,Links,VMBO,Anders,Weduwe/Weduwnaar,Fulltime,Appartement,Beginner,83,Laag,Goed,Slecht,Gemiddeld
Technical brewer,Indy Loreal,F,Duits,Laag,Samenwonend met kinderen,Midden,VMBO,Hindoeïstisch,Ongehuwd,Parttime,Appartement,Beginner,57,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Veterinary surgeon,Phileine Tamsma,M,Somalisch,Laag,Samenwonend met kinderen,Midden,VWO,Islamitisch,Gescheiden,Parttime,Appartement,Intermediate,24,Laag,Gemiddeld,Goed,Gemiddeld
"Buyer, retail",Yinthe van der Laarse,F,Chinees,Hoog,Samenwonend,Links,VWO,Anders,Gehuwd,Zelfstandig,Twee-onder-een-kap,Expert,23,Laag,Slecht,Gemiddeld,Gemiddeld
Economist,Wesley Ouwerkerk,F,Chinees,Laag,Alleenstaand,Midden,VMBO,Joods,Gehuwd,Zelfstandig,Appartement,Beginner,90,Gemiddeld,Goed,Slecht,Gemiddeld
Insurance underwriter,Sofia Meijer-Uphuis,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,HAVO,Atheïstisch,Gehuwd,Student,Appartement,Intermediate,92,Laag,Gemiddeld,Goed,Slecht
"Research officer, political party",Jayden de Roos,M,Irakees,Laag,Samenwonend,Links,HAVO,Islamitisch,Ongehuwd,Gepensioneerd,Appartement,Digibeet,35,Hoog,Gemiddeld,Goed,Gemiddeld
"Psychologist, occupational",Maarten Mol,M,Nederlands,Gemiddeld,Alleenstaand,Rechts,WO,Hindoeïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,52,Laag,Gemiddeld,Gemiddeld,Gemiddeld
