job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Veterinary surgeon,Mia Hoelen,F,Chinees,Laag,Samenwonend,Rechts,HBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Expert,21,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Telecommunications researcher,Senna van Nes,F,Nederlands,Gemiddeld,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Zelfstandig,Studio,Digibeet,86,Hoog,Slecht,Goed,Gemiddeld
"Engineer, broadcasting (operations)",Ibrahim Haselaar,M,Chinees,Gemiddeld,Alleenstaand met kinderen,Links,HAVO,Christelijk,Gehuwd,Zelfstandig,Vrijstaand,Expert,76,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Landscape architect,Mara Hakker,M,Somalisch,Laag,Alleenstaand met kinderen,Rechts,MBO,Atheïstisch,Gehuwd,Fulltime,Woonboot,Intermediate,44,Hoog,Gemiddeld,Gemiddeld,Goed
Retail buyer,Michelle Adriaense,F,Somalisch,Laag,Samenwonend met kinderen,Links,MBO,Islamitisch,Gescheiden,Fulltime,Vrijstaand,Intermediate,72,Gemiddeld,Goed,Slecht,Slecht
Chartered public finance accountant,Maxim de Koning,F,Marokkaans,Gemiddeld,Samenwonend,Midden,VWO,Christelijk,Weduwe/Weduwnaar,Parttime,Rijtjeshuis,Digibeet,31,Laag,Goed,Gemiddeld,Goed
Dance movement psychotherapist,Lizzy van der Loo-Koster,F,Nederlands,Gemiddeld,Samenwonend,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,99,Hoog,Goed,Slecht,Gemiddeld
"Surveyor, planning and development",Mare Jansen-Schelvis,F,Turks,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Gescheiden,Fulltime,Vrijstaand,Intermediate,93,Laag,Slecht,Gemiddeld,Slecht
Public affairs consultant,Suus Adriaansen,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,WO,Christelijk,Ongehuwd,Parttime,Woonboot,Advanced,27,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Outdoor activities/education manager,Mohamed van der Berg,F,Roemeens,Laag,Samenwonend met kinderen,Midden,MBO,Boeddhistisch,Weduwe/Weduwnaar,Fulltime,Appartement,Intermediate,76,Gemiddeld,Gemiddeld,Goed,Goed
Magazine journalist,Benjamin Roose-Hermans,M,Surinaams,Laag,Samenwonend,Links,MBO,Anders,Ongehuwd,Parttime,Vrijstaand,Beginner,54,Laag,Goed,Gemiddeld,Slecht
Dealer,Valerie de Smit-Strijker,M,Surinaams,Laag,Samenwonend,Links,WO,Islamitisch,Weduwe/Weduwnaar,Zelfstandig,Rijtjeshuis,Intermediate,23,Gemiddeld,Goed,Slecht,Goed
"Scientist, research (maths)",Youssef Jurrijens,F,Marokkaans,Laag,Samenwonend,Links,MBO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Beginner,69,Hoog,Gemiddeld,Goed,Goed
Communications engineer,Imran Scuylenborchs-Schenkel,F,Nederlands,Laag,Alleenstaand,Rechts,VWO,Hindoeïstisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Expert,62,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Theatre director,Aiden van den Brand-van de Velden,M,Spaans,Laag,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Parttime,Appartement,Intermediate,55,Laag,Slecht,Gemiddeld,Gemiddeld
"Presenter, broadcasting",Bryan Perck,F,Antilliaans,Gemiddeld,Samenwonend,Rechts,MBO,Christelijk,Ongehuwd,Parttime,Vrijstaand,Beginner,83,Laag,Gemiddeld,Gemiddeld,Goed
"Engineer, mining",Aimée Texier-de Roos,M,Nederlands,Laag,Alleenstaand,Rechts,HAVO,Boeddhistisch,Gehuwd,Fulltime,Vrijstaand,Digibeet,35,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Environmental education officer,Liv Scuylenborchs,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,VWO,Islamitisch,Ongehuwd,Fulltime,Vrijstaand,Intermediate,88,Laag,Goed,Slecht,Goed
"Biochemist, clinical",Jorn van de Pol-Sarneel,M,Pools,Laag,Alleenstaand,Links,MBO,Christelijk,Gehuwd,Student,Rijtjeshuis,Beginner,77,Hoog,Goed,Gemiddeld,Gemiddeld
Town planner,Joep Olthof,M,Turks,Laag,Alleenstaand met kinderen,Rechts,MBO,Anders,Ongehuwd,Fulltime,Appartement,Expert,60,Hoog,Gemiddeld,Goed,Goed
Mechanical engineer,Olivia van de Eerenbeemt,F,Nederlands,Laag,Samenwonend met kinderen,Links,VMBO,Anders,Gescheiden,Fulltime,Appartement,Intermediate,90,Gemiddeld,Slecht,Gemiddeld,Goed
Sports therapist,Siem Köster,F,Syrisch,Gemiddeld,Samenwonend met kinderen,Links,Basisonderwijs,Christelijk,Gescheiden,Parttime,Twee-onder-een-kap,Intermediate,80,Hoog,Gemiddeld,Goed,Slecht
