job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Dancer,Anouk Zevenboom,F,Duits,Laag,Alleenstaand met kinderen,Midden,HBO,Christelijk,Gehuwd,Student,Appartement,Advanced,31,Laag,Goed,Gemiddeld,Goed
Careers information officer,Isa van der Strigt,F,Somalisch,Laag,Samenwonend,Rechts,VWO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Intermediate,33,Laag,Gemiddeld,Goed,Gemiddeld
"Teacher, secondary school",Yfke Veenstra-Vos,M,Nederlands,Laag,Samenwonend met kinderen,Links,MBO,Atheïstisch,Gehuwd,Werkloos,Rijtjeshuis,Expert,33,Laag,Goed,Gemiddeld,Slecht
Farm manager,Silke Kruns,F,Marokkaans,Hoog,Samenwonend met kinderen,Midden,MBO,Atheïstisch,Ongehuwd,Zelfstandig,Appartement,Beginner,82,Hoog,Goed,Gemiddeld,Goed
Camera operator,Senna Gepa van Bourgondië,M,Surinaams,Laag,Samenwonend,Rechts,Basisonderwijs,Christelijk,Gescheiden,Parttime,Vrijstaand,Beginner,73,Laag,Goed,Goed,Gemiddeld
Food technologist,Milo Driessen,F,Indonesisch,Hoog,Alleenstaand,Links,MBO,Islamitisch,Gehuwd,Parttime,Rijtjeshuis,Advanced,70,Laag,Gemiddeld,Goed,Slecht
Research scientist (physical sciences),Kyan van Cuijck,F,Nederlands,Gemiddeld,Alleenstaand,Midden,VWO,Atheïstisch,Gescheiden,Fulltime,Rijtjeshuis,Advanced,26,Laag,Gemiddeld,Goed,Goed
Clinical psychologist,Luuk Elsemulder,F,Syrisch,Laag,Alleenstaand,Rechts,VWO,Hindoeïstisch,Gehuwd,Fulltime,Rijtjeshuis,Advanced,50,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Biomedical engineer,Sylvie Walter,M,Nederlands,Gemiddeld,Alleenstaand,Midden,MBO,Anders,Gehuwd,Zelfstandig,Appartement,Intermediate,64,Gemiddeld,Slecht,Goed,Goed
Human resources officer,Noud Terry,F,Indonesisch,Laag,Samenwonend,Rechts,Basisonderwijs,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Advanced,67,Gemiddeld,Goed,Gemiddeld,Gemiddeld
Charity officer,Kick Ehlert,F,Spaans,Laag,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,85,Gemiddeld,Gemiddeld,Gemiddeld,Slecht
Gaffer,Philip Soos,F,Bulgaars,Laag,Samenwonend,Rechts,WO,Christelijk,Gehuwd,Fulltime,Twee-onder-een-kap,Expert,86,Gemiddeld,Gemiddeld,Goed,Slecht
Astronomer,Anna Neuzerling-de Roo,F,Marokkaans,Laag,Samenwonend met kinderen,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,36,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Publishing copy,Jet Phillipsen,M,Bulgaars,Hoog,Samenwonend,Rechts,HBO,Anders,Ongehuwd,Parttime,Woonboot,Beginner,82,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Medical laboratory scientific officer,Anouk Spruit-Ligtvoet,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,HBO,Islamitisch,Ongehuwd,Fulltime,Vrijstaand,Intermediate,34,Laag,Gemiddeld,Gemiddeld,Goed
