job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Clinical embryologist,Emma Stettyn,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Links,WO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,33,Laag,Gemiddeld,Goed,Goed
Air broker,Vera van Hulten-de Mol,M,Chinees,Gemiddeld,Samenwonend,Links,HBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,48,Laag,Gemiddeld,Slecht,Gemiddeld
"Designer, furniture",Lotte Peronne,F,Surinaams,Hoog,Alleenstaand,Links,HAVO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Advanced,89,Laag,Gemiddeld,Gemiddeld,Goed
Textile designer,Lina Kwaadland,M,Nederlands,Hoog,Alleenstaand met kinderen,Midden,HBO,Islamitisch,Gescheiden,Gepensioneerd,Vrijstaand,Advanced,60,Laag,Slecht,Gemiddeld,Goed
"Engineer, structural",Ryan Oostveen,F,Duits,Laag,Alleenstaand met kinderen,Links,HAVO,Christelijk,Gescheiden,Student,Rijtjeshuis,Beginner,78,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Furniture conservator/restorer,Max van der Wal,F,Surinaams,Laag,Samenwonend met kinderen,Midden,MBO,Christelijk,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,68,Hoog,Goed,Gemiddeld,Gemiddeld
Bookseller,Aylin Doornhem-Rijn,F,Indonesisch,Laag,Alleenstaand,Rechts,Basisonderwijs,Hindoeïstisch,Ongehuwd,Fulltime,Appartement,Beginner,54,Laag,Gemiddeld,Goed,Gemiddeld
Further education lecturer,Felix van Duvenvoirde,F,Turks,Gemiddeld,Samenwonend met kinderen,Midden,VMBO,Atheïstisch,Ongehuwd,Werkloos,Appartement,Beginner,45,Laag,Gemiddeld,Gemiddeld,Slecht
Estate agent,Milan van Kasteelen,F,Nederlands,Laag,Alleenstaand,Midden,VMBO,Atheïstisch,Gehuwd,Parttime,Appartement,Beginner,50,Laag,Goed,Gemiddeld,Gemiddeld
Retail banker,Rayan Hoekstra,M,Marokkaans,Laag,Samenwonend met kinderen,Midden,VWO,Atheïstisch,Ongehuwd,Parttime,Vrijstaand,Advanced,86,Gemiddeld,Slecht,Slecht,Gemiddeld
Musician,Sami Corstiaens-Kathagen,F,Surinaams,Gemiddeld,Alleenstaand met kinderen,Links,WO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Intermediate,70,Hoog,Gemiddeld,Gemiddeld,Goed
Chief Executive Officer,Nina Elsemulder,M,Nederlands,Gemiddeld,Samenwonend,Links,VMBO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,49,Laag,Gemiddeld,Slecht,Gemiddeld
Customer service manager,Cato Prinsen-Cadefau,F,Turks,Gemiddeld,Samenwonend,Links,HAVO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Digibeet,66,Laag,Slecht,Goed,Goed
Barrister's clerk,Silke Jansdr-Lambers,M,Nederlands,Laag,Samenwonend,Rechts,MBO,Atheïstisch,Gescheiden,Zelfstandig,Twee-onder-een-kap,Beginner,36,Hoog,Gemiddeld,Gemiddeld,Goed
Higher education careers adviser,Ivy Marchand-van den Velde,F,Chinees,Gemiddeld,Samenwonend,Midden,VWO,Anders,Gehuwd,Parttime,Appartement,Beginner,70,Laag,Gemiddeld,Goed,Goed
