job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Civil Service administrator,Fenne Pieters,M,Irakees,Hoog,Samenwonend,Links,HBO,Christelijk,Gescheiden,Parttime,Rijtjeshuis,Advanced,67,Hoog,Slecht,Gemiddeld,Gemiddeld
Manufacturing engineer,Senn Zeemans,M,Chinees,Hoog,Samenwonend,Links,HBO,Christelijk,Weduwe/Weduwnaar,Student,Rijtjeshuis,Intermediate,40,Hoog,Goed,Gemiddeld,Gemiddeld
Ceramics designer,Lize van Beaumont,F,Turks,Hoog,Alleenstaand met kinderen,Midden,WO,Christelijk,Ongehuwd,Fulltime,Appartement,Intermediate,86,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Solicitor,Jim Janssen-Pastoors,M,Indonesisch,Laag,Samenwonend,Rechts,VWO,Atheïstisch,Ongehuwd,Fulltime,Vrijstaand,Advanced,33,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
"Programme researcher, broadcasting/film/video",Fleur Fremie,M,Marokkaans,Hoog,Alleenstaand,Links,WO,Christelijk,Gehuwd,Student,Rijtjeshuis,Beginner,31,Laag,Gemiddeld,Goed,Gemiddeld
Surgeon,Dana Bud,M,Nederlands,Hoog,Alleenstaand,Midden,VWO,Boeddhistisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,76,Gemiddeld,Goed,Slecht,Goed
General practice doctor,Kate Rubben,F,Antilliaans,Laag,Samenwonend,Midden,HAVO,Anders,Ongehuwd,Student,Appartement,Beginner,92,Laag,Gemiddeld,Gemiddeld,Slecht
Consulting civil engineer,Stef Uphus,F,Pools,Laag,Samenwonend met kinderen,Midden,HAVO,Christelijk,Gescheiden,Parttime,Appartement,Intermediate,79,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Hotel manager,Stef Smith,M,Afghaans,Laag,Alleenstaand met kinderen,Links,VMBO,Joods,Ongehuwd,Fulltime,Rijtjeshuis,Advanced,83,Gemiddeld,Gemiddeld,Goed,Slecht
"Scientist, biomedical",Mustafa Langevoort,M,Somalisch,Hoog,Alleenstaand met kinderen,Links,MBO,Anders,Ongehuwd,Zelfstandig,Rijtjeshuis,Advanced,96,Laag,Gemiddeld,Gemiddeld,Gemiddeld
