job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Brewing technologist,Ninthe Kortman,M,Nederlands,Laag,Samenwonend,Rechts,HBO,Anders,Gehuwd,Werkloos,Appartement,Beginner,40,Hoog,Gemiddeld,Slecht,Gemiddeld
"Administrator, arts",Jayden van Dam,F,Turks,Laag,Alleenstaand met kinderen,Links,VWO,Christelijk,Ongehuwd,Fulltime,Studio,Beginner,87,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Nurse, adult",Twan de Bock,F,Nederlands,Hoog,Samenwonend,Midden,MBO,Joods,Ongehuwd,Zelfstandig,Rijtjeshuis,Digibeet,79,Hoog,Goed,Gemiddeld,Gemiddeld
Advertising account planner,Felix de Gruil,F,Surinaams,Laag,Alleenstaand met kinderen,Links,HBO,Joods,Gehuwd,Parttime,Twee-onder-een-kap,Digibeet,47,Laag,Goed,Gemiddeld,Gemiddeld
"Scientist, biomedical",Ize de Bruijn,M,Indiaas,Hoog,Alleenstaand,Links,HAVO,Islamitisch,Gehuwd,Fulltime,Rijtjeshuis,Beginner,78,Hoog,Gemiddeld,Slecht,Gemiddeld
Tax inspector,Quinn van Gelder,F,Chinees,Hoog,Samenwonend,Links,VWO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,37,Laag,Gemiddeld,Slecht,Goed
Educational psychologist,Tyler Kosten,M,Indiaas,Laag,Samenwonend met kinderen,Links,VMBO,Christelijk,Gehuwd,Fulltime,Vrijstaand,Intermediate,78,Hoog,Goed,Goed,Goed
Agricultural consultant,Ali Simons-Klomp Jan,M,Somalisch,Hoog,Alleenstaand met kinderen,Midden,HAVO,Anders,Weduwe/Weduwnaar,Werkloos,Woonboot,Expert,95,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Public librarian,Lizzy van der Zijl-Huls,F,Turks,Laag,Alleenstaand,Midden,MBO,Anders,Gescheiden,Parttime,Studio,Intermediate,27,Hoog,Gemiddeld,Goed,Gemiddeld
Orthoptist,Tessa Weerdenburg,M,Syrisch,Hoog,Samenwonend met kinderen,Links,VMBO,Atheïstisch,Weduwe/Weduwnaar,Student,Woonboot,Beginner,63,Laag,Goed,Slecht,Gemiddeld
Banker,Zoey van de Velde,M,Irakees,Gemiddeld,Samenwonend met kinderen,Links,HAVO,Boeddhistisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Advanced,37,Laag,Slecht,Goed,Gemiddeld
Psychotherapist,Lot Flink,M,Indiaas,Laag,Samenwonend met kinderen,Links,HBO,Anders,Gehuwd,Parttime,Rijtjeshuis,Advanced,32,Laag,Gemiddeld,Gemiddeld,Goed
Copy,Bo van de Noordmark-Romijn,M,Turks,Hoog,Alleenstaand,Rechts,HAVO,Christelijk,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,56,Gemiddeld,Goed,Gemiddeld,Goed
Exhibition designer,Mart de Jong-Louws,F,Nederlands,Laag,Samenwonend met kinderen,Midden,MBO,Islamitisch,Gehuwd,Fulltime,Rijtjeshuis,Beginner,37,Laag,Gemiddeld,Gemiddeld,Goed
Dispensing optician,Joost van Roijen,M,Chinees,Laag,Samenwonend,Links,MBO,Islamitisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Digibeet,49,Laag,Gemiddeld,Slecht,Goed
Minerals surveyor,Lynn Carnotte-Hak,F,Nederlands,Hoog,Samenwonend met kinderen,Midden,HAVO,Islamitisch,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Beginner,24,Gemiddeld,Slecht,Gemiddeld,Gemiddeld
"Engineer, land",Ecrin Goderts,M,Bulgaars,Gemiddeld,Alleenstaand,Rechts,MBO,Christelijk,Gescheiden,Fulltime,Studio,Advanced,21,Gemiddeld,Slecht,Slecht,Gemiddeld
Telecommunications researcher,Ninthe Postma,F,Nederlands,Laag,Samenwonend,Rechts,MBO,Islamitisch,Weduwe/Weduwnaar,Fulltime,Rijtjeshuis,Advanced,70,Laag,Slecht,Goed,Gemiddeld
Charity officer,Noortje Arts,F,Surinaams,Hoog,Samenwonend met kinderen,Rechts,WO,Christelijk,Ongehuwd,Parttime,Studio,Expert,23,Laag,Slecht,Slecht,Gemiddeld
Chartered public finance accountant,Mehmet Kremer-Alpaidis,M,Spaans,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Gepensioneerd,Twee-onder-een-kap,Beginner,81,Laag,Slecht,Gemiddeld,Gemiddeld
Television production assistant,Sam van de Pavert-van Eck,F,Nederlands,Laag,Samenwonend,Midden,HAVO,Christelijk,Gehuwd,Werkloos,Rijtjeshuis,Advanced,95,Gemiddeld,Goed,Slecht,Slecht
"Engineer, biomedical",Ecrin Schelvis,F,Duits,Gemiddeld,Alleenstaand,Links,MBO,Joods,Gehuwd,Parttime,Appartement,Advanced,55,Laag,Gemiddeld,Gemiddeld,Goed
