job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Commercial horticulturist,Kim Aschman,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Atheïstisch,Ongehuwd,Fulltime,Rijtjeshuis,Digibeet,71,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Music tutor,Joël Scardino,M,Nederlands,Laag,Samenwonend met kinderen,Rechts,VWO,Boeddhistisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Beginner,87,Laag,Gemiddeld,Gemiddeld,Goed
"Nurse, mental health",Vince Wunderink,M,Nederlands,Gemiddeld,Samenwonend met kinderen,Links,VWO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Expert,73,Gemiddeld,Slecht,Gemiddeld,Goed
Sports therapist,Elisabeth Zijlmans,F,Eritrees,Laag,Samenwonend met kinderen,Links,VMBO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,79,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Secondary school teacher,Noortje Jaceps-Wilson,F,Nederlands,Laag,Samenwonend met kinderen,Rechts,HBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Beginner,35,Laag,Gemiddeld,Goed,Slecht
Chief Marketing Officer,Sven Veltman,M,Marokkaans,Gemiddeld,Samenwonend,Links,MBO,Christelijk,Ongehuwd,Student,Rijtjeshuis,Beginner,39,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Animal technologist,Mike Dijkman,F,Duits,Hoog,Samenwonend met kinderen,Links,VMBO,Hindoeïstisch,Ongehuwd,Fulltime,Vrijstaand,Digibeet,18,Hoog,Gemiddeld,Gemiddeld,Goed
Commercial horticulturist,Lisa Ferran,F,Indiaas,Laag,Samenwonend met kinderen,Links,VMBO,Islamitisch,Ongehuwd,Werkloos,Rijtjeshuis,Digibeet,73,Gemiddeld,Slecht,Goed,Goed
Industrial buyer,Lukas Schelvis,F,Turks,Hoog,Samenwonend met kinderen,Rechts,VMBO,Christelijk,Weduwe/Weduwnaar,Gepensioneerd,Appartement,Intermediate,85,Laag,Gemiddeld,Goed,Goed
Chief Strategy Officer,Fay Texier,M,Surinaams,Laag,Alleenstaand,Rechts,HBO,Christelijk,Gehuwd,Fulltime,Rijtjeshuis,Advanced,83,Gemiddeld,Goed,Gemiddeld,Slecht
International aid/development worker,Julia Prinsen-Stinis,F,Nederlands,Hoog,Samenwonend,Rechts,WO,Christelijk,Gescheiden,Werkloos,Rijtjeshuis,Beginner,34,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Operational researcher,Selina Remmers-van der Pluijm,M,Afghaans,Laag,Alleenstaand,Links,VMBO,Islamitisch,Ongehuwd,Student,Appartement,Beginner,20,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Learning mentor,Tom Velderman,F,Nederlands,Hoog,Samenwonend,Links,MBO,Christelijk,Gescheiden,Zelfstandig,Twee-onder-een-kap,Advanced,36,Hoog,Goed,Gemiddeld,Gemiddeld
Youth worker,Elisa van Noordeloos,F,Nederlands,Gemiddeld,Samenwonend met kinderen,Rechts,MBO,Anders,Ongehuwd,Werkloos,Woonboot,Intermediate,22,Laag,Gemiddeld,Slecht,Gemiddeld
Sports administrator,Jens van Loon,M,Pools,Hoog,Alleenstaand,Midden,MBO,Christelijk,Ongehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,83,Laag,Slecht,Goed,Gemiddeld
Publishing rights manager,Lara Molenaar,M,Turks,Gemiddeld,Samenwonend met kinderen,Rechts,HAVO,Islamitisch,Gescheiden,Fulltime,Rijtjeshuis,Expert,36,Laag,Goed,Goed,Slecht
Animator,Daan Tielemans,M,Chinees,Laag,Samenwonend met kinderen,Rechts,VMBO,Islamitisch,Gehuwd,Fulltime,Appartement,Intermediate,90,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Aid worker,Arthur Steinmeiern-Bruijne van der Veen,M,Syrisch,Gemiddeld,Samenwonend met kinderen,Midden,MBO,Christelijk,Gehuwd,Parttime,Rijtjeshuis,Expert,25,Laag,Slecht,Gemiddeld,Gemiddeld
