job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Food technologist,Mats Jerusalem,M,Somalisch,Gemiddeld,Alleenstaand,Links,VMBO,Islamitisch,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,80,Gemiddeld,Goed,Gemiddeld,Goed
Health visitor,Vince Brandt,F,Italiaans,Laag,Alleenstaand met kinderen,Links,VMBO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Digibeet,76,Laag,Goed,Goed,Goed
Medical laboratory scientific officer,Wout Eelman,F,Surinaams,Laag,Samenwonend,Midden,HBO,Christelijk,Gehuwd,Student,Rijtjeshuis,Intermediate,88,Laag,Gemiddeld,Gemiddeld,Slecht
"Administrator, sports",Alex van der Laarse,F,Surinaams,Gemiddeld,Alleenstaand,Rechts,VWO,Islamitisch,Ongehuwd,Student,Rijtjeshuis,Expert,97,Laag,Gemiddeld,Goed,Goed
Financial manager,Jules Weylant,M,Nederlands,Gemiddeld,Alleenstaand met kinderen,Links,HBO,Anders,Ongehuwd,Gepensioneerd,Appartement,Intermediate,55,Laag,Goed,Gemiddeld,Gemiddeld
Theme park manager,Cornelis van Praagh,M,Duits,Laag,Samenwonend met kinderen,Rechts,HAVO,Joods,Gehuwd,Fulltime,Rijtjeshuis,Intermediate,55,Gemiddeld,Gemiddeld,Slecht,Gemiddeld
Psychotherapist,Inaya van der Veiver,M,Eritrees,Laag,Samenwonend met kinderen,Midden,MBO,Islamitisch,Ongehuwd,Fulltime,Appartement,Expert,43,Laag,Gemiddeld,Goed,Gemiddeld
Neurosurgeon,Janna Niermann-Helmerhorst,M,Nederlands,Laag,Samenwonend met kinderen,Midden,MBO,Christelijk,Ongehuwd,Werkloos,Studio,Digibeet,61,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Ergonomist,Giovanni Stoffel,M,Nederlands,Laag,Alleenstaand met kinderen,Links,HBO,Christelijk,Gehuwd,Werkloos,Woonboot,Advanced,64,Gemiddeld,Gemiddeld,Gemiddeld,Goed
Mental health nurse,Lukas Stoffel,M,Duits,Gemiddeld,Samenwonend met kinderen,Links,VWO,Islamitisch,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,26,Laag,Slecht,Goed,Gemiddeld
Insurance claims handler,Lara Bastiaense,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,HAVO,Islamitisch,Gehuwd,Fulltime,Twee-onder-een-kap,Digibeet,49,Gemiddeld,Gemiddeld,Slecht,Goed
"Producer, television/film/video",Sami van den Bergh,M,Surinaams,Laag,Samenwonend met kinderen,Rechts,HAVO,Christelijk,Weduwe/Weduwnaar,Gepensioneerd,Rijtjeshuis,Expert,77,Gemiddeld,Gemiddeld,Slecht,Slecht
"Scientist, audiological",Leon van Luyssel,F,Nederlands,Hoog,Alleenstaand met kinderen,Midden,HAVO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Beginner,75,Laag,Goed,Gemiddeld,Gemiddeld
Occupational therapist,Myrthe Boudewijns,M,Pools,Gemiddeld,Samenwonend met kinderen,Midden,HBO,Christelijk,Ongehuwd,Fulltime,Studio,Digibeet,91,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
