job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Field trials officer,Jayden Dachgelder,F,Nederlands,Gemiddeld,Alleenstaand,Links,MBO,Hindoeïstisch,Ongehuwd,Gepensioneerd,Twee-onder-een-kap,Beginner,60,Laag,Slecht,Gemiddeld,Gemiddeld
Visual merchandiser,Luca van Tuijl,F,Indiaas,Laag,Samenwonend met kinderen,Links,MBO,Atheïstisch,Ongehuwd,Gepensioneerd,Rijtjeshuis,Beginner,90,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Geologist, engineering",Britt Schenk-van Veen,M,Nederlands,Gemiddeld,Alleenstaand,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Studio,Intermediate,31,Gemiddeld,Gemiddeld,Goed,Gemiddeld
Mental health nurse,Kim van Hostaden,F,Marokkaans,Laag,Alleenstaand,Midden,WO,Christelijk,Ongehuwd,Zelfstandig,Appartement,Intermediate,30,Gemiddeld,Goed,Slecht,Goed
Bonds trader,Sep Verhaar,M,Indonesisch,Gemiddeld,Samenwonend met kinderen,Rechts,HBO,Christelijk,Gescheiden,Parttime,Appartement,Expert,99,Laag,Gemiddeld,Slecht,Goed
Music therapist,Loes Bolkesteijn,M,Roemeens,Hoog,Samenwonend met kinderen,Links,HAVO,Islamitisch,Gehuwd,Parttime,Rijtjeshuis,Intermediate,45,Hoog,Goed,Slecht,Gemiddeld
"Therapist, art",Ise Eijkelboom,F,Duits,Laag,Alleenstaand,Links,HAVO,Atheïstisch,Ongehuwd,Werkloos,Vrijstaand,Intermediate,93,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Dietitian,Kyano van Bruchem,M,Marokkaans,Gemiddeld,Alleenstaand met kinderen,Rechts,MBO,Hindoeïstisch,Gescheiden,Parttime,Rijtjeshuis,Advanced,20,Laag,Gemiddeld,Gemiddeld,Goed
Analytical chemist,Evi Wright,M,Indonesisch,Laag,Alleenstaand,Rechts,VWO,Anders,Ongehuwd,Parttime,Studio,Expert,44,Gemiddeld,Slecht,Slecht,Gemiddeld
English as a second language teacher,Ayden van Luin,F,Afghaans,Hoog,Alleenstaand met kinderen,Links,VMBO,Atheïstisch,Ongehuwd,Zelfstandig,Rijtjeshuis,Intermediate,66,Hoog,Gemiddeld,Goed,Goed
"Designer, industrial/product",Sjoerd Roessink,F,Indiaas,Laag,Alleenstaand met kinderen,Rechts,MBO,Anders,Gehuwd,Zelfstandig,Appartement,Beginner,62,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Cartographer,Hailey le Gallen,F,Surinaams,Hoog,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Zelfstandig,Twee-onder-een-kap,Beginner,79,Laag,Goed,Goed,Gemiddeld
Exhibition designer,Milou Olykan,F,Turks,Laag,Alleenstaand,Rechts,HAVO,Atheïstisch,Gehuwd,Fulltime,Twee-onder-een-kap,Digibeet,65,Laag,Goed,Gemiddeld,Gemiddeld
