job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
Legal executive,Josephine Gemen-Jekel,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,WO,Christelijk,Gehuwd,Fulltime,Studio,Intermediate,67,Laag,Gemiddeld,Goed,Slecht
Television production assistant,Silke Schenkel,F,Chinees,Hoog,Alleenstaand,Midden,HBO,Atheïstisch,Gehuwd,Fulltime,Appartement,Beginner,57,Hoog,Gemiddeld,Slecht,Gemiddeld
Barrister,Ecrin Demmendaal,F,Chinees,Laag,Samenwonend met kinderen,Rechts,HBO,Atheïstisch,Ongehuwd,Fulltime,Appartement,Intermediate,87,Hoog,Slecht,Goed,Gemiddeld
"Administrator, education",Senna Vegt,F,Pools,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Intermediate,25,Laag,Gemiddeld,Goed,Slecht
Haematologist,Amy die Pelser,M,Marokkaans,Hoog,Alleenstaand,Rechts,VMBO,Islamitisch,Gescheiden,Gepensioneerd,Rijtjeshuis,Advanced,94,Laag,Slecht,Gemiddeld,Gemiddeld
"Engineer, land",Kyara Stook,F,Roemeens,Hoog,Alleenstaand,Midden,MBO,Christelijk,Gescheiden,Zelfstandig,Appartement,Intermediate,53,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Educational psychologist,Helena Bloemendaal-Zeemans,F,Nederlands,Laag,Samenwonend,Midden,MBO,Islamitisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,55,Gemiddeld,Slecht,Goed,Goed
"Programmer, systems",Kyra van de Weterink,M,Somalisch,Gemiddeld,Alleenstaand,Midden,HBO,Christelijk,Ongehuwd,Parttime,Appartement,Intermediate,85,Laag,Gemiddeld,Goed,Gemiddeld
Research scientist (maths),Julia van der Plas,F,Nederlands,Gemiddeld,Alleenstaand,Midden,VWO,Islamitisch,Gescheiden,Fulltime,Appartement,Beginner,47,Laag,Slecht,Gemiddeld,Gemiddeld
Insurance underwriter,Renske Heerschop,M,Nederlands,Hoog,Alleenstaand met kinderen,Midden,HBO,Christelijk,Ongehuwd,Parttime,Appartement,Advanced,35,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Chartered legal executive (England and Wales),Kick Brugman,M,Nederlands,Hoog,Alleenstaand,Links,HBO,Christelijk,Ongehuwd,Fulltime,Studio,Beginner,54,Gemiddeld,Slecht,Gemiddeld,Slecht
English as a second language teacher,Loek van Olst,F,Italiaans,Laag,Samenwonend met kinderen,Midden,HBO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Expert,80,Laag,Slecht,Goed,Goed
Network engineer,Senna de Strigter,F,Turks,Hoog,Samenwonend met kinderen,Midden,VMBO,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,33,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Printmaker,Pieter Muijs,F,Nederlands,Hoog,Samenwonend met kinderen,Links,MBO,Christelijk,Gescheiden,Gepensioneerd,Rijtjeshuis,Beginner,95,Laag,Slecht,Gemiddeld,Gemiddeld
Proofreader,Livia van der Veen,F,Pools,Laag,Samenwonend met kinderen,Rechts,HAVO,Hindoeïstisch,Gehuwd,Werkloos,Rijtjeshuis,Intermediate,83,Hoog,Slecht,Slecht,Gemiddeld
Information officer,Tim Dennenberg,F,Nederlands,Laag,Alleenstaand,Links,VWO,Islamitisch,Ongehuwd,Werkloos,Rijtjeshuis,Intermediate,89,Laag,Goed,Slecht,Gemiddeld
Maintenance engineer,Inaya Kremer-van de Berg,F,Duits,Gemiddeld,Alleenstaand,Rechts,HBO,Boeddhistisch,Ongehuwd,Parttime,Rijtjeshuis,Expert,19,Laag,Gemiddeld,Gemiddeld,Slecht
Equality and diversity officer,Puk Wolters,F,Indonesisch,Laag,Samenwonend met kinderen,Rechts,MBO,Christelijk,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,61,Hoog,Slecht,Slecht,Slecht
Biomedical scientist,Tim Wolters,M,Marokkaans,Laag,Alleenstaand met kinderen,Midden,HBO,Islamitisch,Ongehuwd,Student,Appartement,Intermediate,84,Gemiddeld,Gemiddeld,Slecht,Slecht
"Designer, interior/spatial",Aimée Oosterhek,F,Antilliaans,Hoog,Alleenstaand met kinderen,Midden,Basisonderwijs,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,99,Hoog,Gemiddeld,Gemiddeld,Goed
