job,name,sex,country_of_origin,socio_economic_status,household_composition,political_orientation,education_level,religion,marital_status,employment_status,housing_type,technology_proficiency,age,Income,Health,Social_Interaction,Dutch_reading_and_writing_skills
"Designer, exhibition/display",Aaron Heerschop-Slaetsdochter,M,Turks,Laag,Samenwonend met kinderen,Rechts,HBO,Islamitisch,Gehuwd,Gepensioneerd,Rijtjeshuis,Beginner,94,Laag,Gemiddeld,Gemiddeld,Slecht
Personnel officer,Marinus Moenen,F,Bulgaars,Laag,Samenwonend met kinderen,Midden,Basisonderwijs,Christelijk,Gehuwd,Gepensioneerd,Rijtjeshuis,Intermediate,70,Laag,Slecht,Gemiddeld,Slecht
Community development worker,Thomas van Es,F,Chinees,Gemiddeld,Samenwonend met kinderen,Links,HBO,Christelijk,Gescheiden,Fulltime,Rijtjeshuis,Intermediate,58,Laag,Goed,Gemiddeld,Gemiddeld
Radio broadcast assistant,Tess Kolster,F,Nederlands,Laag,Samenwonend,Rechts,MBO,Anders,Ongehuwd,Gepensioneerd,Appartement,Expert,49,Hoog,Slecht,Slecht,Slecht
Financial controller,Tijn van der Velde,M,Surinaams,Hoog,Alleenstaand,Rechts,VWO,Anders,Weduwe/Weduwnaar,Werkloos,Twee-onder-een-kap,Beginner,53,Hoog,Slecht,Gemiddeld,Slecht
"Engineer, chemical",Jules Boers,F,Nederlands,Gemiddeld,Alleenstaand,Links,MBO,Atheïstisch,Ongehuwd,Fulltime,Twee-onder-een-kap,Beginner,49,Hoog,Goed,Slecht,Gemiddeld
Electronics engineer,Tirza de Bruyn,F,Indonesisch,Gemiddeld,Samenwonend met kinderen,Links,VMBO,Joods,Gescheiden,Werkloos,Appartement,Intermediate,81,Gemiddeld,Goed,Goed,Gemiddeld
Actor,Elena Bellemans,F,Nederlands,Laag,Alleenstaand met kinderen,Midden,VMBO,Islamitisch,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,60,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Financial planner,Jordy Lankle,M,Nederlands,Laag,Alleenstaand met kinderen,Midden,VMBO,Atheïstisch,Ongehuwd,Zelfstandig,Appartement,Beginner,24,Gemiddeld,Gemiddeld,Goed,Gemiddeld
"Surveyor, building control",Esmee van den Assem-Eelman,F,Marokkaans,Laag,Alleenstaand met kinderen,Midden,VWO,Atheïstisch,Weduwe/Weduwnaar,Gepensioneerd,Rijtjeshuis,Intermediate,98,Laag,Gemiddeld,Gemiddeld,Slecht
Ecologist,Xavi Palman,F,Pools,Laag,Samenwonend met kinderen,Midden,HAVO,Christelijk,Ongehuwd,Fulltime,Rijtjeshuis,Beginner,67,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
"Surveyor, commercial/residential",Thijs Stook,F,Pools,Gemiddeld,Samenwonend,Rechts,WO,Atheïstisch,Ongehuwd,Fulltime,Woonboot,Expert,85,Laag,Goed,Slecht,Goed
Oncologist,Jack van Gorp,M,Bulgaars,Laag,Samenwonend,Midden,HBO,Christelijk,Weduwe/Weduwnaar,Zelfstandig,Twee-onder-een-kap,Beginner,68,Hoog,Gemiddeld,Goed,Slecht
"Engineer, maintenance",Megan Corstiaens,F,Nederlands,Laag,Alleenstaand,Rechts,MBO,Boeddhistisch,Gescheiden,Parttime,Rijtjeshuis,Advanced,63,Laag,Gemiddeld,Slecht,Slecht
Computer games developer,Lotte van der Kaay,F,Nederlands,Gemiddeld,Samenwonend,Midden,WO,Christelijk,Gehuwd,Werkloos,Appartement,Intermediate,41,Gemiddeld,Goed,Gemiddeld,Goed
"Engineer, electrical",Alyssa Groenendaal,F,Indiaas,Laag,Samenwonend,Rechts,HBO,Islamitisch,Weduwe/Weduwnaar,Gepensioneerd,Rijtjeshuis,Expert,60,Hoog,Gemiddeld,Gemiddeld,Gemiddeld
Sports administrator,Phileine Vermeulen,F,Pools,Hoog,Samenwonend,Rechts,VMBO,Christelijk,Ongehuwd,Parttime,Appartement,Intermediate,96,Laag,Gemiddeld,Slecht,Goed
"Teacher, primary school",Sienna van der Smeede,F,Duits,Laag,Samenwonend met kinderen,Links,MBO,Christelijk,Gescheiden,Parttime,Woonboot,Advanced,35,Gemiddeld,Slecht,Slecht,Gemiddeld
"Scientist, biomedical",Jamie Mater,F,Marokkaans,Laag,Samenwonend met kinderen,Links,MBO,Boeddhistisch,Ongehuwd,Fulltime,Studio,Expert,44,Laag,Goed,Slecht,Gemiddeld
Furniture designer,Jennifer de Bock,M,Syrisch,Gemiddeld,Alleenstaand,Midden,WO,Atheïstisch,Gehuwd,Fulltime,Appartement,Advanced,95,Gemiddeld,Gemiddeld,Gemiddeld,Gemiddeld
Sports administrator,Joshua van der Wal,M,Pools,Hoog,Samenwonend met kinderen,Midden,HAVO,Anders,Ongehuwd,Werkloos,Appartement,Expert,67,Laag,Gemiddeld,Gemiddeld,Gemiddeld
Toxicologist,Pim van der Pouw,M,Bulgaars,Hoog,Alleenstaand,Midden,WO,Christelijk,Ongehuwd,Werkloos,Appartement,Intermediate,61,Hoog,Goed,Goed,Gemiddeld
